# RBT-106 no-selection baseline, seed 805, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	380	0.6333	0.6650	26.7158	8.5130
1	600	555	0.9250	0.9408	412	0.6867	0.7169	234	0.3900	0.4232	21.9846	4.6257
2	600	491	0.8183	0.8428	288	0.4800	0.5136	143	0.2383	0.2681	8.9486	1.9087
3	600	444	0.7400	0.7683	205	0.3417	0.3742	103	0.1717	0.1984	0.0008	0.0808
4	600	399	0.6650	0.6959	137	0.2283	0.2577	70	0.1167	0.1400	0.0000	0.0069
5	600	363	0.6050	0.6373	98	0.1633	0.1897	47	0.0783	0.0983	0.0000	0.0005
6	600	326	0.5433	0.5765	84	0.1400	0.1649	46	0.0767	0.0965	0.0000	0.0001
7	600	294	0.4900	0.5235	61	0.1017	0.1238	34	0.0567	0.0743	0.0000	0.0000
8	600	259	0.4317	0.4652	53	0.0883	0.1093	33	0.0550	0.0724	0.0000	0.0000
9	600	238	0.3967	0.4299	38	0.0633	0.0817	16	0.0267	0.0398	0.0000	0.0000
10	600	213	0.3550	0.3877	31	0.0517	0.0686	13	0.0217	0.0338	0.0000	0.0000
11	600	185	0.3083	0.3401	22	0.0367	0.0515	10	0.0167	0.0277	0.0000	0.0000
12	600	170	0.2833	0.3145	13	0.0217	0.0338	6	0.0100	0.0192	0.0000	0.0000
13	600	153	0.2550	0.2853	9	0.0150	0.0256	5	0.0083	0.0170	0.0000	0.0000
14	600	137	0.2283	0.2577	10	0.0167	0.0277	3	0.0050	0.0124	0.0000	0.0000
15	600	119	0.1983	0.2264	9	0.0150	0.0256	5	0.0083	0.0170	0.0000	0.0000
16	600	118	0.1967	0.2247	9	0.0150	0.0256	4	0.0067	0.0148	0.0000	0.0000
17	600	109	0.1817	0.2090	9	0.0150	0.0256	5	0.0083	0.0170	0.0000	0.0000
18	600	99	0.1650	0.1914	8	0.0133	0.0235	6	0.0100	0.0192	0.0000	0.0000
19	600	84	0.1400	0.1649	6	0.0100	0.0192	3	0.0050	0.0124	0.0000	0.0000
20	600	79	0.1317	0.1560	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0000
21	600	74	0.1233	0.1471	7	0.0117	0.0214	5	0.0083	0.0170	0.0000	0.0000
22	600	73	0.1217	0.1453	9	0.0150	0.0256	4	0.0067	0.0148	0.0000	0.0000
23	600	71	0.1183	0.1418	7	0.0117	0.0214	1	0.0017	0.0074	0.0000	0.0000
24	600	64	0.1067	0.1292	3	0.0050	0.0124	0	0.0000	0.0045	0.0000	0.0000
25	600	62	0.1033	0.1256	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0000
26	600	54	0.0900	0.1111	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0000
27	600	50	0.0833	0.1038	4	0.0067	0.0148	1	0.0017	0.0074	0.0000	0.0000
28	600	50	0.0833	0.1038	4	0.0067	0.0148	1	0.0017	0.0074	0.0000	0.0001
29	600	46	0.0767	0.0965	3	0.0050	0.0124	0	0.0000	0.0045	0.0000	0.0001
30	600	40	0.0667	0.0854	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0001
31	600	37	0.0617	0.0799	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0001
32	600	35	0.0583	0.0761	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0001
33	600	33	0.0550	0.0724	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0002
34	600	32	0.0533	0.0705	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0003
35	600	35	0.0583	0.0761	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0001
36	600	31	0.0517	0.0686	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0001
37	600	26	0.0433	0.0592	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0002
38	600	24	0.0400	0.0554	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0002
39	600	20	0.0333	0.0476	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0003
40	600	19	0.0317	0.0457	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0003
