# RBT-106 no-selection baseline, seed 4, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8452	0.4212
1	600	546	0.9100	0.9274	3	0.0050	0.0124	3	0.0050	0.0124	0.7640	0.2689
2	600	501	0.8350	0.8584	5	0.0083	0.0170	5	0.0083	0.0170	0.6637	0.2223
3	600	461	0.7683	0.7954	6	0.0100	0.0192	6	0.0100	0.0192	0.5605	0.1943
4	600	422	0.7033	0.7330	5	0.0083	0.0170	5	0.0083	0.0170	0.4660	0.1165
5	600	383	0.6383	0.6699	4	0.0067	0.0148	4	0.0067	0.0148	0.3644	0.1200
6	600	350	0.5833	0.6160	3	0.0050	0.0124	3	0.0050	0.0124	0.2482	0.1065
7	600	314	0.5233	0.5567	2	0.0033	0.0100	2	0.0033	0.0100	0.1253	0.0854
8	600	283	0.4717	0.5052	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0857
9	600	259	0.4317	0.4652	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0560
10	600	235	0.3917	0.4249	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0458
11	600	206	0.3433	0.3759	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0482
12	600	180	0.3000	0.3316	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0386
13	600	162	0.2700	0.3008	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0402
14	600	147	0.2450	0.2750	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0265
15	600	136	0.2267	0.2560	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0234
16	600	121	0.2017	0.2299	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0182
17	600	114	0.1900	0.2177	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0142
18	600	101	0.1683	0.1949	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0126
19	600	88	0.1467	0.1720	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0181
20	600	80	0.1333	0.1578	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0113
21	600	72	0.1200	0.1435	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0106
22	600	69	0.1150	0.1382	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0119
23	600	59	0.0983	0.1202	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0113
24	600	61	0.1017	0.1238	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0136
25	600	55	0.0917	0.1129	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0142
26	600	54	0.0900	0.1111	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0138
27	600	53	0.0883	0.1093	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0136
28	600	51	0.0850	0.1056	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0167
29	600	46	0.0767	0.0965	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0101
30	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0109
31	600	42	0.0700	0.0891	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0083
32	600	40	0.0667	0.0854	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0062
33	600	41	0.0683	0.0873	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0103
34	600	41	0.0683	0.0873	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0096
35	600	40	0.0667	0.0854	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0104
36	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0090
37	600	39	0.0650	0.0836	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0096
38	600	35	0.0583	0.0761	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0112
39	600	33	0.0550	0.0724	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0094
40	600	30	0.0500	0.0668	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0103
