# RBT-106 no-selection baseline, seed 807, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	420	0.7000	0.7298	27.7108	11.8985
1	600	541	0.9017	0.9199	411	0.6850	0.7153	261	0.4350	0.4685	23.0374	5.9214
2	600	496	0.8267	0.8506	287	0.4783	0.5119	154	0.2567	0.2870	9.0425	1.3191
3	600	443	0.7383	0.7667	200	0.3333	0.3657	105	0.1750	0.2020	0.0004	0.0688
4	600	400	0.6667	0.6975	146	0.2433	0.2733	83	0.1383	0.1631	0.0000	0.0030
5	600	369	0.6150	0.6471	106	0.1767	0.2037	53	0.0883	0.1093	0.0000	0.0001
6	600	336	0.5600	0.5930	75	0.1250	0.1489	41	0.0683	0.0873	0.0000	0.0000
7	600	301	0.5017	0.5352	43	0.0717	0.0910	23	0.0383	0.0534	0.0000	0.0000
8	600	266	0.4433	0.4769	39	0.0650	0.0836	15	0.0250	0.0378	0.0000	0.0000
9	600	238	0.3967	0.4299	25	0.0417	0.0573	9	0.0150	0.0256	0.0000	0.0000
10	600	210	0.3500	0.3826	17	0.0283	0.0418	7	0.0117	0.0214	0.0000	0.0000
11	600	190	0.3167	0.3487	13	0.0217	0.0338	5	0.0083	0.0170	0.0000	0.0000
12	600	173	0.2883	0.3196	11	0.0183	0.0297	5	0.0083	0.0170	0.0000	0.0000
13	600	162	0.2700	0.3008	9	0.0150	0.0256	5	0.0083	0.0170	0.0000	0.0000
14	600	146	0.2433	0.2733	12	0.0200	0.0318	6	0.0100	0.0192	0.0000	0.0000
15	600	139	0.2317	0.2612	10	0.0167	0.0277	3	0.0050	0.0124	0.0000	0.0000
16	600	121	0.2017	0.2299	9	0.0150	0.0256	3	0.0050	0.0124	0.0000	0.0000
17	600	118	0.1967	0.2247	5	0.0083	0.0170	1	0.0017	0.0074	0.0000	0.0000
18	600	121	0.2017	0.2299	5	0.0083	0.0170	1	0.0017	0.0074	0.0000	0.0000
19	600	102	0.1700	0.1967	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0000
20	600	95	0.1583	0.1844	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
21	600	85	0.1417	0.1667	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
22	600	77	0.1283	0.1525	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0000
23	600	63	0.1050	0.1274	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0000
24	600	59	0.0983	0.1202	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0000
25	600	59	0.0983	0.1202	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
26	600	55	0.0917	0.1129	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
27	600	52	0.0867	0.1075	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
28	600	51	0.0850	0.1056	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
29	600	50	0.0833	0.1038	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0001
30	600	49	0.0817	0.1020	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0001
31	600	40	0.0667	0.0854	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0001
32	600	41	0.0683	0.0873	4	0.0067	0.0148	4	0.0067	0.0148	0.0000	0.0001
33	600	45	0.0750	0.0947	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0002
34	600	49	0.0817	0.1020	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0001
35	600	42	0.0700	0.0891	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0003
36	600	37	0.0617	0.0799	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0002
37	600	37	0.0617	0.0799	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0005
38	600	38	0.0633	0.0817	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0002
39	600	33	0.0550	0.0724	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0002
40	600	35	0.0583	0.0761	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0006
