# RBT-106 no-selection baseline, seed 806, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	420	0.7000	0.7298	26.8676	9.9374
1	600	550	0.9167	0.9334	434	0.7233	0.7523	262	0.4367	0.4702	23.1374	5.4082
2	600	488	0.8133	0.8381	289	0.4817	0.5152	163	0.2717	0.3025	11.2042	1.9819
3	600	444	0.7400	0.7683	221	0.3683	0.4012	110	0.1833	0.2107	0.0027	0.1184
4	600	387	0.6450	0.6764	153	0.2550	0.2853	74	0.1233	0.1471	0.0000	0.0012
5	600	344	0.5733	0.6061	114	0.1900	0.2177	53	0.0883	0.1093	0.0000	0.0001
6	600	300	0.5000	0.5335	78	0.1300	0.1543	37	0.0617	0.0799	0.0000	0.0000
7	600	285	0.4750	0.5086	62	0.1033	0.1256	28	0.0467	0.0630	0.0000	0.0000
8	600	266	0.4433	0.4769	44	0.0733	0.0928	19	0.0317	0.0457	0.0000	0.0000
9	600	230	0.3833	0.4164	32	0.0533	0.0705	12	0.0200	0.0318	0.0000	0.0000
10	600	199	0.3317	0.3640	26	0.0433	0.0592	8	0.0133	0.0235	0.0000	0.0000
11	600	177	0.2950	0.3265	12	0.0200	0.0318	4	0.0067	0.0148	0.0000	0.0000
12	600	156	0.2600	0.2905	10	0.0167	0.0277	2	0.0033	0.0100	0.0000	0.0000
13	600	128	0.2133	0.2421	9	0.0150	0.0256	1	0.0017	0.0074	0.0000	0.0000
14	600	118	0.1967	0.2247	7	0.0117	0.0214	2	0.0033	0.0100	0.0000	0.0000
15	600	112	0.1867	0.2142	9	0.0150	0.0256	4	0.0067	0.0148	0.0000	0.0000
16	600	104	0.1733	0.2002	6	0.0100	0.0192	3	0.0050	0.0124	0.0000	0.0000
17	600	90	0.1500	0.1755	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
18	600	88	0.1467	0.1720	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0000
19	600	84	0.1400	0.1649	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0000
20	600	83	0.1383	0.1631	3	0.0050	0.0124	0	0.0000	0.0045	0.0000	0.0000
21	600	74	0.1233	0.1471	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
22	600	69	0.1150	0.1382	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0000
23	600	70	0.1167	0.1400	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0000
24	600	68	0.1133	0.1364	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0000
25	600	63	0.1050	0.1274	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0000
26	600	52	0.0867	0.1075	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0000
27	600	50	0.0833	0.1038	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0000
28	600	47	0.0783	0.0983	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0001
29	600	43	0.0717	0.0910	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0002
30	600	36	0.0600	0.0780	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0002
31	600	41	0.0683	0.0873	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0002
32	600	39	0.0650	0.0836	3	0.0050	0.0124	0	0.0000	0.0045	0.0000	0.0003
33	600	39	0.0650	0.0836	3	0.0050	0.0124	0	0.0000	0.0045	0.0000	0.0005
34	600	34	0.0567	0.0743	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0005
35	600	36	0.0600	0.0780	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0008
36	600	35	0.0583	0.0761	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0007
37	600	36	0.0600	0.0780	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0008
38	600	32	0.0533	0.0705	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0006
39	600	29	0.0483	0.0649	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0010
40	600	27	0.0450	0.0611	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0008
