# RBT-106 no-selection baseline, seed 1, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8297	0.4582
1	600	562	0.9367	0.9511	1	0.0017	0.0074	1	0.0017	0.0074	0.7459	0.3579
2	600	509	0.8483	0.8709	3	0.0050	0.0124	3	0.0050	0.0124	0.6515	0.2543
3	600	468	0.7800	0.8065	4	0.0067	0.0148	4	0.0067	0.0148	0.5887	0.2036
4	600	431	0.7183	0.7475	4	0.0067	0.0148	4	0.0067	0.0148	0.4523	0.1666
5	600	397	0.6617	0.6927	5	0.0083	0.0170	5	0.0083	0.0170	0.3495	0.1438
6	600	353	0.5883	0.6209	4	0.0067	0.0148	4	0.0067	0.0148	0.2612	0.1324
7	600	323	0.5383	0.5716	4	0.0067	0.0148	4	0.0067	0.0148	0.1347	0.0987
8	600	296	0.4933	0.5269	4	0.0067	0.0148	4	0.0067	0.0148	0.0297	0.0781
9	600	281	0.4683	0.5019	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0700
10	600	253	0.4217	0.4551	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0555
11	600	230	0.3833	0.4164	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0483
12	600	215	0.3583	0.3911	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0361
13	600	193	0.3217	0.3538	3	0.0050	0.0124	3	0.0050	0.0124	0.0000	0.0421
14	600	175	0.2917	0.3231	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0363
15	600	159	0.2650	0.2956	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0290
16	600	147	0.2450	0.2750	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0249
17	600	142	0.2367	0.2664	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0203
18	600	144	0.2400	0.2698	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0254
19	600	126	0.2100	0.2386	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0147
20	600	121	0.2017	0.2299	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0134
21	600	106	0.1767	0.2037	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0154
22	600	96	0.1600	0.1861	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0109
23	600	89	0.1483	0.1738	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0121
24	600	82	0.1367	0.1614	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0131
25	600	78	0.1300	0.1543	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0139
26	600	69	0.1150	0.1382	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0120
27	600	65	0.1083	0.1310	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0146
28	600	68	0.1133	0.1364	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0106
29	600	57	0.0950	0.1165	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0075
30	600	52	0.0867	0.1075	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0077
31	600	48	0.0800	0.1002	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0103
32	600	44	0.0733	0.0928	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0112
33	600	44	0.0733	0.0928	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0083
34	600	37	0.0617	0.0799	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0065
35	600	35	0.0583	0.0761	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0094
36	600	33	0.0550	0.0724	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0090
37	600	30	0.0500	0.0668	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0071
38	600	30	0.0500	0.0668	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0086
39	600	31	0.0517	0.0686	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0093
40	600	25	0.0417	0.0573	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0089
