# RBT-106 no-selection baseline, seed 805, founders w = 1, K = 8: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	600	1.0000	1.0000	50.2396	0.0000
1	600	552	0.9200	0.9364	468	0.7800	0.8065	431	0.7183	0.7475	43.5745	0.0000
2	600	517	0.8617	0.8832	379	0.6317	0.6634	332	0.5533	0.5864	30.7382	0.0000
3	600	483	0.8050	0.8302	302	0.5033	0.5368	245	0.4083	0.4417	12.7800	0.0000
4	600	433	0.7217	0.7507	235	0.3917	0.4249	171	0.2850	0.3162	2.3769	0.0000
5	600	404	0.6733	0.7040	199	0.3317	0.3640	146	0.2433	0.2733	0.8692	0.0000
6	600	375	0.6250	0.6569	169	0.2817	0.3128	120	0.2000	0.2282	0.2232	0.0000
7	600	338	0.5633	0.5963	137	0.2283	0.2577	90	0.1500	0.1755	0.0295	0.0000
8	600	313	0.5217	0.5550	109	0.1817	0.2090	68	0.1133	0.1364	0.0011	0.0000
9	600	293	0.4883	0.5219	88	0.1467	0.1720	60	0.1000	0.1220	0.0000	0.0000
10	600	267	0.4450	0.4785	77	0.1283	0.1525	47	0.0783	0.0983	0.0000	0.0000
11	600	243	0.4050	0.4383	57	0.0950	0.1165	37	0.0617	0.0799	0.0000	0.0000
12	600	218	0.3633	0.3962	56	0.0933	0.1147	34	0.0567	0.0743	0.0000	0.0000
13	600	197	0.3283	0.3606	44	0.0733	0.0928	31	0.0517	0.0686	0.0000	0.0000
14	600	179	0.2983	0.3299	37	0.0617	0.0799	29	0.0483	0.0649	0.0000	0.0000
15	600	162	0.2700	0.3008	32	0.0533	0.0705	22	0.0367	0.0515	0.0000	0.0000
16	600	150	0.2500	0.2802	28	0.0467	0.0630	22	0.0367	0.0515	0.0000	0.0000
17	600	137	0.2283	0.2577	25	0.0417	0.0573	16	0.0267	0.0398	0.0000	0.0000
18	600	133	0.2217	0.2508	25	0.0417	0.0573	18	0.0300	0.0437	0.0000	0.0000
19	600	117	0.1950	0.2230	23	0.0383	0.0534	16	0.0267	0.0398	0.0000	0.0000
20	600	104	0.1733	0.2002	22	0.0367	0.0515	14	0.0233	0.0358	0.0000	0.0000
21	600	96	0.1600	0.1861	16	0.0267	0.0398	12	0.0200	0.0318	0.0000	0.0000
22	600	87	0.1450	0.1702	15	0.0250	0.0378	8	0.0133	0.0235	0.0000	0.0000
23	600	77	0.1283	0.1525	13	0.0217	0.0338	6	0.0100	0.0192	0.0000	0.0000
24	600	72	0.1200	0.1435	10	0.0167	0.0277	6	0.0100	0.0192	0.0000	0.0000
25	600	62	0.1033	0.1256	12	0.0200	0.0318	5	0.0083	0.0170	0.0000	0.0000
26	600	55	0.0917	0.1129	12	0.0200	0.0318	5	0.0083	0.0170	0.0000	0.0000
27	600	48	0.0800	0.1002	10	0.0167	0.0277	6	0.0100	0.0192	0.0000	0.0000
28	600	44	0.0733	0.0928	10	0.0167	0.0277	6	0.0100	0.0192	0.0000	0.0000
29	600	40	0.0667	0.0854	5	0.0083	0.0170	4	0.0067	0.0148	0.0000	0.0000
30	600	42	0.0700	0.0891	8	0.0133	0.0235	4	0.0067	0.0148	0.0000	0.0000
31	600	37	0.0617	0.0799	6	0.0100	0.0192	6	0.0100	0.0192	0.0000	0.0000
32	600	40	0.0667	0.0854	6	0.0100	0.0192	4	0.0067	0.0148	0.0000	0.0000
33	600	39	0.0650	0.0836	4	0.0067	0.0148	1	0.0017	0.0074	0.0000	0.0000
34	600	41	0.0683	0.0873	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
35	600	38	0.0633	0.0817	6	0.0100	0.0192	3	0.0050	0.0124	0.0000	0.0000
36	600	36	0.0600	0.0780	6	0.0100	0.0192	4	0.0067	0.0148	0.0000	0.0000
37	600	33	0.0550	0.0724	8	0.0133	0.0235	5	0.0083	0.0170	0.0000	0.0000
38	600	29	0.0483	0.0649	6	0.0100	0.0192	2	0.0033	0.0100	0.0000	0.0000
39	600	29	0.0483	0.0649	6	0.0100	0.0192	4	0.0067	0.0148	0.0000	0.0000
40	600	28	0.0467	0.0630	5	0.0083	0.0170	3	0.0050	0.0124	0.0000	0.0000
