# RBT-106 no-selection baseline, seed 7, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8919	0.2369
1	600	554	0.9233	0.9394	6	0.0100	0.0192	6	0.0100	0.0192	0.7893	0.2697
2	600	507	0.8450	0.8677	7	0.0117	0.0214	7	0.0117	0.0214	0.6918	0.2330
3	600	471	0.7850	0.8113	7	0.0117	0.0214	7	0.0117	0.0214	0.5827	0.2038
4	600	428	0.7133	0.7427	6	0.0100	0.0192	6	0.0100	0.0192	0.4545	0.1696
5	600	392	0.6533	0.6845	5	0.0083	0.0170	5	0.0083	0.0170	0.3852	0.1204
6	600	353	0.5883	0.6209	4	0.0067	0.0148	4	0.0067	0.0148	0.2780	0.1037
7	600	323	0.5383	0.5716	3	0.0050	0.0124	3	0.0050	0.0124	0.1503	0.0637
8	600	303	0.5050	0.5385	2	0.0033	0.0100	2	0.0033	0.0100	0.0747	0.0722
9	600	270	0.4500	0.4836	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0500
10	600	241	0.4017	0.4350	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0452
11	600	223	0.3717	0.4046	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0348
12	600	204	0.3400	0.3725	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0297
13	600	188	0.3133	0.3453	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0305
14	600	171	0.2850	0.3162	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0194
15	600	154	0.2567	0.2870	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0149
16	600	132	0.2200	0.2490	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0192
17	600	118	0.1967	0.2247	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0190
18	600	109	0.1817	0.2090	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0173
19	600	98	0.1633	0.1897	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0149
20	600	98	0.1633	0.1897	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0162
21	600	91	0.1517	0.1773	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0159
22	600	88	0.1467	0.1720	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0134
23	600	83	0.1383	0.1631	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0135
24	600	76	0.1267	0.1507	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0126
25	600	76	0.1267	0.1507	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0120
26	600	69	0.1150	0.1382	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0091
27	600	68	0.1133	0.1364	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0073
28	600	63	0.1050	0.1274	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0087
29	600	61	0.1017	0.1238	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0090
30	600	55	0.0917	0.1129	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0105
31	600	55	0.0917	0.1129	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0141
32	600	52	0.0867	0.1075	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0113
33	600	47	0.0783	0.0983	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0113
34	600	49	0.0817	0.1020	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0098
35	600	45	0.0750	0.0947	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0090
36	600	38	0.0633	0.0817	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0088
37	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0098
38	600	36	0.0600	0.0780	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0084
39	600	33	0.0550	0.0724	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0073
40	600	34	0.0567	0.0743	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0090
