# RBT-106 no-selection baseline, seed 801, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.7657	0.3733
1	600	552	0.9200	0.9364	5	0.0083	0.0170	5	0.0083	0.0170	0.7112	0.3353
2	600	510	0.8500	0.8724	7	0.0117	0.0214	7	0.0117	0.0214	0.6107	0.2311
3	600	470	0.7833	0.8097	5	0.0083	0.0170	5	0.0083	0.0170	0.5344	0.2039
4	600	435	0.7250	0.7539	3	0.0050	0.0124	3	0.0050	0.0124	0.4579	0.1557
5	600	392	0.6533	0.6845	4	0.0067	0.0148	4	0.0067	0.0148	0.3407	0.1321
6	600	349	0.5817	0.6144	1	0.0017	0.0074	1	0.0017	0.0074	0.2324	0.1166
7	600	324	0.5400	0.5732	1	0.0017	0.0074	1	0.0017	0.0074	0.1357	0.0888
8	600	296	0.4933	0.5269	0	0.0000	0.0045	0	0.0000	0.0045	0.0356	0.0866
9	600	270	0.4500	0.4836	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0680
10	600	234	0.3900	0.4232	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0593
11	600	210	0.3500	0.3826	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0428
12	600	195	0.3250	0.3572	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0342
13	600	180	0.3000	0.3316	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0317
14	600	159	0.2650	0.2956	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0351
15	600	151	0.2517	0.2819	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0288
16	600	135	0.2250	0.2542	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0165
17	600	125	0.2083	0.2369	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0216
18	600	116	0.1933	0.2212	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0157
19	600	99	0.1650	0.1914	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0165
20	600	90	0.1500	0.1755	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0171
21	600	92	0.1533	0.1791	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0131
22	600	91	0.1517	0.1773	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0089
23	600	89	0.1483	0.1738	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0126
24	600	87	0.1450	0.1702	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0127
25	600	80	0.1333	0.1578	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0113
26	600	67	0.1117	0.1346	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0125
27	600	62	0.1033	0.1256	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0103
28	600	64	0.1067	0.1292	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0118
29	600	65	0.1083	0.1310	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0114
30	600	53	0.0883	0.1093	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0112
31	600	45	0.0750	0.0947	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0107
32	600	42	0.0700	0.0891	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0106
33	600	34	0.0567	0.0743	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0085
34	600	36	0.0600	0.0780	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0113
35	600	30	0.0500	0.0668	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0091
36	600	30	0.0500	0.0668	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0109
37	600	27	0.0450	0.0611	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0084
38	600	30	0.0500	0.0668	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0106
39	600	29	0.0483	0.0649	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0128
40	600	27	0.0450	0.0611	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0072
