# RBT-106 no-selection baseline, seed 801, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	240	0.4000	0.4333	24.1153	11.9490
1	600	546	0.9100	0.9274	440	0.7333	0.7619	194	0.3233	0.3555	21.4335	8.0538
2	600	499	0.8317	0.8553	297	0.4950	0.5285	133	0.2217	0.2508	11.9736	2.5987
3	600	450	0.7500	0.7779	227	0.3783	0.4114	108	0.1800	0.2072	0.0102	0.3449
4	600	420	0.7000	0.7298	155	0.2583	0.2888	70	0.1167	0.1400	0.0000	0.0178
5	600	376	0.6267	0.6585	112	0.1867	0.2142	54	0.0900	0.1111	0.0000	0.0003
6	600	330	0.5500	0.5831	83	0.1383	0.1631	32	0.0533	0.0705	0.0000	0.0000
7	600	302	0.5033	0.5368	59	0.0983	0.1202	24	0.0400	0.0554	0.0000	0.0000
8	600	278	0.4633	0.4969	39	0.0650	0.0836	16	0.0267	0.0398	0.0000	0.0000
9	600	255	0.4250	0.4585	27	0.0450	0.0611	10	0.0167	0.0277	0.0000	0.0000
10	600	223	0.3717	0.4046	19	0.0317	0.0457	7	0.0117	0.0214	0.0000	0.0000
11	600	201	0.3350	0.3674	12	0.0200	0.0318	4	0.0067	0.0148	0.0000	0.0000
12	600	175	0.2917	0.3231	11	0.0183	0.0297	4	0.0067	0.0148	0.0000	0.0000
13	600	166	0.2767	0.3077	11	0.0183	0.0297	3	0.0050	0.0124	0.0000	0.0000
14	600	144	0.2400	0.2698	12	0.0200	0.0318	5	0.0083	0.0170	0.0000	0.0000
15	600	138	0.2300	0.2594	13	0.0217	0.0338	4	0.0067	0.0148	0.0000	0.0000
16	600	125	0.2083	0.2369	10	0.0167	0.0277	3	0.0050	0.0124	0.0000	0.0000
17	600	117	0.1950	0.2230	11	0.0183	0.0297	2	0.0033	0.0100	0.0000	0.0000
18	600	116	0.1933	0.2212	9	0.0150	0.0256	4	0.0067	0.0148	0.0000	0.0000
19	600	107	0.1783	0.2055	8	0.0133	0.0235	2	0.0033	0.0100	0.0000	0.0000
20	600	97	0.1617	0.1879	9	0.0150	0.0256	4	0.0067	0.0148	0.0000	0.0000
21	600	101	0.1683	0.1949	9	0.0150	0.0256	6	0.0100	0.0192	0.0000	0.0000
22	600	94	0.1567	0.1826	6	0.0100	0.0192	4	0.0067	0.0148	0.0000	0.0000
23	600	91	0.1517	0.1773	6	0.0100	0.0192	3	0.0050	0.0124	0.0000	0.0000
24	600	83	0.1383	0.1631	5	0.0083	0.0170	4	0.0067	0.0148	0.0000	0.0000
25	600	75	0.1250	0.1489	5	0.0083	0.0170	5	0.0083	0.0170	0.0000	0.0000
26	600	68	0.1133	0.1364	6	0.0100	0.0192	5	0.0083	0.0170	0.0000	0.0000
27	600	64	0.1067	0.1292	6	0.0100	0.0192	5	0.0083	0.0170	0.0000	0.0000
28	600	64	0.1067	0.1292	6	0.0100	0.0192	3	0.0050	0.0124	0.0000	0.0001
29	600	60	0.1000	0.1220	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0000
30	600	50	0.0833	0.1038	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
31	600	45	0.0750	0.0947	6	0.0100	0.0192	2	0.0033	0.0100	0.0000	0.0001
32	600	43	0.0717	0.0910	5	0.0083	0.0170	2	0.0033	0.0100	0.0000	0.0001
33	600	37	0.0617	0.0799	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0002
34	600	42	0.0700	0.0891	3	0.0050	0.0124	3	0.0050	0.0124	0.0000	0.0002
35	600	34	0.0567	0.0743	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0003
36	600	33	0.0550	0.0724	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0002
37	600	30	0.0500	0.0668	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0002
38	600	30	0.0500	0.0668	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0002
39	600	27	0.0450	0.0611	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0005
40	600	23	0.0383	0.0534	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0007
