# RBT-106 no-selection baseline, seed 4, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	440	0.7333	0.7619	26.5263	13.4346
1	600	538	0.8967	0.9154	424	0.7067	0.7363	252	0.4200	0.4534	22.5166	5.7155
2	600	492	0.8200	0.8443	311	0.5183	0.5517	163	0.2717	0.3025	14.9723	1.6046
3	600	452	0.7533	0.7811	221	0.3683	0.4012	108	0.1800	0.2072	0.0085	0.1677
4	600	403	0.6717	0.7024	159	0.2650	0.2956	71	0.1183	0.1418	0.0000	0.0045
5	600	362	0.6033	0.6357	119	0.1983	0.2264	54	0.0900	0.1111	0.0000	0.0000
6	600	318	0.5300	0.5633	88	0.1467	0.1720	37	0.0617	0.0799	0.0000	0.0000
7	600	287	0.4783	0.5119	59	0.0983	0.1202	25	0.0417	0.0573	0.0000	0.0000
8	600	264	0.4400	0.4735	48	0.0800	0.1002	19	0.0317	0.0457	0.0000	0.0000
9	600	235	0.3917	0.4249	39	0.0650	0.0836	18	0.0300	0.0437	0.0000	0.0000
10	600	213	0.3550	0.3877	28	0.0467	0.0630	12	0.0200	0.0318	0.0000	0.0000
11	600	184	0.3067	0.3384	21	0.0350	0.0496	10	0.0167	0.0277	0.0000	0.0000
12	600	162	0.2700	0.3008	16	0.0267	0.0398	8	0.0133	0.0235	0.0000	0.0000
13	600	140	0.2333	0.2629	17	0.0283	0.0418	9	0.0150	0.0256	0.0000	0.0000
14	600	124	0.2067	0.2351	8	0.0133	0.0235	2	0.0033	0.0100	0.0000	0.0000
15	600	125	0.2083	0.2369	6	0.0100	0.0192	0	0.0000	0.0045	0.0000	0.0000
16	600	120	0.2000	0.2282	7	0.0117	0.0214	0	0.0000	0.0045	0.0000	0.0000
17	600	113	0.1883	0.2160	4	0.0067	0.0148	0	0.0000	0.0045	0.0000	0.0000
18	600	105	0.1750	0.2020	4	0.0067	0.0148	0	0.0000	0.0045	0.0000	0.0000
19	600	96	0.1600	0.1861	7	0.0117	0.0214	0	0.0000	0.0045	0.0000	0.0000
20	600	90	0.1500	0.1755	5	0.0083	0.0170	1	0.0017	0.0074	0.0000	0.0000
21	600	83	0.1383	0.1631	5	0.0083	0.0170	1	0.0017	0.0074	0.0000	0.0000
22	600	80	0.1333	0.1578	6	0.0100	0.0192	1	0.0017	0.0074	0.0000	0.0000
23	600	72	0.1200	0.1435	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
24	600	73	0.1217	0.1453	6	0.0100	0.0192	2	0.0033	0.0100	0.0000	0.0000
25	600	68	0.1133	0.1364	6	0.0100	0.0192	3	0.0050	0.0124	0.0000	0.0000
26	600	65	0.1083	0.1310	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0000
27	600	64	0.1067	0.1292	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
28	600	55	0.0917	0.1129	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0000
29	600	50	0.0833	0.1038	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
30	600	46	0.0767	0.0965	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
31	600	43	0.0717	0.0910	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0001
32	600	41	0.0683	0.0873	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0001
33	600	37	0.0617	0.0799	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0000
34	600	36	0.0600	0.0780	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0001
35	600	32	0.0533	0.0705	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0002
36	600	37	0.0617	0.0799	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0002
37	600	31	0.0517	0.0686	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0003
38	600	29	0.0483	0.0649	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0003
39	600	30	0.0500	0.0668	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0005
40	600	27	0.0450	0.0611	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0007
