# RBT-106 no-selection baseline, seed 804, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	420	0.7000	0.7298	26.6703	7.6774
1	600	554	0.9233	0.9394	424	0.7067	0.7363	247	0.4117	0.4450	23.0772	5.1939
2	600	504	0.8400	0.8631	286	0.4767	0.5102	154	0.2567	0.2870	6.5494	1.0474
3	600	451	0.7517	0.7795	195	0.3250	0.3572	106	0.1767	0.2037	0.0001	0.0366
4	600	410	0.6833	0.7137	138	0.2300	0.2594	67	0.1117	0.1346	0.0000	0.0022
5	600	363	0.6050	0.6373	102	0.1700	0.1967	51	0.0850	0.1056	0.0000	0.0000
6	600	319	0.5317	0.5650	76	0.1267	0.1507	39	0.0650	0.0836	0.0000	0.0000
7	600	284	0.4733	0.5069	61	0.1017	0.1238	28	0.0467	0.0630	0.0000	0.0000
8	600	255	0.4250	0.4585	43	0.0717	0.0910	24	0.0400	0.0554	0.0000	0.0000
9	600	220	0.3667	0.3996	31	0.0517	0.0686	17	0.0283	0.0418	0.0000	0.0000
10	600	195	0.3250	0.3572	23	0.0383	0.0534	12	0.0200	0.0318	0.0000	0.0000
11	600	176	0.2933	0.3248	17	0.0283	0.0418	6	0.0100	0.0192	0.0000	0.0000
12	600	163	0.2717	0.3025	15	0.0250	0.0378	5	0.0083	0.0170	0.0000	0.0000
13	600	142	0.2367	0.2664	12	0.0200	0.0318	5	0.0083	0.0170	0.0000	0.0000
14	600	115	0.1917	0.2195	6	0.0100	0.0192	2	0.0033	0.0100	0.0000	0.0000
15	600	107	0.1783	0.2055	7	0.0117	0.0214	3	0.0050	0.0124	0.0000	0.0000
16	600	92	0.1533	0.1791	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0000
17	600	85	0.1417	0.1667	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
18	600	80	0.1333	0.1578	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0000
19	600	76	0.1267	0.1507	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0000
20	600	79	0.1317	0.1560	4	0.0067	0.0148	1	0.0017	0.0074	0.0000	0.0000
21	600	69	0.1150	0.1382	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
22	600	68	0.1133	0.1364	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0000
23	600	64	0.1067	0.1292	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0000
24	600	58	0.0967	0.1184	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0000
25	600	48	0.0800	0.1002	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
26	600	48	0.0800	0.1002	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
27	600	49	0.0817	0.1020	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
28	600	52	0.0867	0.1075	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0000
29	600	46	0.0767	0.0965	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0000
30	600	47	0.0783	0.0983	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0001
31	600	47	0.0783	0.0983	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0002
32	600	40	0.0667	0.0854	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0001
33	600	41	0.0683	0.0873	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0002
34	600	37	0.0617	0.0799	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0001
35	600	35	0.0583	0.0761	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0002
36	600	34	0.0567	0.0743	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0001
37	600	32	0.0533	0.0705	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0002
38	600	27	0.0450	0.0611	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0001
39	600	26	0.0433	0.0592	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0003
40	600	21	0.0350	0.0496	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0003
