# RBT-106 no-selection baseline, seed 2, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8214	0.3286
1	600	566	0.9433	0.9570	3	0.0050	0.0124	3	0.0050	0.0124	0.7559	0.2717
2	600	507	0.8450	0.8677	5	0.0083	0.0170	5	0.0083	0.0170	0.6494	0.2354
3	600	470	0.7833	0.8097	5	0.0083	0.0170	5	0.0083	0.0170	0.5630	0.2033
4	600	423	0.7050	0.7346	4	0.0067	0.0148	4	0.0067	0.0148	0.4412	0.1324
5	600	387	0.6450	0.6764	7	0.0117	0.0214	7	0.0117	0.0214	0.3043	0.1157
6	600	342	0.5700	0.6029	5	0.0083	0.0170	5	0.0083	0.0170	0.1912	0.0876
7	600	319	0.5317	0.5650	2	0.0033	0.0100	2	0.0033	0.0100	0.1390	0.0794
8	600	290	0.4833	0.5169	4	0.0067	0.0148	4	0.0067	0.0148	0.0160	0.0539
9	600	270	0.4500	0.4836	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0552
10	600	259	0.4317	0.4652	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0534
11	600	235	0.3917	0.4249	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0350
12	600	208	0.3467	0.3792	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0287
13	600	191	0.3183	0.3504	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0336
14	600	179	0.2983	0.3299	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0340
15	600	159	0.2650	0.2956	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0223
16	600	149	0.2483	0.2784	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0232
17	600	134	0.2233	0.2525	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0266
18	600	130	0.2167	0.2456	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0167
19	600	121	0.2017	0.2299	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0174
20	600	99	0.1650	0.1914	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0171
21	600	94	0.1567	0.1826	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0164
22	600	91	0.1517	0.1773	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0153
23	600	83	0.1383	0.1631	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0121
24	600	75	0.1250	0.1489	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0107
25	600	67	0.1117	0.1346	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0137
26	600	62	0.1033	0.1256	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0143
27	600	54	0.0900	0.1111	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0112
28	600	49	0.0817	0.1020	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0115
29	600	47	0.0783	0.0983	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0139
30	600	48	0.0800	0.1002	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0139
31	600	48	0.0800	0.1002	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0100
32	600	47	0.0783	0.0983	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0079
33	600	48	0.0800	0.1002	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0082
34	600	45	0.0750	0.0947	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0085
35	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0055
36	600	40	0.0667	0.0854	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0082
37	600	39	0.0650	0.0836	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0079
38	600	33	0.0550	0.0724	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0065
39	600	35	0.0583	0.0761	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0068
40	600	30	0.0500	0.0668	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0066
