# RBT-106 no-selection baseline, seed 7, founders w = 32, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	400	0.6667	0.6975	27.8814	7.7299
1	600	552	0.9200	0.9364	430	0.7167	0.7459	268	0.4467	0.4802	23.8199	6.5199
2	600	495	0.8250	0.8490	291	0.4850	0.5186	161	0.2683	0.2991	9.2192	2.0617
3	600	450	0.7500	0.7779	224	0.3733	0.4063	125	0.2083	0.2369	0.0063	0.3824
4	600	400	0.6667	0.6975	150	0.2500	0.2802	77	0.1283	0.1525	0.0000	0.0014
5	600	362	0.6033	0.6357	110	0.1833	0.2107	64	0.1067	0.1292	0.0000	0.0000
6	600	319	0.5317	0.5650	77	0.1283	0.1525	43	0.0717	0.0910	0.0000	0.0000
7	600	296	0.4933	0.5269	46	0.0767	0.0965	27	0.0450	0.0611	0.0000	0.0000
8	600	267	0.4450	0.4785	36	0.0600	0.0780	19	0.0317	0.0457	0.0000	0.0000
9	600	234	0.3900	0.4232	28	0.0467	0.0630	14	0.0233	0.0358	0.0000	0.0000
10	600	209	0.3483	0.3809	20	0.0333	0.0476	6	0.0100	0.0192	0.0000	0.0000
11	600	193	0.3217	0.3538	21	0.0350	0.0496	7	0.0117	0.0214	0.0000	0.0000
12	600	177	0.2950	0.3265	14	0.0233	0.0358	4	0.0067	0.0148	0.0000	0.0000
13	600	157	0.2617	0.2922	12	0.0200	0.0318	3	0.0050	0.0124	0.0000	0.0000
14	600	138	0.2300	0.2594	13	0.0217	0.0338	2	0.0033	0.0100	0.0000	0.0000
15	600	122	0.2033	0.2317	14	0.0233	0.0358	4	0.0067	0.0148	0.0000	0.0000
16	600	99	0.1650	0.1914	12	0.0200	0.0318	3	0.0050	0.0124	0.0000	0.0000
17	600	88	0.1467	0.1720	13	0.0217	0.0338	3	0.0050	0.0124	0.0000	0.0000
18	600	81	0.1350	0.1596	8	0.0133	0.0235	2	0.0033	0.0100	0.0000	0.0000
19	600	79	0.1317	0.1560	4	0.0067	0.0148	1	0.0017	0.0074	0.0000	0.0000
20	600	74	0.1233	0.1471	4	0.0067	0.0148	1	0.0017	0.0074	0.0000	0.0000
21	600	71	0.1183	0.1418	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0000
22	600	68	0.1133	0.1364	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
23	600	66	0.1100	0.1328	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
24	600	59	0.0983	0.1202	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
25	600	56	0.0933	0.1147	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
26	600	55	0.0917	0.1129	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
27	600	56	0.0933	0.1147	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0000
28	600	50	0.0833	0.1038	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
29	600	50	0.0833	0.1038	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
30	600	47	0.0783	0.0983	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
31	600	48	0.0800	0.1002	3	0.0050	0.0124	1	0.0017	0.0074	0.0000	0.0001
32	600	42	0.0700	0.0891	3	0.0050	0.0124	2	0.0033	0.0100	0.0000	0.0002
33	600	40	0.0667	0.0854	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0002
34	600	41	0.0683	0.0873	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0001
35	600	36	0.0600	0.0780	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0002
36	600	33	0.0550	0.0724	5	0.0083	0.0170	1	0.0017	0.0074	0.0000	0.0003
37	600	37	0.0617	0.0799	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0003
38	600	31	0.0517	0.0686	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0004
39	600	30	0.0500	0.0668	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0007
40	600	28	0.0467	0.0630	2	0.0033	0.0100	0	0.0000	0.0045	0.0000	0.0003
