# RBT-106 no-selection baseline, seed 806, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8562	0.3024
1	600	556	0.9267	0.9423	3	0.0050	0.0124	3	0.0050	0.0124	0.7761	0.2506
2	600	508	0.8467	0.8693	5	0.0083	0.0170	5	0.0083	0.0170	0.6462	0.2457
3	600	470	0.7833	0.8097	3	0.0050	0.0124	3	0.0050	0.0124	0.5478	0.1873
4	600	421	0.7017	0.7314	2	0.0033	0.0100	2	0.0033	0.0100	0.4278	0.1392
5	600	377	0.6283	0.6601	3	0.0050	0.0124	3	0.0050	0.0124	0.3116	0.1058
6	600	335	0.5583	0.5913	3	0.0050	0.0124	3	0.0050	0.0124	0.1693	0.1089
7	600	316	0.5267	0.5600	4	0.0067	0.0148	4	0.0067	0.0148	0.1132	0.0727
8	600	288	0.4800	0.5136	4	0.0067	0.0148	4	0.0067	0.0148	0.0117	0.0773
9	600	259	0.4317	0.4652	3	0.0050	0.0124	3	0.0050	0.0124	0.0000	0.0572
10	600	236	0.3933	0.4265	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0423
11	600	217	0.3617	0.3945	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0344
12	600	193	0.3217	0.3538	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0238
13	600	167	0.2783	0.3094	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0238
14	600	157	0.2617	0.2922	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0190
15	600	147	0.2450	0.2750	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0200
16	600	130	0.2167	0.2456	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0183
17	600	113	0.1883	0.2160	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0206
18	600	107	0.1783	0.2055	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0173
19	600	97	0.1617	0.1879	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0166
20	600	90	0.1500	0.1755	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0170
21	600	83	0.1383	0.1631	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0202
22	600	74	0.1233	0.1471	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0152
23	600	68	0.1133	0.1364	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0162
24	600	68	0.1133	0.1364	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0107
25	600	66	0.1100	0.1328	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0103
26	600	55	0.0917	0.1129	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0086
27	600	54	0.0900	0.1111	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0096
28	600	54	0.0900	0.1111	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0092
29	600	53	0.0883	0.1093	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0124
30	600	52	0.0867	0.1075	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0156
31	600	49	0.0817	0.1020	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0098
32	600	48	0.0800	0.1002	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0080
33	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0127
34	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0126
35	600	42	0.0700	0.0891	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0102
36	600	40	0.0667	0.0854	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0131
37	600	38	0.0633	0.0817	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0112
38	600	35	0.0583	0.0761	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0113
39	600	32	0.0533	0.0705	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0092
40	600	28	0.0467	0.0630	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0131
