# RBT-106 no-selection baseline, seed 3, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8134	0.2889
1	600	561	0.9350	0.9497	10	0.0167	0.0277	10	0.0167	0.0277	0.7379	0.2933
2	600	521	0.8683	0.8894	7	0.0117	0.0214	6	0.0100	0.0192	0.6407	0.2294
3	600	482	0.8033	0.8286	6	0.0100	0.0192	5	0.0083	0.0170	0.5710	0.1735
4	600	447	0.7450	0.7731	6	0.0100	0.0192	5	0.0083	0.0170	0.4843	0.1439
5	600	402	0.6700	0.7008	6	0.0100	0.0192	6	0.0100	0.0192	0.3894	0.1116
6	600	354	0.5900	0.6226	5	0.0083	0.0170	5	0.0083	0.0170	0.2571	0.0837
7	600	315	0.5250	0.5583	3	0.0050	0.0124	3	0.0050	0.0124	0.1190	0.0644
8	600	277	0.4617	0.4952	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0551
9	600	263	0.4383	0.4719	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0536
10	600	239	0.3983	0.4316	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0412
11	600	211	0.3517	0.3843	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0402
12	600	183	0.3050	0.3367	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0349
13	600	171	0.2850	0.3162	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0287
14	600	154	0.2567	0.2870	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0238
15	600	143	0.2383	0.2681	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0307
16	600	129	0.2150	0.2438	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0243
17	600	126	0.2100	0.2386	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0243
18	600	112	0.1867	0.2142	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0174
19	600	98	0.1633	0.1897	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0165
20	600	95	0.1583	0.1844	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0174
21	600	96	0.1600	0.1861	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0166
22	600	92	0.1533	0.1791	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0115
23	600	86	0.1433	0.1685	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0116
24	600	82	0.1367	0.1614	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0104
25	600	79	0.1317	0.1560	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0117
26	600	73	0.1217	0.1453	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0087
27	600	66	0.1100	0.1328	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0069
28	600	62	0.1033	0.1256	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0094
29	600	53	0.0883	0.1093	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0135
30	600	47	0.0783	0.0983	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0078
31	600	51	0.0850	0.1056	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0070
32	600	48	0.0800	0.1002	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0090
33	600	42	0.0700	0.0891	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0073
34	600	38	0.0633	0.0817	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0111
35	600	35	0.0583	0.0761	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0079
36	600	29	0.0483	0.0649	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0066
37	600	27	0.0450	0.0611	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0082
38	600	23	0.0383	0.0534	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0065
39	600	17	0.0283	0.0418	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0066
40	600	17	0.0283	0.0418	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0065
