# RBT-106 no-selection baseline, seed 4, founders w = 1, K = 8: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	600	1.0000	1.0000	600	1.0000	1.0000	49.9963	0.0000
1	600	553	0.9217	0.9379	472	0.7867	0.8129	452	0.7533	0.7811	44.3570	0.0000
2	600	508	0.8467	0.8693	367	0.6117	0.6438	333	0.5550	0.5881	31.8084	0.0000
3	600	458	0.7633	0.7907	290	0.4833	0.5169	246	0.4100	0.4434	10.5513	0.0000
4	600	408	0.6800	0.7105	224	0.3733	0.4063	177	0.2950	0.3265	2.6453	0.0000
5	600	381	0.6350	0.6667	188	0.3133	0.3453	141	0.2350	0.2646	0.3029	0.0000
6	600	348	0.5800	0.6127	150	0.2500	0.2802	106	0.1767	0.2037	0.0400	0.0000
7	600	320	0.5333	0.5666	117	0.1950	0.2230	78	0.1300	0.1543	0.0019	0.0000
8	600	290	0.4833	0.5169	100	0.1667	0.1932	68	0.1133	0.1364	0.0000	0.0000
9	600	273	0.4550	0.4886	81	0.1350	0.1596	58	0.0967	0.1184	0.0000	0.0000
10	600	244	0.4067	0.4400	69	0.1150	0.1382	50	0.0833	0.1038	0.0000	0.0000
11	600	216	0.3600	0.3928	62	0.1033	0.1256	45	0.0750	0.0947	0.0000	0.0000
12	600	195	0.3250	0.3572	60	0.1000	0.1220	42	0.0700	0.0891	0.0000	0.0000
13	600	174	0.2900	0.3214	56	0.0933	0.1147	38	0.0633	0.0817	0.0000	0.0000
14	600	160	0.2667	0.2974	46	0.0767	0.0965	28	0.0467	0.0630	0.0000	0.0000
15	600	150	0.2500	0.2802	32	0.0533	0.0705	22	0.0367	0.0515	0.0000	0.0000
16	600	136	0.2267	0.2560	35	0.0583	0.0761	19	0.0317	0.0457	0.0000	0.0000
17	600	118	0.1967	0.2247	29	0.0483	0.0649	19	0.0317	0.0457	0.0000	0.0000
18	600	109	0.1817	0.2090	26	0.0433	0.0592	17	0.0283	0.0418	0.0000	0.0000
19	600	101	0.1683	0.1949	19	0.0317	0.0457	12	0.0200	0.0318	0.0000	0.0000
20	600	90	0.1500	0.1755	23	0.0383	0.0534	13	0.0217	0.0338	0.0000	0.0000
21	600	77	0.1283	0.1525	20	0.0333	0.0476	9	0.0150	0.0256	0.0000	0.0000
22	600	78	0.1300	0.1543	19	0.0317	0.0457	8	0.0133	0.0235	0.0000	0.0000
23	600	73	0.1217	0.1453	18	0.0300	0.0437	9	0.0150	0.0256	0.0000	0.0000
24	600	72	0.1200	0.1435	15	0.0250	0.0378	11	0.0183	0.0297	0.0000	0.0000
25	600	68	0.1133	0.1364	15	0.0250	0.0378	11	0.0183	0.0297	0.0000	0.0000
26	600	58	0.0967	0.1184	11	0.0183	0.0297	6	0.0100	0.0192	0.0000	0.0000
27	600	53	0.0883	0.1093	12	0.0200	0.0318	7	0.0117	0.0214	0.0000	0.0000
28	600	50	0.0833	0.1038	9	0.0150	0.0256	5	0.0083	0.0170	0.0000	0.0000
29	600	46	0.0767	0.0965	7	0.0117	0.0214	7	0.0117	0.0214	0.0000	0.0000
30	600	46	0.0767	0.0965	7	0.0117	0.0214	7	0.0117	0.0214	0.0000	0.0000
31	600	40	0.0667	0.0854	10	0.0167	0.0277	7	0.0117	0.0214	0.0000	0.0000
32	600	35	0.0583	0.0761	7	0.0117	0.0214	6	0.0100	0.0192	0.0000	0.0000
33	600	38	0.0633	0.0817	5	0.0083	0.0170	4	0.0067	0.0148	0.0000	0.0000
34	600	33	0.0550	0.0724	5	0.0083	0.0170	4	0.0067	0.0148	0.0000	0.0000
35	600	29	0.0483	0.0649	4	0.0067	0.0148	3	0.0050	0.0124	0.0000	0.0000
36	600	30	0.0500	0.0668	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
37	600	26	0.0433	0.0592	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
38	600	26	0.0433	0.0592	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0000
39	600	27	0.0450	0.0611	2	0.0033	0.0100	1	0.0017	0.0074	0.0000	0.0000
40	600	26	0.0433	0.0592	4	0.0067	0.0148	2	0.0033	0.0100	0.0000	0.0000
