# RBT-106 no-selection baseline, seed 807, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8864	0.3689
1	600	550	0.9167	0.9334	1	0.0017	0.0074	1	0.0017	0.0074	0.7842	0.2696
2	600	510	0.8500	0.8724	0	0.0000	0.0045	0	0.0000	0.0045	0.6759	0.2310
3	600	474	0.7900	0.8160	2	0.0033	0.0100	2	0.0033	0.0100	0.5794	0.2028
4	600	438	0.7300	0.7587	2	0.0033	0.0100	2	0.0033	0.0100	0.4684	0.1794
5	600	398	0.6633	0.6943	2	0.0033	0.0100	2	0.0033	0.0100	0.3538	0.1419
6	600	361	0.6017	0.6340	1	0.0017	0.0074	1	0.0017	0.0074	0.2554	0.1190
7	600	331	0.5517	0.5848	2	0.0033	0.0100	2	0.0033	0.0100	0.1747	0.1029
8	600	294	0.4900	0.5235	2	0.0033	0.0100	2	0.0033	0.0100	0.0145	0.0812
9	600	261	0.4350	0.4685	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0684
10	600	239	0.3983	0.4316	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0620
11	600	213	0.3550	0.3877	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0605
12	600	204	0.3400	0.3725	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0431
13	600	188	0.3133	0.3453	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0357
14	600	171	0.2850	0.3162	1	0.0017	0.0074	0	0.0000	0.0045	0.0000	0.0286
15	600	156	0.2600	0.2905	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0156
16	600	143	0.2383	0.2681	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0215
17	600	134	0.2233	0.2525	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0226
18	600	128	0.2133	0.2421	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0253
19	600	109	0.1817	0.2090	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0217
20	600	102	0.1700	0.1967	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0152
21	600	93	0.1550	0.1808	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0136
22	600	91	0.1517	0.1773	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0160
23	600	80	0.1333	0.1578	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0133
24	600	66	0.1100	0.1328	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0155
25	600	65	0.1083	0.1310	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0119
26	600	61	0.1017	0.1238	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0121
27	600	60	0.1000	0.1220	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0144
28	600	59	0.0983	0.1202	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0152
29	600	56	0.0933	0.1147	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0144
30	600	52	0.0867	0.1075	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0124
31	600	47	0.0783	0.0983	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0116
32	600	49	0.0817	0.1020	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0109
33	600	45	0.0750	0.0947	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0098
34	600	46	0.0767	0.0965	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0104
35	600	44	0.0733	0.0928	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0112
36	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0132
37	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0100
38	600	44	0.0733	0.0928	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0103
39	600	44	0.0733	0.0928	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0082
40	600	42	0.0700	0.0891	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0082
