# RBT-106 no-selection baseline, seed 804, founders w = 1, K = 1: 30 planted founders x 20 lineages = 600; RBT-104 adversary persistence.py's lineage(), unchanged, depths 0-40
# depth	lineages	same	same_frac	same_hi95	pay32	pay32_frac	pay32_hi95	pay64	pay64_frac	pay64_hi95	owns_median	whole_median
0	600	600	1.0000	1.0000	0	0.0000	0.0045	0	0.0000	0.0045	0.8505	0.2333
1	600	550	0.9167	0.9334	4	0.0067	0.0148	4	0.0067	0.0148	0.7595	0.2457
2	600	507	0.8450	0.8677	4	0.0067	0.0148	4	0.0067	0.0148	0.6675	0.2205
3	600	464	0.7733	0.8002	4	0.0067	0.0148	4	0.0067	0.0148	0.5572	0.1934
4	600	430	0.7167	0.7459	4	0.0067	0.0148	4	0.0067	0.0148	0.4591	0.1666
5	600	399	0.6650	0.6959	5	0.0083	0.0170	5	0.0083	0.0170	0.3481	0.1353
6	600	369	0.6150	0.6471	2	0.0033	0.0100	2	0.0033	0.0100	0.2563	0.1204
7	600	333	0.5550	0.5881	1	0.0017	0.0074	1	0.0017	0.0074	0.1569	0.0819
8	600	299	0.4983	0.5318	2	0.0033	0.0100	2	0.0033	0.0100	0.0622	0.0708
9	600	265	0.4417	0.4752	2	0.0033	0.0100	2	0.0033	0.0100	0.0000	0.0568
10	600	235	0.3917	0.4249	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0531
11	600	219	0.3650	0.3979	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0465
12	600	199	0.3317	0.3640	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0449
13	600	184	0.3067	0.3384	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0330
14	600	162	0.2700	0.3008	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0248
15	600	142	0.2367	0.2664	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0236
16	600	127	0.2117	0.2404	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0222
17	600	109	0.1817	0.2090	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0148
18	600	104	0.1733	0.2002	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0171
19	600	101	0.1683	0.1949	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0152
20	600	95	0.1583	0.1844	1	0.0017	0.0074	1	0.0017	0.0074	0.0000	0.0136
21	600	88	0.1467	0.1720	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0181
22	600	84	0.1400	0.1649	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0200
23	600	83	0.1383	0.1631	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0185
24	600	67	0.1117	0.1346	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0161
25	600	61	0.1017	0.1238	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0150
26	600	60	0.1000	0.1220	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0160
27	600	57	0.0950	0.1165	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0134
28	600	52	0.0867	0.1075	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0151
29	600	49	0.0817	0.1020	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0146
30	600	50	0.0833	0.1038	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0093
31	600	49	0.0817	0.1020	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0111
32	600	45	0.0750	0.0947	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0083
33	600	43	0.0717	0.0910	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0109
34	600	44	0.0733	0.0928	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0091
35	600	36	0.0600	0.0780	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0089
36	600	32	0.0533	0.0705	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0088
37	600	33	0.0550	0.0724	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0069
38	600	27	0.0450	0.0611	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0062
39	600	24	0.0400	0.0554	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0076
40	600	22	0.0367	0.0515	0	0.0000	0.0045	0	0.0000	0.0045	0.0000	0.0057
