generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1060457471		0.536991	0.480561	2.009532	2	15.340000	0.965524	0.352223	0.155859	5	15.337000	0.320742	4	46	50
1	205314379		0.558353	0.498837	1.589504	3	15.340000	0.697551	0.353037	1.221561	5	15.337000				
2	555074330		0.672731	0.521707	0.959954	2	15.340000	0.795152	0.476948	0.489196	5	15.337000				
3	2137071901		0.653703	0.462231	1.652538	6	15.340000	0.821900	0.498151	0.339939	5	15.337000				
4	1269938626		0.583680	0.431859	1.424791	6	15.340000	0.927825	0.471462	0.167964	5	15.337000				
5	118666479		0.540738	0.424918	1.435878	6	15.340000	0.861951	0.449386	0.310150	5	15.337000	0.214116	2	48	50
6	93283740		0.518369	0.441146	1.322843	6	15.340000	0.921613	0.495123	0.119604	5	15.337000				
7	309750140		0.608993	0.414236	0.775040	6	15.340000	0.844909	0.327697	0.158871	5	15.337000				
8	1627334457		0.692632	0.408477	0.798204	6	15.340000	0.852972	0.401976	0.105507	5	15.337000				
9	1195044209		0.608993	0.323231	0.775040	6	15.340000	0.968433	0.452695	0.015619	5	15.337000				
10	1328214765		0.591837	0.358184	0.813198	6	15.340000	0.901168	0.371540	0.054867	5	15.337000	0.235093	3	47	50
11	1782209852		0.629203	0.398871	0.762154	6	15.340000	0.691716	0.236907	0.207702	5	15.337000				
12	766172909		0.713473	0.311490	0.793156	6	15.340000	0.958509	0.496773	0.267792	5	15.337000				
13	1462065297		0.697415	0.448937	1.716052	6	15.340000	1.000000	0.611285	1.436361	5	15.337000				
14	608543748		0.543905	0.353192	1.246152	6	15.340000	0.959105	0.499245	0.059029	5	15.337000				
15	87726840		0.607408	0.431671	1.197537	3	15.340000	0.986922	0.453545	0.012780	5	15.337000	0.253175	1	49	50
16	1079553253		0.979748	0.483471	0.034062	2	15.340000	0.792193	0.360909	0.136832	5	15.337000				
17	954217077		0.623372	0.374334	1.047438	2	15.340000	0.770850	0.379468	0.293407	5	15.337000				
18	26532665		0.748546	0.406475	0.381412	2	15.340000	1.000000	0.550525	0.943356	5	15.337000				
19	612066895		0.646505	0.281100	0.993863	2	15.340000	0.970374	0.422196	0.362053	5	15.337000				
20	1765453164		0.639418	0.402525	0.589073	2	15.340000	0.759869	0.344614	0.379186	5	15.337000	0.469000	18	32	50
21	261955361		0.815647	0.441215	0.553436	2	15.340000	0.923783	0.514293	0.115485	5	15.337000				
22	650224613		0.871286	0.406026	0.162834	2	15.340000	0.978982	0.386681	0.012330	5	15.337000				
23	515190408		0.764600	0.371636	0.621200	2	15.340000	0.817175	0.374908	0.207403	5	15.337000				
24	73356912		0.655368	0.280814	0.636198	2	15.340000	0.897447	0.360346	0.065216	5	15.337000				
25	1706906037		0.782723	0.505669	0.633784	2	15.340000	0.870198	0.492776	0.225697	5	15.337000	0.307937	10	40	50
26	1518673436		0.642223	0.390540	0.744552	2	15.340000	0.853874	0.319795	0.078888	5	15.337000				
27	1891663659		0.614150	0.415223	0.870619	2	15.340000	0.969299	0.626500	0.036820	5	15.337000				
28	1605506918		0.800668	0.499970	0.576254	2	15.340000	0.846353	0.504133	0.163407	5	15.337000				
29	1922009621		0.754544	0.527705	0.544142	2	15.340000	0.807284	0.462821	1.388664	5	15.337000				
30	407357054		0.779689	0.447217	0.551406	2	15.340000	0.882581	0.471046	0.196103	5	15.337000	0.362415	13	37	50
