RBT-80 per-season series, conventional population, all nine arms.
Committed so sections 1, 3 and 5 of the report are re-derivable by
someone other than the author (adversary finding 7; RBT-86).
No genomes are shipped: these are aggregate per-season numbers only.

## mean_lifetime_score by season  (section 3: yield = seeded - control)

season A:seeded   A:control  A:drift    B:seeded   B:control  B:drift    C:seeded   C:control  C:drift   
   261     1.1178     0.5823     0.2625     0.9487     0.6681     0.1781     0.9084     0.6958     0.0275
   262     1.0724     0.5947     0.3007     0.9212     0.6453     0.1736     0.9358     0.6741     0.0152
   263     1.1508     0.5397     0.2967     0.9292     0.6543     0.1544     0.9472     0.6774    -0.0000
   264     1.1840     0.5724     0.2546     0.9390     0.6493     0.1685     0.8677     0.7163     0.0801
   265     1.1555     0.5825     0.2746     0.9023     0.6296     0.1874     0.9149     0.6672     0.0244
   266     1.0913     0.5691     0.2577     0.9965     0.6515     0.1923     0.8813     0.7451     0.0198
   267     1.0907     0.5927     0.2477     0.9473     0.6929     0.1954     0.9171     0.6967    -0.0026
   268     1.1131     0.6300     0.2570     0.9700     0.6372     0.1822     0.8824     0.6965    -0.0206
   269     1.1490     0.5938     0.2418     0.9911     0.6524     0.2003     0.9170     0.6942    -0.0265
   270     1.1685     0.6302     0.2399     1.0048     0.6488     0.1976     0.9165     0.6907    -0.0274
   271     1.1426     0.6817     0.2375     1.0172     0.6379     0.2006     0.9932     0.6746    -0.0300
   272     1.1295     0.6150     0.2482     0.9909     0.6738     0.2043     1.0217     0.6409    -0.0373
   273     1.1107     0.6468     0.2636     0.9854     0.6287     0.1968     0.9942     0.6273    -0.0302
   274     1.1358     0.5895     0.2613     0.9511     0.6679     0.2062     0.9140     0.6761     0.0433
   275     1.1627     0.5878     0.2956     0.9422     0.6707     0.2090     1.0022     0.6568    -0.0055
   276     1.0833     0.6176     0.2810     0.8855     0.6889     0.2083     1.0281     0.6925    -0.0105
   277     1.1594     0.6301     0.2721     0.9351     0.6858     0.2038     0.9919     0.6807    -0.0143
   278     1.1899     0.7291     0.2719     0.9093     0.6726     0.2035     0.9770     0.6422    -0.0356
   279     1.1888     0.7228     0.2816     0.9027     0.6835     0.1987     0.9716     0.7209    -0.0227
   280     1.1397     0.6510     0.3118     0.9852     0.7499     0.2119     0.9769     0.7532    -0.0322
   281     1.1136     0.6133     0.3212     0.9533     0.8306     0.2190     0.9312     0.6792    -0.0387
   282     1.0828     0.5920     0.3204     0.9349     0.8154     0.2261     1.0030     0.7096    -0.0453
   283     1.0879     0.5952     0.3119     0.9532     0.7559     0.2309     0.9946     0.7027    -0.0456
   284     1.0759     0.6095     0.2905     0.9861     0.7595     0.2196     0.9834     0.6973    -0.0656
   285     1.0371     0.6995     0.2615     0.9177     0.8096     0.2862     0.9774     0.7134    -0.0308
   286     1.0446     0.6332     0.2662     0.9627     0.7309     0.2108     0.9676     0.6864    -0.0251
   287     1.0084     0.6561     0.2947     0.9210     0.7143     0.2168     0.9872     0.6472     0.0248
   288     1.0025     0.7015     0.3108     0.9469     0.7454     0.2497     1.0055     0.7425     0.0015
   289     1.0741     0.6359     0.3561     0.9292     0.7216     0.2352     1.0441     0.7162     0.0054
   290     1.0017     0.6893     0.4039     0.8965     0.7363     0.2533     0.9707     0.6489    -0.0000
   291     1.0406     0.7274     0.3678     0.9061     0.7354     0.1901     0.9629     0.6950    -0.0259
   292     1.0175     0.7080     0.3953     0.9058     0.7274     0.1420     0.9476     0.6576     0.0588
   293     1.0066     0.7056     0.3057     0.9508     0.6984     0.1269     0.9509     0.6839     0.0019
   294     0.9842     0.7109     0.2023     1.0133     0.6762     0.2011     0.9462     0.6669     0.0090
   295     1.0259     0.7335     0.1829     1.1320     0.7358     0.2898     0.9595     0.7019     0.1159
   296     0.9378     0.6837     0.1755     1.0591     0.6781     0.2801     0.9412     0.6846     0.1163
   297     0.9135     0.6761     0.2781     1.0464     0.6650     0.1998     0.9026     0.6671     0.0547
   298     0.9226     0.7224     0.2740     1.0789     0.7565     0.1816     0.9093     0.6900     0.1147
   299     0.9095     0.6948     0.4674     1.0228     0.7100     0.2049     0.8827     0.7211     0.1566

## births by season  (section 1: realised depth = total births / 60)

season A:seeded   A:control  A:drift    B:seeded   B:control  B:drift    C:seeded   C:control  C:drift   
     0          0          0          0          0          0          0          0          0          0
     1          0          0          0          0          0          0          0          0          0
     2          0          0          0          0          0          0          0          0          0
     3          1          0          0          1          2          0          1          1          0
     4          1          1          0          2          2          0          2          0          0
     5          0          2          0          3          3          0          0          2          0
     6          3          0          0          3          3          0          1          1          0
     7          4          1          1          1          2          1          5          4          1
     8          5          1          0          2          3          0          0          2          0
     9          3          0          0          2          2          0          1          3          0
    10          2          1          0          1          1          0          2          2          0
    11          4          0          0          1          3          0          1          4          0
    12          1          1          0          2          0          0          3          2          0
    13          2          2          0          2          4          0          2          0          0
    14          2          0          0          0          3          0          0          0          0
    15          1          2          0          0          3          0          0          1          0
    16          1          0          0          0          1          0          0          1          0
    17          1          2          0          0          1          0          0          1          0
    18          1          0          0          0          1          0          0          0          0
    19          1          1          0          0          3          0          0          0          0
    20          1          1          1          0          1          1          0          2          1
    21          2          0          0          0          1          0          0          1          0
    22          1          4          1          1          4          1          1          1          1
    23          2          0          1          1          2          1          2          1          1
    24          1          2          1          1          1          1          2          2          1
    25          1          1          0          0          1          0          3          1          0
    26          2          0          0          0          1          0          1          1          0
    27          2          1          1          1          2          1          1          1          1
    28          0          1          0          1          1          0          1          0          0
    29          1          0          0          0          0          0          1          2          0
    30          0          0          0          1          4          0          1          0          0
    31          0          0          0          1          0          0          1          0          0
    32          0          0          0          0          1          0          0          0          0
    33          1          1          1          2          3          1          1          1          1
    34          1          1          0          0          0          0          1          1          0
    35          1          1          0          1          0          0          0          1          0
    36          0          1          0          0          1          0          1          0          0
    37          0          0          0          0          2          0          1          0          0
    38          0          0          0          0          3          0          1          0          0
    39          1          2          1          1          3          1          2          2          1
    40          0          0          0          0          0          0          2          0          0
    41          0          1          0          0          1          0          1          0          0
    42          1          0          0          0          0          0          0          1          0
    43          0          0          0          0          1          0          1          0          0
    44          2          2          2          2          1          2          3          2          2
    45          5          3          3          3          3          3          3          2          3
    46          1          0          0          4          0          0          0          1          0
    47          1          2          1          2          2          1          1          1          1
    48          1          2          1          3          2          1          1          2          1
    49          3          2          2          5          3          2          1          2          2
    50          4          3          3          4          2          3          3          4          3
    51          3          4          3          6          3          3          3          3          3
    52          4          4          2          2          4          2          5          3          2
    53          3          4          2          5          3          2          4          2          2
    54          5          5          5          4          8          5          6          9          5
    55          6          7          4          5          2          4          5          6          4
    56          6          4          4          7          7          4          7          7          4
    57          8          7          5          9          3          5          9          7          5
    58         18         12         15         19          6         15         17         13         15
    59          5          7          0          9          3          0          7          1          0
    60          5          6          0          8          2          0          4          3          0
    61          4          7          0          8          2          0          1          5          0
    62          1          2          0          4          2          0          1          2          0
    63          2          9          0          2          2          0          5          6          0
    64          1          2          0          3          2          0          2          1          0
    65          0          4          0          2          2          0          1          4          0
    66          1          2          0          5          3          0          2          3          0
    67          1          1          1          1          1          1          6          4          1
    68          4          2          0          1          2          0          3          3          0
    69          1          3          0          5          1          0          2          2          0
    70          2          5          0          1          1          0          3          2          0
    71          1          4          0          2          1          0          2          2          0
    72          2          1          0          2          2          0          3          3          0
    73          2          1          0          2          2          0          1          2          0
    74          4          3          0          1          4          0          1          3          0
    75          0          1          0          0          4          0          1          0          0
    76          2          6          0          0          4          0          2          4          0
    77          2          0          0          0          1          0          1          1          0
    78          2          4          0          1          2          0          1          1          0
    79          0          0          0          0          1          0          0          2          0
    80          0          1          1          1          3          1          1          5          1
    81          2          3          0          0          3          0          0          1          0
    82          0          2          1          2          2          1          1          1          1
    83          2          4          1          2          2          1          1          1          1
    84          2          4          1          2          1          1          1          4          1
    85          1          3          0          1          1          0          4          0          0
    86          1          1          0          0          2          0          2          3          0
    87          2          2          1          0          0          1          2          1          1
    88          1          3          0          0          0          0          0          0          0
    89          2          0          0          0          2          0          1          5          0
    90          2          1          0          0          2          0          0          0          0
    91          0          0          0          1          0          0          1          3          0
    92          1          1          0          1          0          0          0          1          0
    93          0          2          1          1          2          1          1          3          1
    94          1          0          0          1          1          0          0          2          0
    95          3          2          0          1          0          0          0          1          0
    96          1          1          0          0          2          0          0          2          0
    97          1          0          0          1          0          0          1          1          0
    98          2          1          0          1          1          0          1          1          0
    99          1          4          1          2          2          1          1          3          1
   100          0          0          0          0          0          0          0          1          0
   101          0          3          0          0          2          0          1          0          0
   102          0          1          0          0          1          0          0          3          0
   103          0          0          0          0          1          0          1          1          0
   104          0          2          2          0          2          2          1          4          2
   105          3          2          3          0          2          3          4          3          3
   106          1          1          0          3          3          0          4          2          0
   107          1          2          1          3          0          1          2          3          1
   108          1          1          1          1          1          1          4          3          1
   109          1          0          2          4          1          2          3          1          2
   110          3          2          3          4          0          3          1          5          3
   111          3          2          3          7          1          3          2          0          3
   112          2          1          2          2          2          2          1          0          2
   113          4          2          2          4          1          2          3          3          2
   114          2          2          5          5          6          5          3          4          5
   115          6          6          4          4          2          4          3          6          4
   116          5          5          4          5          4          4          5          7          4
   117          4          2          5          4          3          5          9          3          5
   118          9          2         15         10          5         15         14          6         15
   119          6          5          0          7          1          0         10          1          0
   120          3          2          0          7          0          0          6          2          0
   121          7          2          0          5          2          0          4          2          0
   122          6          2          0          4          3          0          4          1          0
   123          7          6          0          3          3          0          7          3          0
   124          3          2          0          5          1          0          5          1          0
   125          2          5          0          5          4          0          4          2          0
   126          3          2          0          7          1          0          1          2          0
   127          2          2          1          4          1          1          3          4          1
   128          3          3          0          3          2          0          4          5          0
   129          1          0          0          7          0          0          2          2          0
   130          0          6          0          6          0          0          5          3          0
   131          1          2          0          3          2          0          3          1          0
   132          1          1          0          3          1          0          6          4          0
   133          0          3          0          4          1          0          4          2          0
   134          3          0          0          3          2          0          4          1          0
   135          2          0          0          2          2          0          2          0          0
   136          2          3          0          3          1          0          3          1          0
   137          1          0          0          2          4          0          1          2          0
   138          1          1          0          2          1          0          3          0          0
   139          0          1          0          0          2          0          2          1          0
   140          0          2          1          1          4          1          2          4          1
   141          2          1          0          1          1          0          0          0          0
   142          1          1          1          3          1          1          0          1          1
   143          0          5          1          3          4          1          2          3          1
   144          2          1          1          1          2          1          5          1          1
   145          0          3          0          2          2          0          2          0          0
   146          0          0          0          0          3          0          2          1          0
   147          1          1          1          1          1          1          3          0          1
   148          1          3          0          0          0          0          1          1          0
   149          2          2          0          1          1          0          1          2          0
   150          5          2          0          1          1          0          0          1          0
   151          2          2          0          1          1          0          1          2          0
   152          4          2          0          0          1          0          0          0          0
   153          3          3          1          2          3          1          2          3          1
   154          1          1          0          2          1          0          1          0          0
   155          4          2          0          4          2          0          2          2          0
   156          4          1          0          1          3          0          1          0          0
   157          2          0          0          3          2          0          2          0          0
   158          3          2          0          1          0          0          1          2          0
   159          3          2          1          1          0          1          2          1          1
   160          2          0          0          2          1          0          2          1          0
   161          0          2          0          3          2          0          1          1          0
   162          2          2          0          5          0          0          0          0          0
   163          0          2          0          1          1          0          0          0          0
   164          2          2          2          2          1          2          0          1          2
   165          1          2          3          1          3          3          0          1          3
   166          0          2          0          4          3          0          0          5          0
   167          1          1          1          2          2          1          0          2          1
   168          3          0          1          1          1          1          1          2          1
   169          2          2          2          3          2          2          1          1          2
   170          3          3          3          3          0          3          1          4          3
   171          2          0          3          3          2          3          2          0          3
   172          4          3          2          1          2          2          2          0          2
   173          3          2          2          3          1          2          1          4          2
   174          4          3          5          4          7          5          0          2          5
   175          7          4          4          4          4          4          0          3          4
   176          3          4          4          2          2          4          2          4          4
   177          4          4          5          6          6          5          4          6          5
   178         11          3         15          6          3         15          9          4         15
   179          8          7          0          7          2          0          6          4          0
   180          5          3          0          6          1          0          5          1          0
   181          8          3          0          4          4          0          6          2          0
   182          4          4          0          5          2          0          6          2          0
   183          6          6          0          3          4          0          6          2          0
   184          4          3          0          4          2          0          5          1          0
   185          2          4          0          4          7          0          5          3          0
   186          6          4          0          4          2          0          6          0          0
   187          6          1          1          4          5          1          4          3          1
   188          5          3          0          3          5          0          4          4          0
   189          4          0          0          4          2          0          1          4          0
   190          1          2          0          5          0          0          5          1          0
   191          2          0          0          5          2          0          1          3          0
   192          2          0          0          5          0          0          3          4          0
   193          1          5          0          3          2          0          3          6          0
   194          2          1          0          2          3          0          3          3          0
   195          1          3          0          3          1          0          5          1          0
   196          1          4          0          5          4          0          2          2          0
   197          1          3          0          2          2          0          4          3          0
   198          2          2          0          4          0          0          2          4          0
   199          2          1          0          2          4          0          3          3          0
   200          3          2          1          0          4          1          2          2          1
   201          2          2          0          1          2          0          1          3          0
   202          1          3          1          2          2          1          1          2          1
   203          0          3          1          3          5          1          1          5          1
   204          1          3          1          3          1          1          4          4          1
   205          1          2          0          0          5          0          0          0          0
   206          1          1          0          0          3          0          2          1          0
   207          0          2          1          1          1          1          2          0          1
   208          0          5          0          1          6          0          3          1          0
   209          0          1          0          1          1          0          0          2          0
   210          1          3          0          0          2          0          2          1          0
   211          1          2          0          1          3          0          1          2          0
   212          1          1          0          1          2          0          1          3          0
   213          3          1          1          2          2          1          3          2          1
   214          3          2          0          1          1          0          2          2          0
   215          2          3          0          2          1          0          1          2          0
   216          2          2          0          0          1          0          0          0          0
   217          2          2          0          1          1          0          1          1          0
   218          3          2          0          0          0          0          2          3          0
   219          1          1          1          0          2          1          1          1          1
   220          3          3          0          0          1          0          1          2          0
   221          2          3          0          0          2          0          2          0          0
   222          1          2          0          0          0          0          0          1          0
   223          1          2          0          1          2          0          1          1          0
   224          3          1          2          1          0          2          1          0          2
   225          2          1          3          0          2          3          1          1          3
   226          0          1          0          1          1          0          2          4          0
   227          1          0          1          2          2          1          0          1          1
   228          1          0          1          0          3          1          1          2          1
   229          1          2          2          3          1          2          0          2          2
   230          2          1          3          3          0          3          1          2          3
   231          1          0          3          0          3          3          0          3          3
   232          3          0          2          1          1          2          2          0          2
   233          2          2          2          4          2          2          4          2          2
   234          3          2          5          4          1          5          2          2          5
   235          6          3          4          4          2          4          1          2          4
   236          3          4          4          0          2          4          1          1          4
   237          2          1          5          2          7          5          1          2          5
   238          3          5         15          3          3         15          5          4         15
   239          3          2          0          5          4          0          5          3          0
   240          3          2          0          2          4          0          7          2          0
   241          6          3          0          4          3          0          3          2          0
   242          3          2          0          5          1          0          4          2          0
   243          4          6          0          1          4          0          4          6          0
   244          4          3          0          3          2          0          4          3          0
   245          2          3          0          5          6          0          7          3          0
   246          4          6          0          3          1          0          6          0          0
   247          4          1          1          4          3          1          5          5          1
   248          5          4          0          3          6          0          6          3          0
   249          6          1          0          2          6          0          1          1          0
   250          3          1          0          6          2          0          3          3          0
   251          2          2          0          6          1          0          1          2          0
   252          3          2          0          7          2          0          0          0          0
   253          0          2          0          2          3          0          0          3          0
   254          2          0          0          1          1          0          1          2          0
   255          1          4          0          1          2          0          6          3          0
   256          1          1          0          5          2          0          0          0          0
   257          0          1          0          3          1          0          4          4          0
   258          2          2          0          2          1          0          3          1          0
   259          3          2          0          5          0          0          2          4          0
   260          3          1          1          0          3          1          3          1          1
   261          3          4          0          1          3          0          2          1          0
   262          3          0          1          2          2          1          0          2          1
   263          2          6          1          2          1          1          0          1          1
   264          1          1          1          5          2          1          5          2          1
   265          1          0          0          7          3          0          1          1          0
   266          2          3          0          2          3          0          3          1          0
   267          3          3          1          2          1          1          1          0          1
   268          2          1          0          2          3          0          3          0          0
   269          1          1          0          1          0          0          2          1          0
   270          0          5          0          3          0          0          4          0          0
   271          1          1          0          3          2          0          1          1          0
   272          1          3          0          1          1          0          1          1          0
   273          2          1          1          5          3          1          2          3          1
   274          4          2          0          3          1          0          2          2          0
   275          2          4          0          4          3          0          0          3          0
   276          3          1          0          3          1          0          0          1          0
   277          2          3          0          5          1          0          0          2          0
   278          2          0          0          3          3          0          0          5          0
   279          0          1          1          2          4          1          0          1          1
   280          1          2          0          2          2          0          0          1          0
   281          1          4          0          1          0          0          2          1          0
   282          1          5          0          5          1          0          0          1          0
   283          0          2          0          4          1          0          0          0          0
   284          2          3          2          3          1          2          0          0          2
   285          3          5          3          1          0          3          0          1          3
   286          1          2          0          0          1          0          1          3          0
   287          2          3          1          3          2          1          1          1          1
   288          2          1          1          1          2          1          1          1          1
   289          1          5          2          2          1          2          0          1          2
   290          3          2          3          3          0          3          1          1          3
   291          1          0          3          4          1          3          1          3          3
   292          1          4          2          3          0          2          1          0          2
   293          2          0          2          3          2          2          1          2          2
   294          2          0          5          3          2          5          1          2          5
   295          3          3          4          5          1          4          1          1          4
   296          2          1          4          1          1          4          0          2          4
   297          4          3          5          2          3          5          0          3          5
   298          4          1         15          1          2         15          2          2         15
   299          3          1          0          3          1          0          4          1          0

## totals

| seed | arm | mean_lifetime_score mean | total births | realised depth |
|---|---|---|---|---|
| A | seeded | 1.0805 | 660 | 11.0 |
| A | control | 0.6483 | 631 | 10.5 |
| A | drift | 0.2960 | 300 | 5.0 |
| B | seeded | 1.0243 | 725 | 12.1 |
| B | control | 0.6535 | 589 | 9.8 |
| B | drift | 0.3546 | 300 | 5.0 |
| C | seeded | 1.0262 | 638 | 10.6 |
| C | control | 0.6527 | 591 | 9.8 |
| C | drift | 0.2908 | 300 | 5.0 |

## demography, season 290 -> 299  (section 5: the transient)

| seed | arm | mean age 290 | mean age 299 | turnover 290->299 | alive 290 | alive 299 |
|---|---|---|---|---|---|---|
| A | seeded | 33.5 | 31.7 | 14/60 | 60 | 60 |
| A | control | 23.3 | 26.9 | 10/60 | 60 | 60 |
| A | drift | 40.1 | 9.1 | 40/60 | 60 | 60 |
| B | seeded | 30.0 | 29.9 | 14/60 | 60 | 60 |
| B | control | 30.5 | 32.2 | 9/60 | 60 | 60 |
| B | drift | 40.1 | 9.1 | 40/60 | 60 | 60 |
| C | seeded | 34.4 | 37.2 | 7/60 | 60 | 60 |
| C | control | 31.0 | 30.6 | 11/60 | 60 | 60 |
| C | drift | 40.1 | 9.1 | 40/60 | 60 | 60 |
