generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	340166759		0.649509	0.478417	1.106086	10	15.340000	0.976191	0.828095	0.592425	5	15.337000	0.364893	8	42	50
1	633566226		0.551267	0.469648	1.940249	2	15.340000	0.666875	0.421369	1.645001	5	15.337000				
2	426299018		0.543356	0.486839	1.618914	12	15.340000	0.685592	0.472418	0.349163	5	15.337000				
3	1778012878		0.540607	0.450118	1.956566	10	15.340000	0.703999	0.374311	0.346685	5	15.337000				
4	786427249		0.604208	0.502272	1.601822	12	15.340000	1.000000	0.473087	1.992056	5	15.337000				
5	789645148		0.535014	0.491788	2.114821	12	15.340000	0.784017	0.558111	0.881542	5	15.337000	0.404824	10	40	50
6	1933190793		0.628206	0.500411	1.445236	12	15.340000	0.868949	0.462270	0.373798	5	15.337000				
7	935902165		0.600679	0.479538	1.276138	7	15.340000	0.681440	0.308067	0.500887	5	15.337000				
8	1501375628		0.618444	0.395242	1.150272	7	15.340000	0.698435	0.409429	0.415282	5	15.337000				
9	1901344744		0.533472	0.420366	1.749577	7	15.340000	0.962144	0.417298	0.890728	5	15.337000				
10	510384152		0.568370	0.438927	1.345589	10	15.340000	0.752973	0.412569	1.193976	5	15.337000	0.382261	9	41	50
11	1269013813		0.568370	0.410457	1.345589	10	15.340000	0.926421	0.496837	1.633009	5	15.337000				
12	1282620313		0.561761	0.437929	1.426783	10	15.340000	0.902658	0.464883	0.552555	5	15.337000				
13	2057008403		0.568433	0.423142	1.348369	10	15.340000	0.977624	0.478734	0.762870	5	15.337000				
14	322051101		0.689624	0.469715	1.359127	6	15.340000	0.598531	0.463990	1.511737	5	15.337000				
15	520801205		0.678609	0.481755	1.517528	3	15.340000	0.940152	0.481777	1.376385	5	15.337000	0.394809	14	36	50
16	1459124460		0.771564	0.480812	0.767981	6	15.340000	0.826484	0.361219	0.371753	5	15.337000				
17	367661739		0.758853	0.432445	0.682407	3	15.340000	0.862059	0.382883	0.076289	5	15.337000				
18	1693794749		0.649857	0.439473	1.722635	3	13.997000	0.931380	0.463157	0.084331	5	15.337000				
19	996685526		0.536317	0.483650	1.996045	2	15.340000	0.928933	0.462778	0.076390	5	15.337000				
20	1460898047		0.589402	0.499102	1.390304	10	15.340000	0.778271	0.348054	0.304494	5	15.337000	0.163216	0	50	50
21	504928262		0.562478	0.468721	1.935035	5	15.340000	0.847971	0.345618	0.093769	5	15.337000				
22	1071466367		0.655374	0.482441	1.019624	9	15.340000	0.911330	0.294176	0.153076	5	15.337000				
23	1776929649		0.653058	0.570920	1.993004	2	15.340000	0.919108	0.460522	0.113047	5	15.337000				
24	2029172068		0.578480	0.504163	1.452501	4	15.340000	0.749553	0.368134	0.790980	5	15.337000				
25	1076797413		0.508792	0.426076	1.523137	4	15.340000	0.744827	0.435175	0.503934	5	15.337000	0.319289	6	44	50
26	82974130		0.505694	0.423126	1.463411	4	15.340000	0.880060	0.386747	0.158843	5	15.337000				
27	1181584073		0.530579	0.439657	1.317036	4	15.340000	0.915748	0.439578	0.050201	5	15.337000				
28	485380774		0.568906	0.457810	1.384738	4	15.340000	0.787074	0.415350	0.683482	5	15.337000				
29	1620708889		0.516321	0.432425	1.301167	4	15.340000	0.878829	0.516023	0.199967	5	15.337000				
30	1314818616		0.552037	0.422366	1.000761	2	15.340000	0.869948	0.513440	0.519041	5	15.337000	0.436884	18	32	50
31	813325105		0.648769	0.406477	0.692722	2	15.340000	0.740268	0.375389	0.254078	5	15.337000				
32	1591254998		0.621773	0.364965	0.774516	2	15.340000	0.779708	0.490490	0.557302	5	15.337000				
33	194700710		0.539999	0.397404	2.055497	6	15.340000	0.836977	0.338022	0.186696	5	15.337000				
34	1306988177		0.723848	0.528940	0.784183	2	15.340000	1.000000	0.465341	1.213794	5	15.337000				
35	1295378323		0.855515	0.417897	1.419086	2	15.340000	0.829288	0.388600	0.119721	5	15.337000	0.323651	10	40	50
36	352208982		0.572096	0.401101	0.748203	2	15.265000	0.854545	0.360624	0.110842	5	15.337000				
37	1098798631		0.582123	0.348249	0.872036	2	15.265000	0.865043	0.423515	0.083618	5	15.337000				
38	1838560423		0.648707	0.389423	0.783229	4	15.340000	1.000000	0.526993	1.443026	5	15.337000				
39	1639937993		0.835530	0.297939	0.319581	4	15.340000	0.913484	0.309625	0.120247	5	15.337000				
40	417384481		0.895532	0.552848	0.330662	4	15.340000	0.808947	0.521096	0.184049	5	15.337000	0.404714	17	33	50
41	1912155875		0.722572	0.488690	1.107079	4	15.340000	1.000000	0.497254	0.573304	5	15.337000				
42	801417710		0.617142	0.377055	1.673170	4	15.340000	0.940461	0.474782	0.079821	5	15.337000				
43	445036376		0.691100	0.538738	1.770011	4	15.340000	0.934255	0.529462	0.085161	5	15.337000				
44	2005402483		0.519024	0.471945	1.644409	3	15.340000	0.887759	0.339213	0.201163	5	15.337000				
45	1450542010		0.506975	0.457920	1.644409	3	15.340000	0.868450	0.451594	0.064799	5	15.337000	0.253906	0	50	50
46	842196473		0.530250	0.470472	1.456784	6	15.340000	0.836425	0.580031	0.249565	5	15.337000				
47	515512448		0.527569	0.440177	1.453338	6	15.340000	1.000000	0.574259	1.049282	5	15.337000				
48	176992807		0.540115	0.454516	1.260472	4	15.340000	0.896047	0.379313	0.269351	5	15.337000				
49	501107677		0.566214	0.426633	1.061786	3	15.340000	0.867225	0.534161	0.378975	5	15.337000				
50	2017826450		0.668840	0.305037	0.665247	3	15.340000	0.908945	0.444666	0.095654	5	15.337000	0.254326	4	46	50
51	1193162454		0.641613	0.379483	0.692892	4	15.340000	0.930448	0.429647	0.107302	5	15.337000				
52	1224650058		0.720911	0.436888	0.591912	6	15.340000	0.905892	0.506385	0.093624	5	15.337000				
53	42453591		0.888559	0.545275	0.510273	6	15.340000	0.756824	0.529961	0.418444	5	15.337000				
54	1599683563		0.848491	0.408088	0.308366	6	15.340000	0.810470	0.476568	0.108472	5	15.337000				
55	1548001898		0.817904	0.510124	0.501814	6	15.340000	1.000000	0.434063	0.776306	5	15.337000	0.473274	19	31	50
56	1693386794		0.571386	0.315938	0.753167	6	15.340000	0.945562	0.535077	0.050115	5	15.337000				
57	2093630892		0.697326	0.470216	1.215632	8	15.340000	0.949211	0.404540	0.066188	5	15.337000				
58	1850460027		0.890843	0.499394	0.334127	6	15.340000	0.874442	0.413966	0.062889	5	15.337000				
59	393284314		0.810411	0.519110	0.457678	6	15.340000	0.929553	0.392892	0.061793	5	15.337000				
60	1663700761		0.808940	0.362142	0.643018	6	15.340000	0.990464	0.675300	0.013438	5	15.337000	0.280219	5	45	50
61	1668072672		0.542878	0.408105	1.684070	6	15.340000	0.804800	0.462280	0.355062	5	15.337000				
62	1447416990		0.638239	0.313624	0.760282	6	15.340000	0.926973	0.513292	0.061702	5	15.337000				
63	475643821		0.617044	0.381502	1.241322	6	15.340000	0.992321	0.500878	0.011766	5	15.337000				
64	91815580		0.742162	0.345354	0.657470	6	15.340000	0.893428	0.514771	0.056498	5	15.337000				
65	1220974362		1.000000	0.435475	2.000000	1	13.500000	0.825511	0.265315	0.093260	5	15.337000	0.366544	11	39	50
66	368366143		0.713917	0.511932	0.801445	6	15.340000	0.647494	0.510111	0.454547	5	15.337000				
67	286008566		0.457095	0.296521	1.973632	10	15.340000	0.884372	0.428690	0.097711	5	15.337000				
68	307698597		0.673591	0.514251	0.956385	10	15.340000	0.791858	0.408890	0.136571	5	15.337000				
69	1224397107		0.814184	0.455723	0.376087	8	15.340000	0.899093	0.470697	0.042715	5	15.337000				
70	1764351057		0.798738	0.330233	0.451033	8	15.340000	0.998664	0.505796	0.024571	5	15.337000	0.211905	7	43	50
71	2120694501		0.817700	0.465605	0.658417	8	15.340000	0.827795	0.210686	0.074564	5	15.337000				
72	540841992		0.811840	0.476711	0.437575	8	15.340000	0.620614	0.463754	0.533860	5	15.337000				
73	1338607629		0.613731	0.420519	0.781240	8	15.340000	0.941488	0.551576	0.087740	5	15.337000				
74	1999909824		0.678873	0.406602	1.596083	8	15.340000	0.706620	0.410318	0.459254	5	15.337000				
75	1043513991		0.647550	0.344586	0.541579	8	15.340000	0.991465	0.617496	0.011351	5	15.337000	0.194055	7	43	50
76	69406856		0.612423	0.351217	0.844809	8	15.340000	0.969610	0.452761	0.035990	5	15.337000				
77	1071764946		0.768011	0.492318	0.401831	8	15.340000	0.975809	0.266108	0.020862	5	15.337000				
78	1851614074		0.808618	0.456885	0.507962	8	15.340000	0.898514	0.138204	0.049467	5	15.337000				
79	452851177		0.812291	0.475765	0.338438	8	15.340000	0.915663	0.191283	0.119432	5	15.337000				
80	51586372		0.904545	0.435487	0.280019	8	15.340000	0.962671	0.389126	0.053130	5	15.337000	0.321376	11	39	50
81	1383010666		0.807519	0.439408	0.140806	4	15.340000	0.877104	0.335315	0.095087	5	15.337000				
82	2134055497		0.794146	0.323137	0.514058	4	15.340000	0.779818	0.471489	0.290196	5	15.337000				
83	1408560946		0.700417	0.437539	0.446840	8	15.340000	0.959472	0.567434	0.050786	5	15.337000				
84	1771337469		0.654587	0.435799	0.833744	4	15.340000	0.987405	0.387752	0.014630	5	15.337000				
85	1188206928		0.709059	0.351281	0.238333	4	15.340000	0.977871	0.407426	0.026059	5	15.337000	0.327160	18	32	50
86	1025581723		0.791943	0.260381	0.438943	4	15.340000	0.982845	0.235793	0.025825	5	15.337000				
87	1116297471		0.638071	0.362232	0.930430	4	15.340000	0.944055	0.532668	0.085865	5	15.337000				
88	729222310		0.902555	0.512866	2.427705	4	15.340000	0.960228	0.426122	0.076379	5	15.337000				
89	403474609		0.782980	0.391713	0.459893	4	15.340000	0.851951	0.428380	0.127056	5	15.337000				
90	1743457998		0.899364	0.400637	0.090823	4	15.340000	0.955418	0.396562	0.069406	5	15.337000	0.175262	3	47	50
91	253385291		0.718998	0.316556	0.475597	4	15.340000	0.565307	0.492590	1.029237	5	15.337000				
92	1653510253		0.819058	0.418255	0.334972	4	15.340000	0.971252	0.496091	0.041302	5	15.337000				
93	1025084104		0.933084	0.457915	0.148127	4	15.340000	0.864864	0.391513	0.059494	5	15.337000				
94	1003030712		0.873111	0.238347	0.436324	4	15.340000	0.760575	0.370628	0.106841	5	15.337000				
95	527102475		0.618067	0.299481	1.045778	4	15.340000	0.958901	0.342611	0.044472	5	15.337000	0.245904	6	44	50
96	654857417		0.955379	0.413444	1.409662	4	15.340000	1.000000	0.365502	0.967045	5	15.337000				
97	1962670746		0.780943	0.534733	0.654662	4	15.340000	0.752474	0.400641	0.111906	5	15.337000				
98	860910094		0.830771	0.299450	0.139918	4	15.340000	0.914302	0.362943	0.090224	5	15.337000				
99	574347947		0.493878	0.423136	1.534652	4	15.340000	0.955871	0.526698	0.092053	5	15.337000				
100	614408772		0.776966	0.505974	0.456130	4	15.340000	0.846464	0.390466	0.073686	5	15.337000	0.165535	3	47	50
101	1184496593		0.796351	0.322786	0.556467	4	15.340000	0.893836	0.404169	0.154834	5	15.337000				
102	1154177830		0.653569	0.304415	0.600752	5	15.340000	0.555696	0.464194	0.693052	5	15.337000				
103	877209346		0.797515	0.338818	0.345320	8	15.340000	0.959363	0.484406	0.026104	5	15.337000				
104	1912855829		0.567926	0.377593	0.702206	5	15.340000	0.784369	0.515444	0.340160	5	15.337000				
105	254929935		0.753852	0.451315	0.537955	6	15.340000	0.918494	0.466622	0.041202	5	15.337000	0.283999	7	43	50
106	523708423		0.653409	0.431505	1.075446	6	15.340000	0.921875	0.395388	0.093079	5	15.337000				
107	1530177621		0.594427	0.319150	1.186382	6	15.340000	0.900846	0.498908	0.213902	5	15.337000				
108	1463728364		0.515260	0.254637	1.877857	6	15.340000	0.978292	0.456143	0.016366	5	15.337000				
109	1725048848		0.609613	0.392967	1.938337	8	15.340000	0.837747	0.548374	0.294377	5	15.337000				
110	1372180729		0.812700	0.511681	0.462823	6	15.340000	0.709949	0.513043	0.623551	5	15.337000	0.403948	10	40	50
111	1478849425		0.760177	0.361411	0.267870	3	15.340000	0.835300	0.426462	0.088608	5	15.337000				
112	1666411156		0.719740	0.260577	0.576234	3	15.340000	0.930842	0.560088	1.032111	5	15.337000				
113	2023325675		0.879138	0.251999	0.191133	3	15.340000	0.812758	0.437741	1.970038	5	15.337000				
114	1061202099		0.724076	0.324318	0.549473	3	15.340000	0.714964	0.482790	0.469457	5	15.337000				
115	1329522643		0.713987	0.304163	0.536034	3	15.340000	0.990304	0.556975	1.003911	5	15.337000	0.430864	15	35	50
116	106415772		0.560159	0.251477	0.538679	3	15.340000	0.881123	0.205788	0.103928	5	15.337000				
117	368501247		0.831408	0.339836	0.092381	3	15.340000	0.954963	0.450513	1.055938	5	15.337000				
118	495975373		0.852523	0.249993	0.331106	3	15.340000	0.922092	0.636396	1.965088	5	15.337000				
119	885781029		0.845418	0.334999	0.436551	3	15.340000	0.992539	0.754611	0.142917	5	15.337000				
120	1038207445		0.737101	0.493367	0.683424	3	15.340000	0.877196	0.402200	0.306647	5	15.337000	0.474199	13	37	50
121	876068942		0.830360	0.202782	0.243929	3	15.340000	0.693666	0.269581	0.962599	5	15.337000				
122	1694061888		0.620685	0.205252	0.263533	3	15.340000	0.935421	0.575093	0.863752	5	15.337000				
123	1898875437		0.765410	0.365045	0.324643	3	15.340000	0.516786	0.226585	0.299921	5	15.337000				
124	64788588		0.646714	0.213378	0.290024	3	15.340000	1.000000	0.384276	2.033646	5	15.337000				
125	488939279		0.448932	0.231093	1.353962	3	15.340000	1.000000	0.396433	0.980593	5	15.337000	0.389911	8	42	50
126	2048485700		0.740556	0.475309	0.693116	3	15.340000	0.691582	0.478792	0.643145	5	15.337000				
127	1833958089		0.605327	0.447882	0.916016	3	15.340000	0.936616	0.579094	0.762990	5	15.337000				
128	992193240		0.660849	0.437929	0.859690	3	15.340000	0.973319	0.384957	0.020729	5	15.337000				
129	393778633		0.654417	0.329013	0.827198	3	15.340000	0.759469	0.353079	0.102445	5	15.337000				
130	751773981		0.627275	0.359719	1.018946	3	15.340000	0.803267	0.341853	0.276940	5	15.337000	0.543486	21	29	50
131	53344432		0.589687	0.363212	1.193024	3	15.315000	0.738939	0.352163	0.409562	5	15.337000				
132	1771716511		0.625440	0.450580	1.160834	3	15.270000	0.977003	0.503588	0.026494	5	15.337000				
133	638781758		0.793792	0.454967	0.568966	3	15.340000	0.609758	0.347530	0.487848	5	15.337000				
134	1297326179		0.534879	0.318459	1.390922	3	15.340000	1.000000	0.505477	1.569904	5	15.337000				
135	1987397889		0.558175	0.316003	1.782955	3	15.340000	0.961013	0.551187	0.044974	5	15.337000	0.322654	9	41	50
136	416854261		0.809736	0.212639	0.436418	3	15.340000	0.874860	0.458287	0.052869	5	15.337000				
137	390366461		0.600294	0.313729	1.026135	3	15.340000	0.622489	0.466993	0.926707	5	15.337000				
138	804532827		0.687505	0.377732	0.877518	3	15.340000	0.873551	0.447842	0.139018	5	15.337000				
139	1259231399		0.656730	0.238642	0.436444	3	15.340000	0.756512	0.432589	0.137613	5	15.337000				
140	552925154		0.542665	0.332026	0.756933	3	15.340000	0.951053	0.403463	0.801029	5	15.337000	0.472172	24	26	50
141	1132947754		0.788797	0.483957	0.426094	4	15.340000	0.911993	0.493013	1.858430	5	15.337000				
142	1400612780		0.663390	0.352141	0.967611	3	15.340000	0.841236	0.520651	0.786854	5	15.337000				
143	743721156		0.784315	0.430726	0.434799	3	15.340000	0.928842	0.523179	0.124912	5	15.337000				
144	491001802		0.732301	0.289247	0.605958	3	15.340000	0.760047	0.435294	0.302893	5	15.337000				
145	96604853		0.662494	0.303292	0.488342	3	15.340000	0.866730	0.547806	0.171646	5	15.337000	0.377170	16	34	50
146	570261989		0.768718	0.213329	0.420375	3	15.340000	0.986157	0.455584	0.103364	5	15.337000				
147	932854842		0.732249	0.326715	0.420375	3	15.340000	0.861710	0.407074	0.146058	5	15.337000				
148	73443919		0.784659	0.249243	0.420375	3	15.340000	0.941701	0.248390	0.070236	5	15.337000				
149	838581425		0.492245	0.286075	0.540790	3	15.340000	0.787179	0.475047	0.353319	5	15.337000				
150	1701993598		0.598502	0.301641	0.445448	3	15.340000	0.643408	0.367436	0.226380	5	15.337000	0.362748	4	46	50
151	1859294753		0.583299	0.240013	0.441114	3	15.340000	0.985879	0.454931	0.267907	5	15.337000				
152	1406060120		0.658966	0.284084	0.445448	3	15.340000	0.915976	0.577882	0.123493	5	15.337000				
