season  pop           alive  births  deaths  best/mean lifetime  mean age  max age
    49  holistic         60       0       0  2.037/0.922           14.3       36
    49  conventional     60       3       3  1.979/0.892           32.3       55
    50  holistic         60       0       0  1.912/0.907           15.3       37
    50  conventional     60       1       1  2.047/0.855           32.5       56
    51  holistic         60       0       0  1.971/0.894           16.3       38
    51  conventional     60       1       1  2.529/0.899           33.5       57
    52  holistic         60       0       0  1.965/0.879           17.3       39
    52  conventional     60       1       1  1.918/0.880           34.5       58
    53  holistic         60       0       0  1.902/0.875           18.3       40
    53  conventional     60       0       0  1.883/0.883           35.5       59
    54  holistic         60       1       1  1.795/0.874           19.1       41
    54  conventional     60       1       1  1.874/0.867           35.5       59
    55  holistic         60       0       0  1.841/0.869           20.1       42
    55  conventional     60       2       2  2.535/0.895           35.3       53
    56  holistic         60       0       0  1.673/0.856           21.1       43
    56  conventional     60       0       0  2.035/0.868           36.3       54
    57  holistic         60       1       1  1.761/0.844           22.0       44
    57  conventional     60       1       1  1.894/0.874           37.2       55
    58  holistic         60       0       0  1.723/0.838           23.0       45
    58  conventional     60       2       2  1.907/0.871           38.1       56
    59  holistic         60       0       0  1.688/0.834           24.0       46
    59  conventional     60       0       0  1.877/0.894           39.1       57
    60  holistic         60       0       0  1.616/0.835           25.0       47
    60  conventional     60       0       0  1.980/0.890           40.1       58
    61  holistic         60       0       0  1.693/0.851           26.0       48
    61  conventional     60       1       1  2.000/0.881           41.0       59
    62  holistic         60       0       0  1.661/0.845           27.0       49
    62  conventional     60       5       5  1.861/0.776           37.0       58
    63  holistic         60       0       0  1.668/0.833           28.0       50
    63  conventional     60       2       2  2.720/0.869           37.9       59
    64  holistic         60       0       0  1.606/0.827           29.0       51
    64  conventional     60       3       3  2.286/0.887           36.9       59
    65  holistic         60       0       0  1.614/0.829           30.0       52
    65  conventional     60       4       4  2.766/0.796           33.9       59
    66  holistic         60       1       1  1.585/0.828           30.9       53
    66  conventional     60       6       6  1.928/0.732           31.8       59
    67  holistic         60       0       0  1.594/0.833           31.9       54
    67  conventional     60       6       6  3.504/0.816           27.7       59
    68  holistic         60       0       0  1.571/0.833           32.9       55
    68  conventional     60       8       8  3.514/0.789           24.5       59
    69  holistic         60       0       0  1.580/0.834           33.9       56
    69  conventional     60       5       5  2.185/0.739           24.4       59
    70  holistic         60       1       1  1.532/0.824           34.8       57
    70  conventional     60       7       7  2.446/0.771           24.1       59
    71  holistic         60       0       0  1.496/0.810           35.8       58
    71  conventional     60       5       5  2.221/0.790           22.9       59
    72  holistic         60       0       0  1.504/0.818           36.8       59
    72  conventional     60       3       3  1.728/0.742           21.9       59
    73  holistic         60       1       1  1.531/0.821           36.8       57
    73  conventional     60       2       2  3.551/0.907           21.8       59
    74  holistic         60       0       0  1.537/0.811           37.8       58
    74  conventional     60       2       2  2.319/0.930           21.8       59
    75  holistic         60       1       1  1.521/0.822           38.8       59
    75  conventional     60       4       4  1.956/0.912           19.7       58
    76  holistic         60       1       1  1.481/0.826           38.8       53
    76  conventional     60       0       0  2.518/0.932           20.7       59
    77  holistic         60       0       0  2.843/0.871           39.8       54
    77  conventional     60       4       4  2.097/0.925           20.5       59
    78  holistic         60       0       0  3.359/0.878           40.8       55
    78  conventional     60       2       2  2.145/0.889           19.5       57
    79  holistic         60       0       0  2.519/0.875           41.8       56
    79  conventional     60       1       1  2.405/0.948           20.5       58
    80  holistic         60       0       0  2.105/0.877           42.8       57
    80  conventional     60       2       2  3.407/0.990           21.3       59
    81  holistic         60       0       0  1.860/0.871           43.8       58
    81  conventional     60       4       4  2.407/0.899           20.1       58
    82  holistic         60       0       0  1.530/0.867           44.8       59
    82  conventional     60       1       1  3.433/0.982           21.1       59
    83  holistic         60       1       1  1.580/0.864           44.8       58
    83  conventional     60       2       2  1.961/0.935           20.1       59
    84  holistic         60       0       0  1.438/0.869           45.8       59
    84  conventional     60       2       2  1.851/0.840           20.0       56
    85  holistic         60       1       1  1.466/0.854           45.8       58
    85  conventional     60       0       0  1.768/0.817           21.0       57
    86  holistic         60       0       0  1.959/0.872           46.8       59
    86  conventional     60       1       1  2.011/0.872           22.0       58
    87  holistic         60       3       3  1.709/0.830           45.0       59
    87  conventional     60       0       0  2.266/0.896           23.0       59
    88  holistic         60       1       1  1.450/0.823           45.0       59
    88  conventional     60       6       6  1.998/0.827           21.2       58
    89  holistic         60       3       3  1.476/0.849           44.0       59
    89  conventional     60       3       3  1.939/0.850           21.6       59
    90  holistic         60       1       1  1.860/0.880           44.0       59
    90  conventional     60       3       3  2.536/0.919           21.6       58
    91  holistic         60       3       3  1.963/0.861           42.0       59
    91  conventional     60       1       1  3.566/0.987           22.4       59
    92  holistic         60       6       6  1.425/0.814           37.0       59
    92  conventional     60       2       2  3.280/0.914           21.4       59
    93  holistic         60       4       4  2.846/0.842           34.9       59
    93  conventional     60       3       3  2.374/0.893           19.9       51
    94  holistic         60       2       2  2.356/0.817           33.9       59
    94  conventional     60       0       0  3.394/0.896           20.9       52
    95  holistic         60       6       6  2.858/0.805           28.9       59
    95  conventional     60       0       0  1.903/0.879           21.9       53
    96  holistic         60       7       7  2.131/0.762           25.6       59
    96  conventional     60       2       2  1.737/0.873           22.7       54
    97  holistic         60      12      12  1.974/0.719           17.4       59
    97  conventional     60       1       1  1.706/0.847           23.7       55
    98  holistic         60       4       4  1.880/0.861           14.4       59
    98  conventional     60       1       1  1.651/0.838           24.6       56
    99  holistic         60       4       4  3.820/0.895           14.2       58
    99  conventional     60       2       2  1.664/0.830           25.5       57
   100  holistic         60       3       3  2.882/0.905           15.1       59
   100  conventional     60       1       1  1.705/0.833           26.5       58
   101  holistic         60       4       4  3.158/0.872           13.0       59
   101  conventional     60       0       0  1.653/0.838           27.5       59
   102  holistic         60       6       6  5.858/0.898            9.8       59
   102  conventional     60       2       2  1.648/0.803           26.5       59
   103  holistic         60       5       5  2.858/0.787            9.4       59
   103  conventional     60       1       1  1.560/0.762           26.5       58
   104  holistic         60       2       2  2.190/0.906            9.3       59
   104  conventional     60       0       0  1.514/0.811           27.5       59
   105  holistic         60       1       1  3.874/0.985            9.3       35
   105  conventional     60       1       1  1.495/0.808           27.5       56
   106  holistic         60       2       2  2.383/0.972           10.2       36
   106  conventional     60       0       0  1.848/0.848           28.5       57
   107  holistic         60       0       0  2.112/0.954           11.2       37
   107  conventional     60       2       2  1.458/0.798           28.9       58
   108  holistic         60       1       1  1.903/0.918           11.9       38
   108  conventional     60       0       0  1.484/0.801           29.9       59
   109  holistic         60       1       1  5.885/1.031           12.8       39
   109  conventional     60       2       2  1.887/0.786           29.8       59
   110  holistic         60       2       2  3.380/0.994           13.6       40
   110  conventional     60       1       1  2.363/0.757           29.8       56
   111  holistic         60       0       0  3.855/1.037           14.6       41
   111  conventional     60       0       0  2.113/0.753           30.8       57
   112  holistic         60       0       0  2.347/1.014           15.6       42
   112  conventional     60       3       3  1.954/0.759           31.6       58
   113  holistic         60       1       1  2.439/1.000           16.5       43
   113  conventional     60       2       2  1.682/0.770           32.3       59
   114  holistic         60       1       1  2.382/1.009           17.5       44
   114  conventional     60       1       1  1.836/0.748           32.3       57
   115  holistic         60       0       0  2.245/1.035           18.5       45
   115  conventional     60       2       2  1.352/0.755           33.2       58
   116  holistic         60       0       0  2.233/1.019           19.5       46
   116  conventional     60       2       2  1.403/0.791           33.9       59
   117  holistic         60       0       0  2.212/1.031           20.5       47
   117  conventional     60       2       2  2.471/0.798           33.9       55
   118  holistic         60       0       0  2.097/1.016           21.5       48
   118  conventional     60       1       1  1.461/0.793           34.9       56
   119  holistic         60       0       0  2.129/1.034           22.5       49
   119  conventional     60       1       1  1.785/0.794           35.8       57
   120  holistic         60       0       0  2.159/1.046           23.5       50
   120  conventional     60       0       0  2.695/0.871           36.8       58
   121  holistic         60       1       1  2.107/1.022           24.1       51
   121  conventional     60       0       0  2.041/0.844           37.8       59
   122  holistic         60       0       0  2.010/1.037           25.1       52
   122  conventional     60       3       3  1.770/0.783           35.8       59
   123  holistic         60       0       0  2.120/1.035           26.1       53
   123  conventional     60       4       4  1.577/0.755           34.2       59
   124  holistic         60       0       0  2.070/1.043           27.1       54
   124  conventional     60       2       2  1.505/0.710           34.1       58
   125  holistic         60       1       1  2.275/1.046           28.1       55
   125  conventional     60       1       1  1.493/0.779           35.1       59
   126  holistic         60       0       0  2.259/1.039           29.1       56
   126  conventional     60       4       4  1.410/0.700           32.1       59
   127  holistic         60       0       0  2.277/1.056           30.1       57
   127  conventional     60       4       4  1.720/0.676           31.1       59
   128  holistic         60       0       0  2.359/1.065           31.1       58
   128  conventional     60       5       5  2.252/0.734           29.9       59
   129  holistic         60       0       0  2.280/1.054           32.1       59
   129  conventional     60       3       3  1.465/0.688           29.8       59
   130  holistic         60       1       1  2.205/1.030           32.1       55
   130  conventional     60       8       8  1.581/0.640           25.7       59
   131  holistic         60       0       0  2.193/1.031           33.1       56
   131  conventional     60       4       4  5.153/0.717           23.6       59
   132  holistic         60       0       0  2.239/1.032           34.1       57
   132  conventional     60       3       3  3.453/0.713           23.5       58
   133  holistic         60       0       0  2.283/1.040           35.1       58
   133  conventional     60       2       2  2.786/0.736           24.4       59
   134  holistic         60       0       0  2.243/1.047           36.1       59
   134  conventional     60       3       3  2.202/0.743           24.2       59
   135  holistic         60       1       1  2.232/1.035           36.1       59
   135  conventional     60       2       2  3.339/0.835           23.2       58
   136  holistic         60       1       1  2.170/1.016           36.1       53
   136  conventional     60       3       3  2.075/0.813           24.0       59
   137  holistic         60       0       0  2.161/1.019           37.1       54
   137  conventional     60       2       2  3.375/0.817           23.0       59
   138  holistic         60       0       0  2.127/1.046           38.1       55
   138  conventional     60       2       2  2.146/0.799           22.8       58
   139  holistic         60       0       0  2.096/1.047           39.1       56
   139  conventional     60       1       1  2.196/0.807           23.7       59
   140  holistic         60       0       0  2.066/1.064           40.1       57
   140  conventional     60       2       2  1.807/0.816           23.7       59
   141  holistic         60       0       0  2.015/1.062           41.1       58
   141  conventional     60       2       2  1.771/0.774           22.7       59
   142  holistic         60       0       0  2.033/1.063           42.1       59
   142  conventional     60       3       3  2.103/0.808           22.5       56
   143  holistic         60       2       2  2.006/1.039           42.0       56
   143  conventional     60       0       0  4.401/0.853           23.5       57
   144  holistic         60       0       0  2.002/1.035           43.0       57
   144  conventional     60       3       3  1.949/0.814           24.4       58
   145  holistic         60       0       0  1.977/1.067           44.0       58
   145  conventional     60       1       1  1.613/0.843           25.1       59
   146  holistic         60       0       0  1.994/1.085           45.0       59
   146  conventional     60       1       1  1.537/0.789           25.1       58
   147  holistic         60       2       2  1.950/1.045           44.0       58
   147  conventional     60       1       1  7.456/0.907           26.1       59
   148  holistic         60       0       0  1.928/1.041           45.0       59
   148  conventional     60       6       6  5.945/0.845           23.6       59
   149  holistic         60       1       1  1.964/1.050           45.0       59
   149  conventional     60       3       3  3.776/0.871           21.6       59
   150  holistic         60       1       1  1.942/1.023           45.0       59
   150  conventional     60       4       4  2.924/0.884           19.5       59
   151  holistic         60       4       4  1.921/0.962           42.9       59
   151  conventional     60       2       2  2.456/0.919           19.5       59
   152  holistic         60       4       4  1.960/0.956           39.9       59
   152  conventional     60       1       1  2.404/0.936           19.5       59
   153  holistic         60       2       2  1.900/0.928           39.8       59
   153  conventional     60       1       1  2.134/0.910           19.5       53
   154  holistic         60       3       3  4.865/1.004           38.8       59
   154  conventional     60       1       1  4.382/0.965           20.4       54
   155  holistic         60       6       6  2.368/0.929           35.6       59
   155  conventional     60       0       0  2.273/0.910           21.4       55
   156  holistic         60       5       5  2.204/0.923           33.5       59
   156  conventional     60       2       2  3.421/0.879           22.0       56
   157  holistic         60      12      12  1.848/0.741           23.4       59
   157  conventional     60       3       3  2.411/0.825           22.7       57
   158  holistic         60       3       3  2.343/0.906           22.4       59
   158  conventional     60       0       0  2.010/0.870           23.7       58
   159  holistic         60       3       3  2.469/0.886           21.3       59
   159  conventional     60       2       2  2.574/0.901           24.2       59
   160  holistic         60       1       1  2.168/0.904           21.3       59
   160  conventional     60       2       2  5.455/0.990           24.2       57
   161  holistic         60       7       7  1.937/0.838           18.1       59
   161  conventional     60       1       1  2.531/0.977           25.1       58
   162  holistic         60       3       3  2.693/0.869           16.9       59
   162  conventional     60       0       0  2.197/0.923           26.1       59
   163  holistic         60       6       6  2.701/0.775           12.9       59
   163  conventional     60       2       2  1.931/0.874           26.1       58
   164  holistic         60       4       4  2.043/0.789           11.7       58
   164  conventional     60       0       0  3.360/0.894           27.1       59
   165  holistic         60       4       4  1.968/0.745           12.4       59
   165  conventional     60       3       3  1.808/0.835           27.0       58
   166  holistic         60       3       3  1.858/0.736           12.2       58
   166  conventional     60       0       0  1.729/0.807           28.0       59
   167  holistic         60       2       2  1.918/0.747           13.0       59
   167  conventional     60       1       1  2.940/0.811           28.0       55
   168  holistic         60       4       4  1.976/0.759           12.8       58
   168  conventional     60       1       1  1.780/0.842           28.7       56
   169  holistic         60       3       3  2.936/0.842           13.6       59
   169  conventional     60       3       3  1.953/0.825           29.1       57
   170  holistic         60       3       3  2.119/0.813           13.5       57
   170  conventional     60       0       0  4.259/0.854           30.1       58
   171  holistic         60       1       1  2.786/0.909           14.4       58
   171  conventional     60       1       1  2.262/0.835           31.1       59
   172  holistic         60       1       1  2.685/0.979           15.4       59
   172  conventional     60       2       2  2.265/0.869           30.1       56
   173  holistic         60       2       2  2.213/0.951           15.3       59
   173  conventional     60       0       0  2.264/0.859           31.1       57
   174  holistic         60       1       1  2.602/0.947           15.3       49
   174  conventional     60       1       1  2.169/0.853           32.1       58
   175  holistic         60       1       1  2.364/0.946           16.2       50
   175  conventional     60       0       0  2.191/0.837           33.1       59
   176  holistic         60       0       0  2.891/1.058           17.2       51
   176  conventional     60       2       2  2.027/0.836           33.0       59
   177  holistic         60       1       1  2.308/1.065           18.1       52
   177  conventional     60       2       2  2.059/0.774           32.0       59
   178  holistic         60       0       0  2.284/1.071           19.1       53
   178  conventional     60       2       2  1.852/0.815           32.0       59
   179  holistic         60       0       0  2.339/1.078           20.1       54
   179  conventional     60       1       1  1.924/0.820           32.0       57
   180  holistic         60       0       0  2.289/1.089           21.1       55
   180  conventional     60       0       0  3.356/0.891           33.0       58
   181  holistic         60       0       0  2.551/1.083           22.1       56
   181  conventional     60       0       0  2.016/0.844           34.0       59
   182  holistic         60       0       0  2.579/1.076           23.1       57
   182  conventional     60       2       2  1.984/0.824           34.0       59
   183  holistic         60       0       0  2.536/1.068           24.1       58
   183  conventional     60       2       2  2.066/0.845           33.9       59
   184  holistic         60       0       0  2.373/1.035           25.1       59
   184  conventional     60       1       1  2.138/0.852           33.9       59
   185  holistic         60       1       1  2.348/1.024           25.1       55
   185  conventional     60       1       1  2.162/0.820           33.9       59
   186  holistic         60       0       0  2.269/1.005           26.1       56
   186  conventional     60       2       2  2.026/0.783           33.8       59
   187  holistic         60       0       0  2.304/0.998           27.1       57
   187  conventional     60       3       3  1.910/0.771           33.5       58
   188  holistic         60       0       0  2.186/0.999           28.1       58
   188  conventional     60       2       2  1.798/0.748           33.8       59
   189  holistic         60       0       0  2.269/0.996           29.1       59
   189  conventional     60       5       5  3.257/0.770           32.4       59
   190  holistic         60       1       1  2.209/0.973           29.1       54
   190  conventional     60       7       7  3.567/0.745           28.3       59
   191  holistic         60       0       0  5.960/1.069           30.1       55
   191  conventional     60       5       5  2.567/0.661           27.2       59
   192  holistic         60       0       0  3.458/1.042           31.1       56
   192  conventional     60       6       6  1.709/0.657           25.1       59
   193  holistic         60       0       0  2.628/1.033           32.1       57
   193  conventional     60       1       1  3.321/0.769           25.1       59
   194  holistic         60       0       0  2.167/1.016           33.1       58
   194  conventional     60       5       5  2.522/0.648           25.0       58
   195  holistic         60       0       0  2.121/1.021           34.1       59
   195  conventional     60       1       1  2.895/0.808           25.8       59
   196  holistic         60       1       1  2.329/1.008           34.1       53
   196  conventional     60       5       5  2.587/0.750           24.5       59
   197  holistic         60       0       0  2.246/1.000           35.1       54
   197  conventional     60       3       3  2.578/0.782           23.5       59
   198  holistic         60       0       0  2.336/1.038           36.1       55
   198  conventional     60       3       3  2.816/0.773           23.3       58
   199  holistic         60       0       0  2.290/1.040           37.1       56
   199  conventional     60       1       1  2.513/0.807           24.3       59
   200  holistic         60       0       0  2.217/1.045           38.1       57
   200  conventional     60       1       1  2.275/0.871           24.3       58
   201  holistic         60       0       0  2.239/1.037           39.1       58
   201  conventional     60       0       0  2.010/0.853           25.3       59
   202  holistic         60       0       0  2.259/1.034           40.1       59
   202  conventional     60       2       2  2.044/0.779           24.3       58
   203  holistic         60       2       2  2.250/0.998           39.1       56
   203  conventional     60       2       2  2.556/0.817           25.1       59
   204  holistic         60       0       0  2.213/1.007           40.1       57
   204  conventional     60       1       1  2.038/0.780           25.1       59
   205  holistic         60       0       0  2.152/0.987           41.1       58
   205  conventional     60       2       2  2.346/0.784           25.0       59
   206  holistic         60       0       0  2.093/0.987           42.1       59
   206  conventional     60       2       2  1.982/0.724           25.0       58
   207  holistic         60       1       1  2.217/0.974           42.1       56
   207  conventional     60       0       0  1.858/0.722           26.0       59
   208  holistic         60       0       0  2.160/0.994           43.1       57
   208  conventional     60       6       6  1.745/0.727           22.8       59
   209  holistic         60       1       1  2.106/0.985           44.0       58
   209  conventional     60       2       2  1.641/0.629           22.8       59
   210  holistic         60       0       0  2.054/0.972           45.0       59
   210  conventional     60       8       8  1.576/0.649           21.5       59
   211  holistic         60       2       2  2.052/0.951           44.0       59
   211  conventional     60       3       3  3.458/0.697           21.1       58
   212  holistic         60       2       2  2.026/0.931           43.0       59
   212  conventional     60       2       2  2.081/0.722           21.8       59
   213  holistic         60       1       1  1.980/0.937           43.0       59
   213  conventional     60       3       3  2.450/0.735           21.7       57
   214  holistic         60       1       1  2.310/1.002           43.0       59
   214  conventional     60       0       0  2.417/0.761           22.7       58
   215  holistic         60       5       5  4.976/0.971           40.0       59
   215  conventional     60       3       3  1.563/0.722           23.5       59
   216  holistic         60       4       4  2.477/0.908           37.0       59
   216  conventional     60       3       3  1.607/0.726           23.4       59
   217  holistic         60       8       8  2.409/0.786           30.0       59
   217  conventional     60       3       3  1.767/0.669           22.4       58
   218  holistic         60       4       4  3.932/0.914           27.9       59
   218  conventional     60       2       2  1.913/0.762           23.2       59
   219  holistic         60       4       4  2.777/0.923           26.8       59
   219  conventional     60       2       2  1.786/0.728           23.2       59
   220  holistic         60       3       3  2.311/0.860           26.7       59
   220  conventional     60       3       3  1.813/0.728           22.7       55
   221  holistic         60       5       5  2.914/0.846           23.6       59
   221  conventional     60       3       3  1.567/0.716           23.6       56
   222  holistic         60       3       3  2.871/0.873           22.4       59
   222  conventional     60       2       2  3.371/0.785           24.5       57
   223  holistic         60       3       3  2.528/0.852           20.4       59
   223  conventional     60       2       2  2.886/0.808           25.2       58
   224  holistic         60       4       4  2.466/0.828           20.3       59
   224  conventional     60       2       2  1.742/0.727           25.8       59
   225  holistic         60       4       4  2.880/0.838           18.9       57
   225  conventional     60       2       2  1.652/0.709           24.8       58
   226  holistic         60       1       1  4.815/0.991           19.9       58
   226  conventional     60       3       3  1.578/0.746           25.4       59
   227  holistic         60       0       0  3.812/0.955           20.9       59
   227  conventional     60       1       1  4.289/0.811           25.4       59
   228  holistic         60       5       5  3.810/0.885           18.7       59
   228  conventional     60       2       2  2.813/0.809           25.4       59
   229  holistic         60       6       6  4.060/0.953           16.5       59
   229  conventional     60       1       1  3.191/0.885           25.4       58
   230  holistic         60       3       3  3.411/0.894           14.5       58
   230  conventional     60       1       1  2.422/0.863           26.3       59
   231  holistic         60       0       0  3.144/0.853           15.5       59
   231  conventional     60       1       1  1.909/0.775           26.3       55
   232  holistic         60       2       2  2.667/0.780           15.5       59
   232  conventional     60       1       1  1.517/0.750           27.3       56
   233  holistic         60       5       5  2.685/0.783           14.9       59
   233  conventional     60       3       3  1.594/0.762           28.0       57
   234  holistic         60       3       3  3.953/0.867           14.7       59
   234  conventional     60       1       1  2.725/0.791           29.0       58
   235  holistic         60       1       1  2.407/0.868           14.7       58
   235  conventional     60       1       1  2.004/0.840           29.9       59
   236  holistic         60       1       1  2.691/0.909           15.6       59
   236  conventional     60       1       1  2.467/0.830           29.9       59
   237  holistic         60       3       3  2.438/0.908           15.5       52
   237  conventional     60       2       2  1.846/0.787           28.9       58
   238  holistic         60       0       0  5.902/1.027           16.5       53
   238  conventional     60       1       1  2.444/0.806           29.2       59
   239  holistic         60       0       0  3.914/1.033           17.5       54
   239  conventional     60       2       2  1.725/0.760           29.0       57
   240  holistic         60       0       0  3.146/1.026           18.5       55
   240  conventional     60       1       1  1.646/0.717           29.9       58
   241  holistic         60       0       0  3.161/1.034           19.5       56
   241  conventional     60       1       1  1.840/0.776           30.9       59
   242  holistic         60       0       0  2.703/1.015           20.5       57
   242  conventional     60       1       1  2.214/0.762           30.9       59
   243  holistic         60       0       0  2.711/1.031           21.5       58
   243  conventional     60       1       1  2.409/0.792           30.9       56
   244  holistic         60       0       0  2.718/1.006           22.5       59
   244  conventional     60       0       0  2.450/0.774           31.9       57
   245  holistic         60       1       1  3.011/1.006           22.5       55
   245  conventional     60       1       1  2.357/0.783           32.8       58
   246  holistic         60       0       0  3.053/1.054           23.5       56
   246  conventional     60       1       1  2.275/0.781           33.8       59
   247  holistic         60       1       1  3.002/1.005           24.0       57
   247  conventional     60       3       3  2.197/0.766           32.7       59
   248  holistic         60       0       0  2.955/0.999           25.0       58
   248  conventional     60       2       2  2.163/0.728           32.6       59
   249  holistic         60       0       0  2.871/1.008           26.0       59
   249  conventional     60       4       4  2.287/0.775           31.4       59
   250  holistic         60       1       1  2.871/0.974           26.0       54
   250  conventional     60       3       3  3.793/0.778           30.4       59
   251  holistic         60       0       0  2.908/0.967           27.0       55
   251  conventional     60       4       4  4.507/0.868           29.3       59
   252  holistic         60       0       0  2.870/0.972           28.0       56
   252  conventional     60       4       4  3.587/0.827           28.2       58
   253  holistic         60       0       0  2.766/0.980           29.0       57
   253  conventional     60       3       3  2.830/0.823           28.6       59
   254  holistic         60       1       1  2.771/0.994           29.9       58
   254  conventional     60       4       4  2.668/0.901           26.6       59
   255  holistic         60       1       1  2.710/0.981           30.8       59
   255  conventional     60       2       2  9.210/1.034           26.6       59
   256  holistic         60       1       1  2.683/0.981           30.8       53
   256  conventional     60       4       4  5.211/0.928           25.5       59
   257  holistic         60       0       0  2.658/0.981           31.8       54
   257  conventional     60       2       2  3.548/0.886           25.4       59
