season  pop           alive  births  deaths  best/mean lifetime  mean age  max age
     0  holistic         59       3       4  1.973/0.039           28.5       57
     0  conventional     60       2       2  5.482/0.145           24.6       58
     1  holistic         60       1       0  0.976/0.006           29.0       58
     1  conventional     60       0       0  2.477/0.017           25.6       59
     2  holistic         60       0       0  0.643/-0.005           30.0       59
     2  conventional     60      12      12  1.487/0.114           22.1       59
     3  holistic         58       0       2  0.477/0.005           31.0       59
     3  conventional     60       6       6  5.391/0.249           19.2       59
     4  holistic         55       1       4  0.724/0.011           32.4       59
     4  conventional     60       7       7  2.883/0.307           17.5       59
     5  holistic         53       1       3  0.924/0.020           32.6       59
     5  conventional     58      13      15  2.717/0.360           14.9       56
     6  holistic         50       0       3  0.386/0.018           32.8       58
     6  conventional     60       9       7  2.098/0.392           13.6       57
     7  holistic         50       0       0  0.228/0.015           33.8       59
     7  conventional     60       9       9  2.356/0.450           12.9       58
     8  holistic         46       0       4  0.136/0.008           34.1       59
     8  conventional     60       5       5  2.402/0.649           13.1       59
     9  holistic         45       0       1  0.166/0.008           34.6       59
     9  conventional     60       3       3  2.451/0.797           13.0       58
    10  holistic         40       0       5  0.148/0.008           35.6       59
    10  conventional     60       5       5  3.216/0.790           13.3       59
    11  holistic          3       0      37  0.216/0.125           35.0       40
    11  conventional     60       7       7  2.713/0.777           12.7       54
    12  holistic          3       0       0  0.274/0.140           36.0       41
    12  conventional     60       4       4  4.459/0.852           12.9       55
    13  holistic          4       1       0  0.323/0.115           27.8       42
    13  conventional     60       3       3  2.552/0.804           13.6       56
    14  holistic          5       1       0  2.973/0.680           23.0       43
    14  conventional     60       2       2  2.790/0.823           14.6       57
    15  holistic          3       0       2  1.473/0.599           15.0       42
    15  conventional     60       5       5  4.511/0.895           15.3       58
    16  holistic          5       2       0  1.307/0.333            9.6       43
    16  conventional     60       0       0  4.450/0.963           16.3       59
    17  holistic          5       0       0  0.973/0.492           10.6       44
    17  conventional     60       4       4  4.950/0.973           14.2       56
    18  holistic          5       0       0  0.853/0.436           11.6       45
    18  conventional     60       3       3  3.116/0.838           14.8       57
    19  holistic          5       0       0  0.640/0.339           12.6       46
    19  conventional     60       2       2  2.614/0.922           15.7       58
    20  holistic          5       1       1  0.545/0.288           12.8       47
    20  conventional     60       4       4  3.938/0.865           16.3       59
    21  holistic          5       0       0  0.473/0.313           13.8       48
    21  conventional     60       4       4  3.104/0.847           15.2       53
    22  holistic          5       0       0  0.418/0.272           14.8       49
    22  conventional     60       1       1  2.945/0.830           16.0       54
    23  holistic          6       1       0  0.473/0.260           13.2       50
    23  conventional     60       3       3  3.241/0.831           16.7       55
    24  holistic          5       0       1  0.519/0.290           16.2       51
    24  conventional     60       1       1  3.112/0.830           17.6       56
    25  holistic          7       2       0  0.515/0.225           12.3       52
    25  conventional     60       0       0  2.587/0.927           18.6       57
    26  holistic          7       1       1  0.596/0.241           11.6       53
    26  conventional     60       2       2  2.444/0.888           19.5       58
    27  holistic          9       2       0  0.710/0.308            9.8       54
    27  conventional     60       0       0  2.777/0.916           20.5       59
    28  holistic         12       3       0  1.874/0.405            8.1       55
    28  conventional     60       3       3  2.444/0.887           20.4       55
    29  holistic         13       2       1  1.371/0.271            8.1       56
    29  conventional     60       0       0  2.487/0.921           21.4       56
    30  holistic         14       1       0  1.872/0.439            8.4       57
    30  conventional     60       1       1  2.359/0.883           22.4       57
    31  holistic         15       3       2  1.953/0.616            8.4       58
    31  conventional     60       0       0  2.394/0.892           23.4       58
    32  holistic         23       8       0  2.854/0.684            6.1       59
    32  conventional     60       2       2  2.505/0.888           24.0       59
    33  holistic         27       5       1  1.892/0.444            3.9       20
    33  conventional     60       2       2  3.367/0.960           23.8       58
    34  holistic         32       6       1  2.290/0.594            3.8       21
    34  conventional     60       0       0  2.441/0.955           24.8       59
    35  holistic         38       6       0  2.724/0.519            4.1       22
    35  conventional     60       1       1  2.690/0.908           24.8       56
    36  holistic         42       8       4  2.463/0.486            4.3       23
    36  conventional     60       0       0  3.299/0.913           25.8       57
    37  holistic         54      13       1  2.871/0.576            4.0       24
    37  conventional     60       1       1  3.282/0.934           26.8       58
    38  holistic         60       9       3  3.181/0.641            4.3       25
    38  conventional     60       0       0  2.955/0.908           27.8       59
    39  holistic         60       1       1  4.864/0.883            5.3       26
    39  conventional     60       2       2  2.866/0.890           27.8       58
    40  holistic         60       2       2  3.046/0.757            6.2       27
    40  conventional     60       0       0  3.046/0.871           28.8       59
    41  holistic         60       4       4  2.513/0.704            6.9       28
    41  conventional     60       2       2  2.641/0.872           28.7       58
    42  holistic         60       5       5  2.797/0.798            7.5       29
    42  conventional     60       2       2  2.405/0.858           29.2       59
    43  holistic         60       1       1  2.626/0.855            8.4       30
    43  conventional     60       2       2  2.213/0.858           29.2       58
    44  holistic         60       1       1  2.205/0.812            9.4       31
    44  conventional     60       0       0  2.022/0.857           30.2       59
    45  holistic         60       1       1  3.836/0.929           10.3       32
    45  conventional     60       3       3  2.000/0.863           30.1       56
    46  holistic         60       0       0  2.343/0.927           11.3       33
    46  conventional     60       0       0  2.545/0.933           31.1       57
    47  holistic         60       0       0  2.754/0.931           12.3       34
    47  conventional     60       2       2  1.968/0.871           31.4       58
    48  holistic         60       0       0  2.094/0.928           13.3       35
    48  conventional     60       0       0  3.434/0.914           32.4       59
