generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	121038413		0.548912	0.487832	1.558291	4	15.340000	0.941772	0.693920	0.540265	5	15.337000	0.475620	24	26	50
1	628440554		0.581627	0.505042	1.715335	4	15.340000	0.868926	0.251137	0.291044	5	15.337000				
2	343637712		0.538244	0.453380	1.618943	4	15.340000	0.812572	0.239782	0.276599	5	15.337000				
3	1705927162		0.549470	0.460092	1.340805	4	15.340000	0.913321	0.510364	0.128352	5	15.337000				
4	1326407409		0.606969	0.528695	1.130647	6	15.340000	0.749008	0.380230	0.196479	5	15.337000				
5	1282703639		0.519409	0.452134	1.987991	6	15.340000	0.893721	0.423367	0.180791	5	15.337000	0.476729	20	30	50
6	355665516		0.540513	0.500327	1.557062	4	15.340000	0.844130	0.414795	0.158053	5	15.337000				
7	1916595104		0.643432	0.527159	1.367940	6	15.340000	0.970409	0.529427	0.426189	5	15.337000				
8	1105074087		0.633812	0.499339	1.046592	6	15.340000	0.873906	0.410120	0.127451	5	15.337000				
9	918975341		0.703514	0.478582	1.001280	6	15.340000	0.893928	0.633665	1.459381	5	15.337000				
10	1951836889		0.739430	0.492121	1.839343	4	15.340000	0.966277	0.638477	0.121631	5	15.337000	0.326517	2	48	50
11	791046619		0.569236	0.475615	1.390155	4	15.340000	0.900409	0.414416	0.078613	5	15.337000				
12	1524484870		0.523305	0.450053	1.625863	4	15.340000	0.987769	0.395166	0.009852	5	15.337000				
13	271540804		0.653832	0.523304	1.991960	3	15.340000	0.747136	0.467647	0.481573	5	15.337000				
14	949120204		0.570478	0.497776	1.499778	6	15.340000	0.941397	0.449647	0.183088	5	15.337000				
15	2003950194		0.660007	0.495904	1.129930	4	15.340000	0.923213	0.395463	0.068327	5	15.337000	0.262587	2	48	50
16	52229994		0.651310	0.506068	1.664122	6	15.340000	0.817711	0.463196	0.289937	5	15.337000				
17	359246997		0.604730	0.461605	1.125391	6	15.340000	0.914140	0.304613	0.040659	5	15.337000				
18	2125749313		0.645789	0.432213	1.555975	4	15.340000	0.981767	0.383506	0.027845	5	15.337000				
19	744754517		0.593365	0.423959	1.048143	4	15.340000	0.731402	0.404011	0.242491	5	15.337000				
20	314672392		0.649640	0.421678	0.812628	4	15.340000	0.887351	0.516796	0.154530	5	15.337000	0.406892	12	38	50
21	309670852		0.618325	0.421369	1.067581	4	15.340000	0.738972	0.560449	0.515733	5	15.337000				
22	1971374170		0.607181	0.376525	1.088587	4	15.340000	0.817333	0.463204	0.127424	5	15.337000				
23	503592470		0.620051	0.384784	1.442129	4	15.340000	1.000000	0.537327	1.509183	5	15.337000				
24	1525044934		0.572919	0.396698	1.687017	4	15.340000	0.989203	0.753909	0.098271	5	15.337000				
25	1580869807		0.572919	0.489971	1.687017	4	15.340000	0.736050	0.439411	0.516690	5	15.337000	0.377016	7	43	50
26	65974062		0.841110	0.502222	0.369643	10	15.340000	0.837856	0.454892	0.275599	5	15.337000				
27	1697234550		0.611829	0.367348	1.997370	4	15.340000	0.951202	0.417942	0.051790	5	15.337000				
28	555354531		0.608006	0.487197	1.269179	10	15.340000	0.831036	0.325883	0.321311	5	15.337000				
29	1753814036		0.632418	0.432211	1.720228	4	15.340000	0.712565	0.479813	0.602698	5	15.337000				
30	1233577753		0.503637	0.453285	1.682010	8	15.340000	0.844875	0.435746	0.335694	5	15.337000	0.294442	4	46	50
