generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	900282959		0.635198	0.504879	1.234047	8	15.340000	0.936493	0.402201	1.534590	5	15.337000	0.376083	10	40	50
1	380787271		0.526704	0.504817	1.831387	6	15.340000	0.821826	0.481736	0.314363	5	15.337000				
2	640531937		0.504141	0.480551	1.826226	4	15.340000	0.776359	0.423857	0.316523	5	15.337000				
3	1633355554		0.818290	0.498328	0.410253	4	15.340000	0.846055	0.410331	0.186039	5	15.337000				
4	1623965556		0.650992	0.443510	1.910821	7	15.340000	0.910502	0.469217	0.115643	5	15.337000				
5	698442920		0.508843	0.479122	1.910821	7	15.340000	0.907071	0.160166	0.061511	5	15.337000	0.325284	17	33	50
6	1317266979		0.528407	0.496514	1.705369	9	15.340000	0.909544	0.255442	0.075801	5	15.337000				
7	740200921		0.507270	0.469034	1.656490	3	15.340000	0.921799	0.365090	0.078482	5	15.337000				
8	985432035		0.550058	0.494958	1.719791	8	15.340000	0.732829	0.423962	0.534269	5	15.337000				
9	549542512		0.508152	0.468126	1.720965	8	15.340000	0.927424	0.477280	0.079250	5	15.337000				
10	596392176		0.529474	0.472065	1.530422	11	15.340000	0.780623	0.268704	0.422576	5	15.337000	0.421873	18	32	50
11	1437168904		0.510779	0.448062	1.601825	12	15.340000	0.732407	0.229226	0.173672	5	15.337000				
12	76850380		0.507443	0.443791	1.554832	11	15.340000	0.808815	0.297171	0.085585	5	15.337000				
13	932825208		0.507443	0.438323	1.554832	11	15.340000	0.805910	0.453495	0.195873	5	15.337000				
14	769220146		0.506866	0.426004	1.558428	11	15.340000	0.712518	0.401692	0.520625	5	15.337000				
15	1957716414		0.641022	0.443765	1.605548	11	15.340000	0.724495	0.375348	0.269340	5	15.337000	0.401127	16	34	50
16	107217562		0.553997	0.463993	1.277373	2	15.340000	0.693373	0.478014	1.703780	5	15.337000				
17	735583343		0.691301	0.507540	0.929430	2	15.340000	0.705363	0.429986	0.596049	5	15.337000				
18	591327225		0.660641	0.391931	0.897084	2	15.340000	0.635818	0.372794	0.262688	5	15.337000				
19	1485674293		0.606102	0.384330	1.054485	2	15.340000	0.565775	0.235319	0.546139	5	15.337000				
20	1261115637		0.623815	0.412844	1.052347	2	15.340000	0.730855	0.439134	0.266964	5	15.337000	0.260381	0	50	50
21	1876990623		0.719195	0.540991	1.053028	2	15.340000	0.738752	0.418844	0.582742	5	15.337000				
22	205678754		0.651853	0.413730	1.036421	2	15.340000	0.746631	0.444130	0.377823	5	15.337000				
23	1213899148		0.644388	0.427963	0.912423	2	15.340000	0.770708	0.449448	0.944274	5	15.337000				
