population	name	born	body
holistic	h0-0	-31	f082eaedb345
holistic	h0-1	-54	bb0ae07b29f7
holistic	h0-2	-23	3ac3ed30f5f9
holistic	h0-3	-45	be718074a0b5
holistic	h0-4	-43	d25bd4b72d7a
holistic	h0-5	-22	ffc558f9eaab
holistic	h0-6	-12	e2d9ef651c34
holistic	h0-7	-58	c67f23b26f2f
holistic	h0-8	-51	cb375db189ce
holistic	h0-9	-2	a0885f678145
holistic	h0-10	-48	0b6baf290bd4
holistic	h0-11	-28	78c4f7ccbbc5
holistic	h0-12	-58	4111b5867b6e
holistic	h0-13	-29	9ac07a2ee2a0
holistic	h0-14	-27	be0af0d5225c
holistic	h0-15	-10	e5882626220b
holistic	h0-16	-53	9edcdf4cf3b1
holistic	h0-17	-8	5807486d0dd4
holistic	h0-18	-30	28e0f3a48ea6
holistic	h0-19	-43	51072a35aaa3
holistic	h0-20	-38	8919e2c0dd98
holistic	h0-21	-30	2c34becb873d
holistic	h0-22	-16	e580d4d9c14a
holistic	h0-23	-38	d39894ba5182
holistic	h0-24	-47	864fdd53ee30
holistic	h0-25	-57	7f822ba88fdc
holistic	h0-26	-4	42ad8068de05
holistic	h0-27	-47	ed89d7c9e5a1
holistic	h0-28	-41	6931c37ce8c8
holistic	h0-29	-32	cf51c189b788
holistic	h0-30	-48	3f1521b2be65
holistic	h0-31	-30	f7908083c2a5
holistic	h0-32	-40	160034e5d1d6
holistic	h0-33	-49	0f07148a501a
holistic	h0-34	-53	63e35d3c22d9
holistic	h0-35	-39	6d24c1b2e798
holistic	h0-36	-13	4fcf447d7ee5
holistic	h0-37	-41	38e048bd8ab4
holistic	h0-38	-51	51bfa7b80675
holistic	h0-39	-14	a31141fbe094
holistic	h0-40	-31	57729f704799
holistic	h0-41	-57	2334815c6844
holistic	h0-42	-38	42e6991c19da
holistic	h0-43	-20	55a2cb606c31
holistic	h0-44	-47	20a909bc1c3a
holistic	h0-45	-59	d5e4ab8dd3cb
holistic	h0-46	-56	ca535f848286
holistic	h0-47	-8	5a47347f3652
holistic	h0-48	-38	973e2b5c9f03
holistic	h0-49	-3	ce457440471e
holistic	h0-50	-2	3de000cf730c
holistic	h0-51	-44	9206af53774c
holistic	h0-52	-8	f8d9e720ae81
holistic	h0-53	-36	14d2f348a0dd
holistic	h0-54	-46	9a99154b54e6
holistic	h0-55	-44	2cb268c63c71
holistic	h0-56	-57	8a809a854b3f
holistic	h0-57	-12	a272b492eec1
holistic	h0-58	-33	a5da22c71d32
holistic	h0-59	-4	cb8c457bb694
conventional	c0-0	-31	064cde1b95c2
conventional	c0-1	-13	064cde1b95c2
conventional	c0-2	-57	064cde1b95c2
conventional	c0-3	-59	064cde1b95c2
conventional	c0-5	-23	064cde1b95c2
conventional	c0-6	-1	064cde1b95c2
conventional	c0-7	-33	064cde1b95c2
conventional	c0-8	-10	064cde1b95c2
conventional	c0-9	-26	064cde1b95c2
conventional	c0-10	-22	064cde1b95c2
conventional	c0-11	-39	064cde1b95c2
conventional	c0-12	-46	064cde1b95c2
conventional	c0-13	-47	064cde1b95c2
conventional	c0-14	-42	064cde1b95c2
conventional	c0-15	-26	064cde1b95c2
conventional	c0-16	-52	064cde1b95c2
conventional	c0-17	-27	064cde1b95c2
conventional	c0-18	-13	064cde1b95c2
conventional	c0-19	-49	064cde1b95c2
conventional	c0-20	-18	064cde1b95c2
conventional	c0-21	-21	064cde1b95c2
conventional	c0-22	-19	064cde1b95c2
conventional	c0-23	-47	064cde1b95c2
conventional	c0-24	-10	064cde1b95c2
conventional	c0-25	-53	064cde1b95c2
