generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	900282959		0.508841	0.488195	1.923998	2	15.340000	0.936493	0.402201	1.534590	5	15.337000	0.372420	11	39	50
1	380787271		0.604378	0.483746	1.923998	2	15.340000	0.821826	0.481736	0.314363	5	15.337000				
2	640531937		0.508795	0.486396	1.923998	2	15.340000	0.776359	0.423857	0.316523	5	15.337000				
3	1633355554		0.542522	0.494237	1.622396	2	15.222000	0.846055	0.410331	0.186039	5	15.337000				
4	1623965556		0.538494	0.456241	1.622389	2	15.222000	0.910502	0.469217	0.115643	5	15.337000				
5	698442920		0.753701	0.469054	0.530171	2	15.340000	0.907071	0.160166	0.061511	5	15.337000	0.383067	18	32	50
6	1317266979		0.816400	0.208847	0.314015	2	15.340000	0.909544	0.255442	0.075801	5	15.337000				
7	740200921		0.794745	0.241036	0.313463	2	15.340000	0.921799	0.365090	0.078482	5	15.337000				
8	985432035		0.506611	0.311134	0.546953	5	15.340000	0.732829	0.423962	0.534269	5	15.337000				
9	549542512		0.654790	0.477946	0.845752	2	15.340000	0.927424	0.477280	0.079250	5	15.337000				
10	596392176		0.707097	0.350744	0.412069	2	15.340000	0.780623	0.268704	0.422576	5	15.337000	0.432871	22	28	50
11	1437168904		0.622669	0.375937	1.290276	3	15.340000	0.732407	0.229226	0.173672	5	15.337000				
12	76850380		0.638059	0.424124	1.001020	3	15.340000	0.808815	0.297171	0.085585	5	15.337000				
13	932825208		0.501105	0.381589	2.005085	5	15.340000	0.805910	0.453495	0.195873	5	15.337000				
14	769220146		0.607571	0.506584	1.293458	3	15.340000	0.712518	0.401692	0.520625	5	15.337000				
15	1957716414		0.625197	0.491310	1.362142	3	15.340000	0.724495	0.375348	0.269340	5	15.337000	0.406710	13	37	50
16	107217562		0.556578	0.442966	1.078041	3	15.340000	0.693373	0.478014	1.703780	5	15.337000				
17	735583343		0.603214	0.395536	1.315598	3	15.340000	0.705363	0.429986	0.596049	5	15.337000				
18	591327225		0.556378	0.404618	0.796454	3	15.340000	0.635818	0.372794	0.262688	5	15.337000				
19	1485674293		0.445114	0.321194	1.245250	3	15.340000	0.565775	0.235319	0.546139	5	15.337000				
20	1261115637		0.744920	0.463853	0.927929	2	15.340000	0.730855	0.439134	0.266964	5	15.337000	0.314517	7	43	50
21	1876990623		0.548579	0.378797	1.397480	3	15.340000	0.738752	0.418844	0.582742	5	15.337000				
22	205678754		0.633906	0.455323	0.783461	10	15.340000	0.746631	0.444130	0.377823	5	15.337000				
23	1213899148		0.733309	0.417713	0.624764	4	15.340000	0.770708	0.449448	0.944274	5	15.337000				
24	2086715623		0.688407	0.330795	0.386774	10	15.340000	0.795700	0.366962	2.023830	5	15.337000				
25	164778503		0.756097	0.477823	0.666341	4	15.340000	0.825159	0.444464	0.356350	5	15.337000	0.383395	10	40	50
26	190080091		0.634031	0.382063	1.411858	4	15.340000	0.801417	0.422967	0.342579	5	15.337000				
27	1197016092		0.545224	0.327045	0.904276	4	15.340000	0.794164	0.459450	0.123685	5	15.337000				
28	415120425		0.716171	0.365362	0.621349	4	15.340000	0.735842	0.550818	0.509855	5	15.337000				
29	50353228		0.694317	0.373559	0.621350	4	15.340000	0.834198	0.412326	0.246339	5	15.337000				
30	1332188123		0.632219	0.359538	0.632034	4	15.340000	0.705714	0.457875	0.540490	5	15.337000	0.434329	19	31	50
31	1575996807		1.000000	0.395926	2.135965	10	15.340000	1.000000	0.551762	1.257645	5	15.337000				
32	2056687		0.693291	0.470496	0.633196	4	15.340000	0.751489	0.402777	0.825329	5	15.337000				
33	249597949		0.723720	0.385287	0.614491	4	15.340000	0.816904	0.576592	0.218298	5	15.337000				
34	1996903926		0.555603	0.344742	0.854057	4	15.340000	0.920015	0.381149	0.111502	5	15.337000				
35	509045196		0.533863	0.442760	1.301185	2	14.512000	0.900423	0.428087	0.051094	5	15.337000	0.477677	13	37	50
36	1357000029		0.701539	0.425131	0.523184	2	14.512000	0.790069	0.485415	0.355117	5	15.337000				
37	595129028		0.552976	0.439827	1.188157	4	15.340000	0.847314	0.499326	0.080677	5	15.337000				
38	1032404984		0.657115	0.438040	0.767159	4	15.340000	0.822017	0.458622	0.235399	5	15.337000				
39	524903858		0.681308	0.333026	0.636300	4	15.340000	0.815543	0.522662	0.173601	5	15.337000				
40	1059494861		0.602294	0.363508	1.173853	4	15.340000	0.756206	0.365422	0.222337	5	15.337000	0.403860	10	40	50
41	1342811619		0.529323	0.381327	1.001715	6	15.340000	0.856156	0.416321	0.081553	5	15.337000				
42	1034433077		0.678968	0.435218	0.632457	4	15.340000	0.843728	0.562479	0.431926	5	15.337000				
43	763264696		0.599959	0.358165	0.747055	4	15.340000	0.819302	0.425730	0.189432	5	15.337000				
44	362027476		0.767626	0.381440	0.602183	4	15.340000	0.981936	0.371196	0.230820	5	15.337000				
45	1714523893		0.748822	0.288081	0.631672	4	15.340000	0.777668	0.377222	0.122676	5	15.337000	0.328083	6	44	50
46	1952919353		0.556274	0.317519	0.629927	4	15.340000	0.962711	0.478531	0.396224	5	15.337000				
47	711579196		0.699329	0.430680	0.673154	5	15.340000	0.823198	0.457363	0.288528	5	15.337000				
48	995948394		0.898524	0.358511	1.011553	4	15.340000	0.788513	0.326495	0.218615	5	15.337000				
49	2124425972		0.737000	0.531669	0.861424	4	15.340000	0.572128	0.469297	1.192978	5	15.337000				
50	1679272516		0.610286	0.339537	0.810238	4	15.340000	0.917195	0.482940	0.042069	5	15.337000	0.405194	4	46	50
51	815394634		0.734775	0.338281	0.333262	3	15.340000	0.957275	0.321977	0.018037	5	15.337000				
