season  pop           alive  births  deaths  best/mean lifetime  mean age  max age
     0  holistic         60       3       3  2.000/0.133           25.3       59
     0  conventional     60       1       1  4.000/0.733           25.7       59
     1  holistic         60       1       1  3.000/0.142           25.3       59
     1  conventional     60       1       1  2.500/0.733           25.7       59
     2  holistic         60       1       1  2.333/0.189           25.3       59
     2  conventional     60       1       1  2.667/0.761           25.7       59
     3  holistic         60       1       1  3.000/0.196           25.3       59
     3  conventional     60       2       2  2.250/0.660           24.7       58
     4  holistic         60       1       1  3.800/0.188           25.3       58
     4  conventional     60       0       0  2.600/0.723           25.7       59
     5  holistic         60       1       1  4.333/0.204           26.2       59
     5  conventional     60       1       1  2.333/0.684           25.7       59
     6  holistic         60       2       2  4.000/0.223           26.2       59
     6  conventional     60       1       1  2.000/0.639           25.7       59
     7  holistic         60       3       3  3.875/0.190           25.1       57
     7  conventional     60       4       4  2.000/0.616           24.6       59
     8  holistic         60       1       1  3.444/0.193           26.1       58
     8  conventional     60       1       1  2.000/0.632           24.6       58
     9  holistic         60       0       0  3.200/0.208           27.1       59
     9  conventional     60       1       1  2.100/0.656           25.5       59
    10  holistic         60       5       5  2.909/0.212           24.9       57
    10  conventional     60       1       1  2.000/0.648           25.5       55
    11  holistic         36      12      36  4.000/0.540           12.5       50
    11  conventional     60       5       5  2.000/0.682           24.3       56
    12  holistic         47      11       0  3.000/0.536           10.4       51
    12  conventional     60       0       0  2.000/0.756           25.3       57
    13  holistic         55       8       0  2.667/0.439            9.7       52
    13  conventional     60       0       0  1.857/0.708           26.3       58
    14  holistic         60       6       1  2.600/0.577            9.8       53
    14  conventional     60       0       0  1.933/0.708           27.3       59
    15  holistic         60       8       8  4.000/0.607            8.1       48
    15  conventional     60       4       4  2.125/0.688           25.9       58
    16  holistic         60       4       4  2.294/0.744            8.7       49
    16  conventional     60       0       0  3.000/0.764           26.9       59
    17  holistic         60       4       4  3.500/0.764            9.5       50
    17  conventional     60       1       1  4.000/0.794           26.9       57
    18  holistic         60       2       2  2.667/0.806           10.3       51
    18  conventional     60       0       0  3.000/0.857           27.9       58
    19  holistic         60       6       6  2.875/0.844           10.0       52
    19  conventional     60       1       1  2.250/0.812           28.6       59
    20  holistic         60       2       2  3.000/0.955           10.8       53
    20  conventional     60       1       1  2.200/0.802           28.6       59
    21  holistic         60       2       2  2.762/0.881           11.7       54
    21  conventional     60       2       2  1.833/0.767           27.6       58
    22  holistic         60       1       1  4.000/0.982           12.6       55
    22  conventional     60       0       0  4.000/0.877           28.6       59
    23  holistic         60       3       3  3.250/1.015           12.6       56
    23  conventional     60       2       2  2.000/0.844           28.3       59
    24  holistic         60       1       1  3.000/1.025           13.6       57
    24  conventional     60       1       1  2.667/0.857           28.3       59
    25  holistic         60       1       1  2.680/1.015           14.5       58
    25  conventional     60       1       1  3.000/0.893           28.3       59
    26  holistic         60       0       0  2.615/1.028           15.5       59
    26  conventional     60       1       1  2.400/0.864           28.3       59
    27  holistic         60       4       4  2.556/1.055           15.3       59
    27  conventional     60       3       3  2.167/0.810           26.4       58
    28  holistic         60       1       1  2.464/1.023           15.3       57
    28  conventional     60       0       0  4.000/0.909           27.4       59
    29  holistic         60       1       1  2.414/1.043           16.2       58
    29  conventional     60       1       1  2.000/0.848           27.4       58
    30  holistic         60       1       1  2.455/1.063           17.1       59
    30  conventional     60       0       0  2.000/0.903           28.4       59
    31  holistic         60       2       2  2.387/1.042           17.0       49
    31  conventional     60       1       1  1.938/0.901           28.4       59
    32  holistic         60       1       1  2.385/1.080           17.9       50
    32  conventional     60       1       1  2.091/0.882           28.4       58
    33  holistic         60       0       0  2.857/1.126           18.9       51
    33  conventional     60       1       1  2.029/0.877           29.1       59
    34  holistic         60       1       1  3.200/1.142           19.9       52
    34  conventional     60       1       1  2.000/0.876           29.1       56
    35  holistic         60       0       0  3.062/1.139           20.9       53
    35  conventional     60       0       0  2.083/0.875           30.1       57
    36  holistic         60       0       0  3.471/1.171           21.9       54
    36  conventional     60       1       1  2.054/0.895           31.1       58
    37  holistic         60       0       0  3.278/1.177           22.9       55
    37  conventional     60       0       0  2.053/0.926           32.1       59
    38  holistic         60       1       1  3.263/1.162           23.8       56
    38  conventional     60       2       2  2.000/0.868           31.1       59
    39  holistic         60       0       0  3.150/1.182           24.8       57
    39  conventional     60       2       2  1.975/0.886           30.9       59
    40  holistic         60       0       0  3.000/1.205           25.8       58
