season  pop           alive  births  deaths  best/mean lifetime  mean age  max age
     0  holistic         60       4       4  1.908/0.107           25.1       59
     0  conventional     60       1       1  3.477/0.194           25.7       59
     1  holistic         60       1       1  1.892/0.078           25.1       59
     1  conventional     60       1       1  1.467/-0.034           25.7       59
     2  holistic         60       1       1  2.391/0.121           25.1       59
     2  conventional     60       8       8  1.657/0.153           22.8       59
     3  holistic         60       1       1  2.175/0.108           25.1       59
     3  conventional     60       7       7  1.508/0.122           19.5       58
     4  holistic         60       1       1  2.868/0.183           25.1       58
     4  conventional     60      10      10  1.583/0.309           17.6       59
     5  holistic         60       2       2  2.868/0.181           25.6       59
     5  conventional     60       2       2  3.423/0.464           17.3       59
     6  holistic         60       1       1  2.533/0.162           25.6       59
     6  conventional     60       6       6  2.239/0.397           16.7       59
     7  holistic         60       2       2  3.802/0.230           24.6       57
     7  conventional     60       7       7  1.818/0.384           14.6       59
     8  holistic         60       5       5  2.299/0.191           24.8       58
     8  conventional     60       4       4  2.412/0.460           14.5       53
     9  holistic         60       2       2  4.850/0.256           25.4       59
     9  conventional     60       5       5  2.376/0.499           15.2       54
    10  holistic         60       7       7  2.351/0.249           21.4       57
    10  conventional     60       1       1  2.044/0.562           16.2       55
    11  holistic         42      12      30  4.937/0.619            8.6       50
    11  conventional     60       5       5  2.971/0.596           15.6       56
    12  holistic         52      12       2  4.934/0.651            7.6       51
    12  conventional     60       4       4  3.124/0.571           16.3       57
    13  holistic         60      10       2  5.390/0.781            7.3       52
    13  conventional     60       3       3  2.449/0.627           17.1       58
    14  holistic         60       5       5  4.216/0.913            6.4       46
    14  conventional     60       3       3  2.049/0.637           17.9       59
    15  holistic         60       6       6  5.963/0.994            6.8       47
    15  conventional     60       2       2  2.278/0.701           17.9       58
    16  holistic         60       8       8  4.252/0.967            6.9       48
    16  conventional     60       1       1  1.875/0.666           18.0       59
    17  holistic         60       2       2  3.524/1.068            7.8       49
    17  conventional     60       3       3  1.946/0.740           17.9       56
    18  holistic         60       1       1  3.081/1.025            8.7       50
    18  conventional     60       1       1  2.451/0.832           18.8       57
    19  holistic         60       2       2  2.739/0.988            9.6       51
    19  conventional     60       0       0  1.643/0.754           19.8       58
    20  holistic         60       1       1  2.833/0.893           10.5       52
    20  conventional     60       1       1  1.715/0.701           19.9       59
    21  holistic         60       3       3  2.254/0.873           11.2       53
    21  conventional     60       1       1  1.739/0.719           19.9       57
    22  holistic         60       1       1  2.495/0.874           12.2       54
    22  conventional     60       2       2  1.523/0.668           20.6       58
    23  holistic         60       2       2  2.798/0.907           12.9       55
    23  conventional     60       1       1  1.408/0.735           21.5       59
    24  holistic         60       1       1  2.545/0.855           13.7       56
    24  conventional     60       1       1  1.312/0.680           21.5       57
    25  holistic         60       0       0  2.347/0.899           14.7       57
    25  conventional     60       0       0  1.309/0.689           22.5       58
    26  holistic         60       0       0  2.315/0.927           15.7       58
    26  conventional     60       2       2  1.298/0.701           23.4       59
    27  holistic         60       3       3  2.179/0.913           15.8       59
    27  conventional     60       1       1  5.367/0.764           23.4       56
    28  holistic         60       1       1  2.391/0.938           15.8       57
    28  conventional     60       1       1  3.364/0.792           24.4       57
    29  holistic         60       0       0  2.412/0.975           16.8       58
    29  conventional     60       2       2  2.040/0.786           25.2       58
    30  holistic         60       0       0  2.332/0.994           17.8       59
    30  conventional     60       1       1  4.563/0.836           26.1       59
    31  holistic         60       1       1  2.309/0.957           17.8       49
    31  conventional     60       1       1  2.564/0.787           26.1       52
    32  holistic         60       1       1  2.241/0.982           18.7       50
    32  conventional     60       0       0  2.897/0.793           27.1       53
    33  holistic         60       0       0  2.270/0.960           19.7       51
    33  conventional     60       1       1  2.820/0.798           28.1       54
    34  holistic         60       0       0  2.339/0.980           20.7       52
    34  conventional     60       0       0  2.371/0.785           29.1       55
    35  holistic         60       0       0  2.445/0.978           21.7       53
    35  conventional     60       0       0  1.900/0.769           30.1       56
    36  holistic         60       1       1  2.504/0.969           22.5       54
    36  conventional     60       0       0  1.853/0.765           31.1       57
    37  holistic         60       0       0  2.519/0.939           23.5       55
    37  conventional     60       0       0  1.567/0.736           32.1       58
    38  holistic         60       0       0  2.423/0.948           24.5       56
    38  conventional     60       0       0  1.456/0.726           33.1       59
    39  holistic         60       0       0  2.403/0.962           25.5       57
    39  conventional     60       1       1  1.467/0.730           33.1       59
    40  holistic         60       1       1  2.315/0.941           26.4       58
    40  conventional     60       1       1  1.551/0.739           33.1       59
    41  holistic         60       0       0  2.267/0.923           27.4       59
    41  conventional     60       3       3  1.353/0.677           31.8       58
    42  holistic         60       1       1  2.416/0.938           27.4       48
    42  conventional     60       4       4  1.358/0.678           31.3       59
    43  holistic         60       0       0  2.492/0.974           28.4       49
    43  conventional     60       2       2  1.468/0.719           31.2       58
    44  holistic         60       0       0  2.625/0.974           29.4       50
    44  conventional     60       1       1  1.536/0.712           32.2       59
    45  holistic         60       0       0  2.600/0.980           30.4       51
    45  conventional     60       3       3  2.023/0.746           32.0       59
    46  holistic         60       0       0  2.636/0.985           31.4       52
    46  conventional     60       3       3  2.529/0.749           31.0       59
    47  holistic         60       0       0  2.615/0.981           32.4       53
    47  conventional     60       4       4  2.529/0.749           29.9       58
    48  holistic         60       0       0  2.542/0.975           33.4       54
    48  conventional     60       0       0  4.389/0.806           30.9       59
    49  holistic         60       0       0  2.551/0.975           34.4       55
    49  conventional     60       4       4  1.856/0.709           30.8       57
    50  holistic         60       0       0  2.559/0.978           35.4       56
    50  conventional     60       0       0  3.631/0.771           31.8       58
    51  holistic         60       0       0  2.542/0.990           36.4       57
    51  conventional     60       0       0  2.133/0.703           32.8       59
    52  holistic         60       0       0  2.477/0.991           37.4       58
    52  conventional     60       3       3  1.635/0.649           31.6       55
    53  holistic         60       0       0  2.440/0.989           38.4       59
    53  conventional     60       2       2  1.609/0.636           32.4       56
    54  holistic         60       1       1  2.380/0.958           38.4       54
    54  conventional     60       1       1  1.531/0.660           32.7       57
    55  holistic         60       0       0  2.392/0.963           39.4       55
    55  conventional     60       2       2  3.243/0.716           33.5       58
    56  holistic         60       0       0  2.359/0.962           40.4       56
    56  conventional     60       1       1  5.393/0.775           34.5       59
    57  holistic         60       0       0  2.371/0.958           41.4       57
    57  conventional     60       3       3  4.901/0.745           33.3       59
    58  holistic         60       1       1  2.360/0.961           42.4       58
    58  conventional     60       1       1  3.061/0.734           33.3       59
    59  holistic         60       0       0  2.350/0.960           43.4       59
    59  conventional     60       5       5  3.649/0.738           32.8       57
    60  holistic         60       2       2  2.402/0.923           42.4       59
    60  conventional     60       1       1  2.795/0.834           33.8       58
    61  holistic         60       1       1  2.392/0.924           42.4       58
    61  conventional     60       1       1  2.562/0.773           34.8       59
    62  holistic         60       1       1  2.381/0.926           43.3       59
    62  conventional     60       3       3  3.492/0.777           33.6       59
    63  holistic         60       1       1  2.352/0.899           43.3       58
    63  conventional     60       7       7  2.028/0.631           28.6       59
    64  holistic         60       1       1  2.324/0.940           44.2       59
    64  conventional     60       3       3  1.730/0.635           28.5       59
    65  holistic         60       1       1  2.317/0.957           44.2       59
    65  conventional     60       2       2  1.496/0.664           28.5       59
    66  holistic         60       2       2  3.544/1.001           43.3       59
    66  conventional     60       5       5  1.760/0.636           26.3       59
    67  holistic         60       1       1  2.534/1.034           43.3       59
    67  conventional     60       7       7  3.648/0.672           24.0       59
    68  holistic         60       2       2  3.067/1.033           43.3       59
    68  conventional     60       5       5  2.570/0.770           21.9       59
    69  holistic         60       1       1  2.513/1.026           43.3       59
    69  conventional     60       2       2  5.234/0.795           20.9       58
    70  holistic         60       3       3  2.520/0.991           41.3       59
    70  conventional     60       1       1  4.233/0.795           21.9       59
    71  holistic         60       6       6  3.784/0.966           36.3       59
    71  conventional     60       5       5  3.358/0.821           20.6       59
    72  holistic         60       7       7  2.941/0.869           30.3       59
    72  conventional     60       2       2  2.285/0.714           20.4       59
    73  holistic         60       5       5  2.455/0.815           26.3       59
    73  conventional     60       3       3  2.111/0.745           20.2       59
    74  holistic         60       5       5  2.889/0.928           23.2       59
    74  conventional     60       7       7  2.310/0.655           18.8       59
    75  holistic         60       8       8  2.872/0.878           19.0       59
    75  conventional     60       2       2  2.561/0.804           18.8       58
    76  holistic         60       6       6  2.956/0.854           15.9       58
    76  conventional     60       1       1  2.113/0.864           19.7       59
    77  holistic         60       1       1  2.503/0.874           16.9       59
    77  conventional     60       2       2  1.875/0.775           18.7       59
    78  holistic         60       1       1  2.414/0.978           16.9       59
    78  conventional     60       3       3  3.488/0.822           18.6       58
    79  holistic         60       3       3  2.677/1.071           16.7       59
    79  conventional     60       0       0  2.482/0.889           19.6       59
    80  holistic         60       2       2  2.389/1.044           16.7       59
    80  conventional     60       1       1  2.235/0.842           19.6       58
    81  holistic         60       3       3  2.152/0.941           14.7       59
    81  conventional     60       1       1  2.273/0.866           20.4       59
    82  holistic         60       1       1  2.072/0.946           14.7       59
    82  conventional     60       2       2  1.922/0.835           20.4       59
