season  pop           alive  births  deaths  best/mean lifetime  mean age  max age
     0  holistic         57       1       4  1.000/0.018           26.8       57
     0  conventional     60       1       1  6.000/0.783           31.5       55
     1  holistic         60       3       0  3.000/0.092           26.4       58
     1  conventional     60       0       0  3.000/0.642           32.5       56
     2  holistic         60       0       0  3.000/0.133           27.4       59
     2  conventional     60       0       0  3.333/0.678           33.5       57
     3  holistic         60       1       1  2.500/0.164           27.4       58
     3  conventional     60       0       0  3.250/0.708           34.5       58
     4  holistic         60       0       0  2.333/0.191           28.4       59
     4  conventional     60       0       0  3.000/0.810           35.5       59
     5  holistic         60       3       3  1.750/0.183           27.3       59
     5  conventional     60       1       1  2.667/0.766           35.5       58
     6  holistic         60       1       1  3.000/0.238           27.3       57
     6  conventional     60       0       0  2.571/0.769           36.5       59
     7  holistic         60       0       0  1.833/0.207           28.3       58
     7  conventional     60       1       1  2.625/0.799           36.5       59
     8  holistic         60       0       0  1.857/0.215           29.3       59
     8  conventional     60       1       1  2.778/0.784           36.5       59
     9  holistic         60       3       3  1.800/0.212           28.2       59
     9  conventional     60       2       2  2.500/0.738           35.5       59
    10  holistic         60       1       1  2.000/0.237           28.2       58
    10  conventional     60       1       1  2.364/0.760           35.5       57
    11  holistic         32      11      39  2.000/0.456           14.1       59
    11  conventional     60       2       2  2.167/0.754           34.7       58
    12  holistic         41      10       1  2.000/0.475           10.3       59
    12  conventional     60       1       1  2.154/0.737           35.6       59
    13  holistic         52      13       2  5.000/0.568            7.7       54
    13  conventional     60       2       2  2.071/0.724           35.6       59
    14  holistic         60       8       0  3.500/0.541            7.5       55
    14  conventional     60       2       2  2.067/0.712           34.6       58
    15  holistic         60       7       7  2.333/0.528            5.7       55
    15  conventional     60       4       4  3.000/0.755           33.1       59
    16  holistic         60       6       6  2.500/0.634            6.3       56
    16  conventional     60       4       4  2.000/0.786           31.1       59
    17  holistic         60       4       4  2.200/0.644            7.0       57
    17  conventional     60       3       3  4.000/0.824           30.0       58
    18  holistic         60       5       5  2.333/0.661            7.5       58
    18  conventional     60       0       0  2.500/0.809           31.0       59
    19  holistic         60       3       3  2.286/0.746            8.3       59
    19  conventional     60       2       2  2.500/0.852           30.9       59
    20  holistic         60       4       4  2.286/0.797            8.2       45
    20  conventional     60       1       1  2.000/0.822           30.9       59
    21  holistic         60       2       2  3.250/0.971            9.0       46
    21  conventional     60       3       3  3.000/0.898           29.8       59
    22  holistic         60       0       0  3.000/0.999           10.0       47
    22  conventional     60       2       2  2.667/0.915           28.8       59
    23  holistic         60       2       2  3.667/1.007           10.9       48
    23  conventional     60       3       3  2.250/0.933           27.1       59
    24  holistic         60       1       1  3.250/0.975           11.8       49
    24  conventional     60       1       1  1.960/0.937           27.1       59
    25  holistic         60       1       1  3.200/0.959           12.7       50
    25  conventional     60       1       1  1.885/0.924           27.1       59
    26  holistic         60       0       0  3.167/0.959           13.7       51
    26  conventional     60       2       2  2.000/0.917           26.1       59
    27  holistic         60       3       3  2.714/0.966           13.8       52
    27  conventional     60       1       1  2.000/0.953           26.1       59
    28  holistic         60       1       1  2.625/1.023           14.7       53
    28  conventional     60       1       1  2.000/0.956           26.1       59
    29  holistic         60       0       0  2.444/1.030           15.7       54
    29  conventional     60       3       3  4.000/1.051           25.0       58
    30  holistic         60       0       0  2.200/1.048           16.7       55
    30  conventional     60       0       0  2.500/1.033           26.0       59
    31  holistic         60       0       0  2.182/1.046           17.7       56
    31  conventional     60       3       3  1.938/0.991           24.0       59
    32  holistic         60       1       1  2.083/1.038           18.6       57
    32  conventional     60       3       3  1.909/0.936           22.7       59
    33  holistic         60       0       0  2.000/1.045           19.6       58
    33  conventional     60       1       1  2.000/1.000           22.7       58
    34  holistic         60       0       0  1.929/1.040           20.6       59
    34  conventional     60       0       0  2.500/1.016           23.7       59
    35  holistic         60       1       1  1.933/1.022           20.6       38
    35  conventional     60       6       6  1.938/0.961           20.5       59
    36  holistic         60       2       2  3.000/1.075           21.2       39
    36  conventional     60       1       1  3.000/1.023           20.5       56
    37  holistic         60       0       0  2.500/1.083           22.2       40
    37  conventional     60       0       0  1.895/1.025           21.5       57
    38  holistic         60       0       0  2.000/1.061           23.2       41
    38  conventional     60       0       0  1.909/1.012           22.5       58
    39  holistic         60       0       0  2.000/1.053           24.2       42
    39  conventional     60       0       0  1.933/1.024           23.5       59
    40  holistic         60       1       1  1.974/1.054           25.2       43
    40  conventional     60       2       2  2.000/1.014           22.5       59
    41  holistic         60       0       0  2.167/1.045           26.2       44
    41  conventional     60       1       1  5.000/1.046           22.5       59
    42  holistic         60       0       0  2.143/1.037           27.2       45
    42  conventional     60       1       1  3.000/1.019           22.5       58
    43  holistic         60       1       1  2.000/1.017           27.7       46
    43  conventional     60       0       0  2.667/1.036           23.5       59
    44  holistic         60       0       0  2.111/1.028           28.7       47
    44  conventional     60       1       1  2.250/1.025           23.5       58
    45  holistic         60       0       0  2.200/1.056           29.7       48
    45  conventional     60       0       0  2.143/1.031           24.5       59
    46  holistic         60       0       0  2.364/1.061           30.7       49
    46  conventional     60       1       1  2.136/1.023           24.5       59
    47  holistic         60       1       1  2.167/1.056           31.6       50
    47  conventional     60       1       1  2.130/1.033           24.5       59
    48  holistic         60       0       0  2.077/1.078           32.6       51
    48  conventional     60       1       1  3.000/1.037           24.5       55
    49  holistic         60       0       0  1.929/1.065           33.6       52
    49  conventional     60       0       0  3.000/1.063           25.5       56
    50  holistic         60       0       0  2.333/1.081           34.6       53
    50  conventional     60       0       0  3.000/1.080           26.5       57
    51  holistic         60       0       0  1.935/1.072           35.6       54
    51  conventional     60       0       0  3.200/1.097           27.5       58
    52  holistic         60       0       0  1.875/1.070           36.6       55
    52  conventional     60       0       0  2.833/1.091           28.5       59
    53  holistic         60       1       1  1.939/1.055           37.0       56
    53  conventional     60       1       1  2.571/1.067           28.5       59
    54  holistic         60       0       0  2.000/1.093           38.0       57
    54  conventional     60       1       1  2.391/1.034           28.5       59
    55  holistic         60       0       0  2.125/1.085           39.0       58
    55  conventional     60       1       1  4.000/1.080           28.5       57
    56  holistic         60       0       0  2.222/1.076           40.0       59
    56  conventional     60       0       0  3.000/1.076           29.5       58
    57  holistic         60       1       1  2.300/1.077           40.0       57
    57  conventional     60       0       0  2.333/1.056           30.5       59
    58  holistic         60       0       0  2.182/1.081           41.0       58
    58  conventional     60       1       1  2.148/1.037           30.5       58
    59  holistic         60       0       0  2.000/1.073           42.0       59
    59  conventional     60       0       0  3.000/1.073           31.5       59
    60  holistic         60       1       1  1.846/1.048           42.0       59
    60  conventional     60       1       1  3.500/1.078           31.5       55
    61  holistic         60       2       2  1.829/1.002           41.0       58
    61  conventional     60       0       0  2.333/1.057           32.5       56
    62  holistic         60       0       0  1.800/1.034           42.0       59
    62  conventional     60       0       0  2.132/1.071           33.5       57
    63  holistic         60       1       1  2.000/1.034           42.0       58
    63  conventional     60       0       0  2.125/1.074           34.5       58
    64  holistic         60       1       1  1.765/1.020           42.9       59
    64  conventional     60       0       0  2.091/1.055           35.5       59
    65  holistic         60       2       2  2.250/1.019           41.9       56
    65  conventional     60       1       1  2.098/1.038           35.5       58
    66  holistic         60       0       0  1.800/1.023           42.9       57
    66  conventional     60       0       0  2.048/1.048           36.5       59
    67  holistic         60       0       0  1.787/1.021           43.9       58
    67  conventional     60       1       1  2.116/1.020           36.5       58
    68  holistic         60       1       1  1.818/1.017           44.8       59
    68  conventional     60       0       0  2.114/1.045           37.5       59
    69  holistic         60       3       3  1.821/1.022           43.8       59
    69  conventional     60       1       1  2.156/1.019           37.5       59
    70  holistic         60       2       2  1.895/1.017           42.8       59
    70  conventional     60       1       1  2.130/1.025           37.5       59
    71  holistic         60       8       8  1.879/0.857           35.8       59
    71  conventional     60       1       1  2.085/1.024           37.5       57
    72  holistic         60       4       4  4.000/0.972           32.8       59
    72  conventional     60       0       0  2.500/1.080           38.5       58
    73  holistic         60       8       8  2.000/0.789           25.8       59
    73  conventional     60       0       0  2.333/1.063           39.5       59
    74  holistic         60       4       4  3.000/0.824           23.8       59
    74  conventional     60       2       2  2.000/1.030           38.5       59
    75  holistic         60       5       5  2.500/0.840           21.6       59
    75  conventional     60       3       3  2.059/1.018           36.5       59
    76  holistic         60       3       3  1.746/0.792           21.5       59
    76  conventional     60       3       3  2.077/0.976           34.5       59
    77  holistic         60       4       4  2.000/0.843           20.4       59
    77  conventional     60       3       3  3.000/1.003           32.5       58
    78  holistic         60       6       6  2.000/0.801           16.3       59
    78  conventional     60       0       0  2.037/1.036           33.5       59
    79  holistic         60       2       2  2.000/0.851           16.2       59
    79  conventional     60       3       3  3.000/1.050           32.4       59
    80  holistic         60       4       4  2.500/0.786           14.2       59
    80  conventional     60       1       1  3.000/1.066           32.4       59
    81  holistic         60       4       4  2.000/0.771           14.0       57
    81  conventional     60       2       2  3.250/1.051           31.4       59
    82  holistic         60       5       5  1.917/0.743           14.6       58
    82  conventional     60       3       3  2.600/1.061           30.3       59
    83  holistic         60       2       2  2.000/0.884           15.5       59
    83  conventional     60       3       3  5.000/1.182           29.2       59
    84  holistic         60       3       3  1.737/0.837           15.4       59
    84  conventional     60       1       1  2.500/1.084           29.2       59
    85  holistic         60       5       5  1.917/0.860           14.7       58
    85  conventional     60       1       1  3.333/1.089           29.2       59
    86  holistic         60       1       1  1.769/0.827           15.6       59
    86  conventional     60       2       2  2.750/1.042           28.2       59
    87  holistic         60       5       5  2.500/0.811           13.5       52
    87  conventional     60       1       1  2.400/1.070           28.2       59
    88  holistic         60       2       2  2.067/0.895           14.3       53
    88  conventional     60       1       1  2.167/1.063           28.2       59
    89  holistic         60       1       1  3.500/0.963           15.2       54
    89  conventional     60       3       3  2.857/1.041           26.2       58
    90  holistic         60       1       1  3.333/0.944           16.2       55
    90  conventional     60       0       0  2.625/1.045           27.2       59
    91  holistic         60       0       0  3.000/0.977           17.2       56
    91  conventional     60       2       2  2.444/1.042           26.2       59
    92  holistic         60       0       0  2.714/0.962           18.2       57
    92  conventional     60       3       3  2.500/1.024           24.2       59
    93  holistic         60       2       2  2.667/0.956           18.8       58
    93  conventional     60       2       2  2.273/1.011           24.1       58
    94  holistic         60       0       0  3.000/1.010           19.8       59
    94  conventional     60       0       0  2.500/1.051           25.1       59
    95  holistic         60       2       2  2.900/0.981           19.7       59
    95  conventional     60       6       6  2.000/0.955           20.1       59
    96  holistic         60       1       1  2.636/1.015           19.7       56
    96  conventional     60       2       2  2.429/0.971           20.1       56
    97  holistic         60       0       0  2.600/0.996           20.7       57
    97  conventional     60       0       0  2.267/1.023           21.1       57
    98  holistic         60       0       0  2.455/0.981           21.7       58
    98  conventional     60       0       0  2.333/1.050           22.1       58
    99  holistic         60       2       2  2.500/0.978           22.2       59
    99  conventional     60       1       1  2.188/1.035           23.0       59
   100  holistic         60       1       1  2.462/0.963           22.2       53
   100  conventional     60       3       3  2.500/1.029           21.9       59
   101  holistic         60       0       0  2.429/0.973           23.2       54
   101  conventional     60       1       1  2.400/1.002           21.9       59
   102  holistic         60       0       0  2.267/0.960           24.2       55
   102  conventional     60       1       1  2.333/1.011           21.9       58
   103  holistic         60       3       3  2.188/0.946           25.0       56
   103  conventional     60       0       0  2.143/1.012           22.9       59
   104  holistic         60       1       1  2.353/0.984           25.9       57
   104  conventional     60       2       2  2.250/1.010           22.9       58
   105  holistic         60       0       0  2.278/1.006           26.9       58
   105  conventional     60       0       0  3.000/1.089           23.9       59
   106  holistic         60       0       0  2.381/0.981           27.9       59
   106  conventional     60       1       1  2.100/0.999           23.9       59
   107  holistic         60       2       2  2.455/0.967           27.8       54
   107  conventional     60       1       1  2.000/0.945           23.9       59
   108  holistic         60       0       0  2.348/1.003           28.8       55
   108  conventional     60       1       1  1.935/0.941           23.9       55
   109  holistic         60       0       0  2.545/0.994           29.8       56
   109  conventional     60       0       0  1.938/0.927           24.9       56
   110  holistic         60       0       0  2.435/0.978           30.8       57
   110  conventional     60       1       1  1.939/0.921           25.8       57
   111  holistic         60       1       1  2.417/0.996           31.8       58
   111  conventional     60       1       1  2.000/0.957           26.5       58
   112  holistic         60       0       0  2.320/0.990           32.8       59
   112  conventional     60       0       0  1.867/0.945           27.5       59
   113  holistic         60       1       1  2.423/0.984           32.8       56
   113  conventional     60       1       1  1.833/0.951           27.5       59
   114  holistic         60       0       0  3.000/1.039           33.8       57
   114  conventional     60       1       1  2.500/0.963           27.5       59
   115  holistic         60       0       0  3.000/1.033           34.8       58
   115  conventional     60       1       1  2.600/0.970           27.5       57
   116  holistic         60       0       0  2.333/1.028           35.8       59
   116  conventional     60       0       0  2.333/0.984           28.5       58
   117  holistic         60       1       1  2.233/1.002           35.8       56
   117  conventional     60       0       0  2.000/0.965           29.5       59
   118  holistic         60       0       0  2.194/1.007           36.8       57
   118  conventional     60       1       1  1.938/0.949           29.5       58
   119  holistic         60       0       0  2.156/1.001           37.8       58
   119  conventional     60       0       0  2.000/0.972           30.5       59
   120  holistic         60       0       0  2.212/0.996           38.8       59
   120  conventional     60       1       1  1.944/0.938           30.5       55
   121  holistic         60       3       3  2.206/0.961           37.7       58
   121  conventional     60       0       0  1.895/0.918           31.5       56
   122  holistic         60       0       0  4.000/1.081           38.7       59
   122  conventional     60       0       0  1.850/0.940           32.5       57
   123  holistic         60       1       1  2.500/1.015           38.7       58
   123  conventional     60       0       0  2.000/0.972           33.5       58
   124  holistic         60       0       0  2.667/1.038           39.7       59
   124  conventional     60       0       0  2.000/0.964           34.5       59
   125  holistic         60       2       2  2.500/1.010           39.6       57
   125  conventional     60       1       1  1.800/0.937           34.5       58
   126  holistic         60       0       0  2.049/1.032           40.6       58
   126  conventional     60       0       0  2.000/0.983           35.5       59
   127  holistic         60       0       0  2.071/1.021           41.6       59
   127  conventional     60       1       1  2.143/0.978           35.5       58
   128  holistic         60       1       1  2.286/0.999           41.6       59
   128  conventional     60       0       0  2.500/0.978           36.5       59
   129  holistic         60       5       5  2.125/0.969           39.5       59
   129  conventional     60       1       1  3.222/0.997           36.5       59
   130  holistic         60       1       1  3.000/1.041           39.5       59
   130  conventional     60       1       1  3.100/0.969           36.5       59
   131  holistic         60       6       6  2.087/0.974           34.5       59
   131  conventional     60       1       1  3.000/0.959           36.5       57
   132  holistic         60       2       2  5.000/1.171           33.5       59
   132  conventional     60       0       0  2.750/0.947           37.5       58
   133  holistic         60       4       4  3.000/1.042           31.4       59
   133  conventional     60       0       0  3.000/1.013           38.5       59
   134  holistic         60       3       3  2.333/1.010           29.4       59
   134  conventional     60       1       1  2.500/0.970           38.5       59
   135  holistic         60       4       4  6.000/1.067           27.4       59
   135  conventional     60       2       2  2.400/0.941           37.5       59
   136  holistic         60       3       3  4.000/1.041           26.3       59
   136  conventional     60       3       3  2.312/0.897           35.5       59
   137  holistic         60       2       2  3.333/0.996           26.2       59
   137  conventional     60       3       3  4.000/0.941           33.5       58
   138  holistic         60       1       1  3.500/1.018           26.2       58
   138  conventional     60       1       1  3.000/0.956           34.5       59
   139  holistic         60       1       1  3.200/0.980           27.2       59
   139  conventional     60       3       3  2.316/0.906           33.4       59
   140  holistic         60       3       3  2.667/1.017           27.0       59
   140  conventional     60       1       1  2.250/0.881           33.4       59
   141  holistic         60       3       3  2.571/0.980           25.9       59
   141  conventional     60       3       3  2.238/0.843           32.3       59
   142  holistic         60       4       4  2.500/0.946           22.9       58
   142  conventional     60       3       3  2.182/0.788           30.3       59
   143  holistic         60       1       1  2.444/1.044           23.8       59
   143  conventional     60       4       4  2.130/0.783           28.3       59
   144  holistic         60       4       4  2.400/1.028           22.6       59
   144  conventional     60       2       2  2.042/0.870           28.1       59
   145  holistic         60       4       4  2.182/0.953           20.6       58
   145  conventional     60       1       1  3.000/0.935           28.1       59
   146  holistic         60       1       1  2.000/1.013           21.5       59
   146  conventional     60       2       2  2.500/0.877           27.1       59
   147  holistic         60       5       5  2.154/0.927           18.4       59
   147  conventional     60       2       2  5.000/0.960           27.1       59
   148  holistic         60       4       4  3.000/0.970           17.3       59
   148  conventional     60       2       2  3.000/0.960           27.0       59
   149  holistic         60       3       3  2.133/0.964           17.2       59
   149  conventional     60       3       3  6.000/1.101           25.9       58
   150  holistic         60       1       1  2.000/0.955           17.2       57
   150  conventional     60       0       0  3.500/1.037           26.9       59
   151  holistic         60       1       1  4.000/1.019           18.1       58
   151  conventional     60       2       2  3.600/1.001           25.9       59
   152  holistic         60       2       2  2.667/1.009           19.0       59
   152  conventional     60       3       3  3.333/0.965           24.7       59
   153  holistic         60       4       4  2.750/0.985           17.8       57
   153  conventional     60       2       2  2.857/0.990           23.7       58
   154  holistic         60       1       1  3.000/1.012           18.8       58
   154  conventional     60       0       0  4.000/1.032           24.7       59
   155  holistic         60       2       2  2.500/1.047           19.6       59
   155  conventional     60       4       4  3.500/0.991           21.7       59
   156  holistic         60       2       2  2.286/1.045           19.5       53
   156  conventional     60       1       1  2.500/0.958           21.7       57
   157  holistic         60       1       1  2.375/1.117           20.4       54
   157  conventional     60       1       1  3.000/1.075           22.7       58
   158  holistic         60       0       0  2.222/1.132           21.4       55
   158  conventional     60       0       0  2.667/1.051           23.7       59
   159  holistic         60       0       0  2.667/1.145           22.4       56
   159  conventional     60       1       1  3.500/1.059           23.7       59
   160  holistic         60       0       0  2.250/1.124           23.4       57
   160  conventional     60       2       2  3.800/0.996           22.7       59
   161  holistic         60       1       1  2.250/1.140           24.4       58
   161  conventional     60       1       1  3.500/0.971           22.7       59
   162  holistic         60       0       0  2.167/1.152           25.4       59
   162  conventional     60       1       1  3.286/0.975           22.7       58
