# RBT-102 structural carriage -- runs/RBT-90/forage-801

seed 801; state.json season 600 of 600; fauna: conventional (fixed_body 'pioneer'); window seasons 300-599
genomes saved at birth: 1295; living names without a genome: 0

## Positive control (before any number)

  20 window genomes (seed 102); installs ((1.0, 1.0), (8.0, -1.0)) (w, sign)
  installed motif detected 40 of 40; install invalid 0; bare genomes carrying 0 of 20
  positive control: PASSED

## Carriage per season (living conventional fauna)

| season | alive | carriers | fraction | mean depth |
|---|---|---|---|---|
| 0 | 60 | 0 | 0.0000 | 0.0 |
| 1 | 60 | 0 | 0.0000 | 0.1 |
| 2 | 60 | 0 | 0.0000 | 0.2 |
| 3 | 60 | 0 | 0.0000 | 0.2 |
| 4 | 60 | 0 | 0.0000 | 0.4 |
| 5 | 60 | 0 | 0.0000 | 0.5 |
| 6 | 60 | 0 | 0.0000 | 0.6 |
| 7 | 60 | 0 | 0.0000 | 0.6 |
| 8 | 60 | 0 | 0.0000 | 0.6 |
| 9 | 60 | 0 | 0.0000 | 0.6 |
| 10 | 60 | 0 | 0.0000 | 0.7 |
| 11 | 60 | 0 | 0.0000 | 0.8 |
| 12 | 60 | 0 | 0.0000 | 0.8 |
| 13 | 60 | 0 | 0.0000 | 0.8 |
| 14 | 60 | 0 | 0.0000 | 0.9 |
| 15 | 60 | 0 | 0.0000 | 0.9 |
| 16 | 60 | 0 | 0.0000 | 0.9 |
| 17 | 60 | 0 | 0.0000 | 0.9 |
| 18 | 60 | 0 | 0.0000 | 0.9 |
| 19 | 60 | 0 | 0.0000 | 1.0 |
| 20 | 60 | 0 | 0.0000 | 0.9 |
| 21 | 60 | 0 | 0.0000 | 1.0 |
| 22 | 60 | 0 | 0.0000 | 1.1 |
| 23 | 60 | 0 | 0.0000 | 1.1 |
| 24 | 60 | 0 | 0.0000 | 1.1 |
| 25 | 60 | 0 | 0.0000 | 1.2 |
| 26 | 60 | 0 | 0.0000 | 1.2 |
| 27 | 60 | 0 | 0.0000 | 1.3 |
| 28 | 60 | 0 | 0.0000 | 1.2 |
| 29 | 60 | 0 | 0.0000 | 1.3 |
| 30 | 60 | 0 | 0.0000 | 1.3 |
| 31 | 60 | 0 | 0.0000 | 1.3 |
| 32 | 60 | 0 | 0.0000 | 1.3 |
| 33 | 60 | 0 | 0.0000 | 1.3 |
| 34 | 60 | 0 | 0.0000 | 1.4 |
| 35 | 60 | 0 | 0.0000 | 1.4 |
| 36 | 60 | 0 | 0.0000 | 1.4 |
| 37 | 60 | 0 | 0.0000 | 1.4 |
| 38 | 60 | 0 | 0.0000 | 1.5 |
| 39 | 60 | 0 | 0.0000 | 1.6 |
| 40 | 60 | 0 | 0.0000 | 1.6 |
| 41 | 60 | 0 | 0.0000 | 1.6 |
| 42 | 60 | 0 | 0.0000 | 1.6 |
| 43 | 60 | 0 | 0.0000 | 1.6 |
| 44 | 60 | 0 | 0.0000 | 1.6 |
| 45 | 60 | 0 | 0.0000 | 1.6 |
| 46 | 60 | 0 | 0.0000 | 1.6 |
| 47 | 60 | 0 | 0.0000 | 1.7 |
| 48 | 60 | 0 | 0.0000 | 1.7 |
| 49 | 60 | 0 | 0.0000 | 1.7 |
| 50 | 60 | 0 | 0.0000 | 1.7 |
| 51 | 60 | 0 | 0.0000 | 1.7 |
| 52 | 60 | 0 | 0.0000 | 1.8 |
| 53 | 60 | 0 | 0.0000 | 1.8 |
| 54 | 60 | 0 | 0.0000 | 1.8 |
| 55 | 60 | 0 | 0.0000 | 1.9 |
| 56 | 60 | 0 | 0.0000 | 1.8 |
| 57 | 60 | 0 | 0.0000 | 1.8 |
| 58 | 60 | 0 | 0.0000 | 1.8 |
| 59 | 60 | 0 | 0.0000 | 1.8 |
