population	name	generation	age	evals	fitness	parents
holistic	h0-0	10	17	11	0.0	
holistic	h0-1	10	14	11	-0.0018	
holistic	h0-2	22	59	23	0.634	
holistic	h0-3	10	55	11	-0.001	
holistic	h0-4	6	59	7	-0.0774	
holistic	h0-5	14	30	15	0.1333	
holistic	h0-6	18	46	19	0.1053	
holistic	h0-7	10	21	11	-0.0153	
holistic	h0-8	6	59	7	0.0	
holistic	h0-9	10	22	11	0.0	
holistic	h0-10	5	59	6	-0.0109	
holistic	h0-11	10	12	11	0.0	
holistic	h0-12	9	44	10	-0.031	
holistic	h0-13	10	23	11	-0.0	
holistic	h0-14	4	59	5	-0.0014	
holistic	h0-15	10	59	11	0.0	
holistic	h0-16	10	33	11	-0.0001	
holistic	h0-17	1	59	2	-0.0	
holistic	h0-18	1	59	2	-0.0009	
holistic	h0-19	1	59	2	0.0	
holistic	h0-20	25	59	26	0.2461	
holistic	h0-21	10	59	11	0.0444	
holistic	h0-22	1	59	2	-0.0	
holistic	h0-23	10	44	11	-0.0002	
holistic	h0-24	10	38	11	-0.0027	
holistic	h0-25	10	34	11	0.0	
holistic	h0-26	2	59	3	0.0	
holistic	h0-27	10	12	11	-0.0012	
holistic	h0-28	10	18	11	-0.0109	
holistic	h0-29	9	26	10	-0.0485	
holistic	h0-30	10	44	11	-0.0	
holistic	h0-31	10	59	11	0.1814	
holistic	h0-32	8	59	9	-0.0001	
holistic	h0-33	10	13	11	0.0	
holistic	h0-34	10	30	11	-0.0005	
holistic	h0-35	10	52	11	0.0	
holistic	h0-36	8	59	9	-0.0005	
holistic	h0-37	10	31	11	0.0	
holistic	h0-38	10	37	11	-0.0039	
holistic	h0-39	10	43	11	-0.0001	
holistic	h0-40	10	58	11	0.0	
holistic	h0-41	10	32	11	0.0	
holistic	h0-42	10	57	11	-0.0188	
holistic	h0-43	10	13	11	0.0	
holistic	h0-44	10	58	11	0.0	
holistic	h0-45	7	33	8	-0.1131	
holistic	h0-46	10	54	11	-0.0097	
holistic	h0-47	10	29	11	-0.0	
holistic	h0-48	5	59	6	0.1656	
holistic	h0-49	10	19	11	0.0	
holistic	h0-50	4	36	5	-0.2833	
holistic	h0-51	10	59	11	-0.0001	
holistic	h0-52	10	37	11	-0.0013	
holistic	h0-53	10	42	11	0.0	
holistic	h0-54	10	12	11	0.0	
holistic	h0-55	10	23	11	0.0	
holistic	h0-56	10	26	11	0.0	
holistic	h0-57	10	16	11	-0.0002	
holistic	h0-58	19	31	20	0.1048	
holistic	h0-59	12	59	13	0.3546	
conventional	c0-0	3	37	4	-0.4897	
conventional	c0-1	4	21	5	-0.266	
conventional	c0-2	3	46	4	-0.4538	
conventional	c0-3	1	12	2	-0.9015	
conventional	c0-4	10	15	11	0.1639	
conventional	c0-5	2	55	3	-0.6444	
conventional	c0-6	9	55	10	0.1967	
conventional	c0-7	3	51	4	-0.4364	
conventional	c0-8	4	21	5	-0.3258	
conventional	c0-9	3	49	4	-0.447	
conventional	c0-10	4	7	5	-0.2867	
conventional	c0-11	21	59	22	0.5469	
conventional	c0-12	1	19	2	-0.7745	
conventional	c0-13	4	52	5	-0.2875	
conventional	c0-14	2	57	3	-0.654	
conventional	c0-15	4	41	5	-0.3172	
conventional	c0-16	7	13	8	-0.1214	
conventional	c0-17	15	20	16	0.2213	
conventional	c0-18	3	23	4	-0.323	
conventional	c0-19	8	33	9	0.0279	
conventional	c0-20	8	43	9	0.034	
conventional	c0-21	3	7	4	-0.4454	
conventional	c0-22	2	41	3	-0.6957	
conventional	c0-23	5	28	6	-0.1522	
conventional	c0-24	1	53	2	-0.9007	
conventional	c0-25	10	46	11	-0.0123	
conventional	c0-26	14	59	15	0.3913	
conventional	c0-27	5	15	6	-0.1876	
conventional	c0-28	6	59	7	-0.0236	
conventional	c0-29	6	58	7	0.0384	
conventional	c0-30	3	28	4	-0.4776	
conventional	c0-31	2	15	3	-0.4499	
conventional	c0-32	14	54	15	0.258	
conventional	c0-33	7	30	8	0.2366	
conventional	c0-34	2	10	3	-0.5789	
conventional	c0-35	7	20	8	-0.0722	
conventional	c0-36	17	32	18	0.1196	
conventional	c0-37	4	51	5	-0.2689	
conventional	c0-38	2	45	3	-0.4569	
conventional	c0-39	6	19	7	0.0674	
conventional	c0-40	4	43	5	-0.2872	
conventional	c0-41	9	59	10	0.239	
conventional	c0-42	9	43	10	-0.0295	
conventional	c0-43	7	18	8	0.0773	
conventional	c0-44	3	44	4	-0.3837	
conventional	c0-45	6	33	7	-0.1159	
conventional	c0-46	5	50	6	-0.209	
conventional	c0-47	3	26	4	-0.3866	
conventional	c0-48	24	25	25	0.2205	
conventional	c0-49	3	38	4	-0.4198	
conventional	c0-50	3	49	4	-0.2946	
conventional	c0-51	3	11	4	-0.3825	
conventional	c0-52	1	19	2	-0.756	
conventional	c0-53	4	31	5	-0.2838	
conventional	c0-54	0	59	1	-0.5773	
conventional	c0-55	2	26	3	-0.701	
conventional	c0-56	3	56	4	-0.4974	
conventional	c0-57	5	10	6	-0.1381	
conventional	c0-58	3	4	4	-0.3655	
conventional	c0-59	2	13	3	-0.5525	
conventional	ce61	14	13	13	0.1973	c0-11
holistic	he61	59	57	57	0.6674	h0-2
holistic	he62	5	3	3	-0.0055	h0-59
holistic	he63	59	57	57	0.5002	h0-20
holistic	he64	5	3	3	-0.0002	h0-5,h0-59
conventional	ce62	3	1	1	-0.5431	c0-29
conventional	ce63	4	2	2	0.0209	c0-26
conventional	ce64	3	1	1	-0.4653	c0-19
conventional	ce65	3	1	1	-0.5556	c0-32
holistic	he65	6	3	3	-0.0263	h0-2
conventional	ce66	4	1	1	0.4215	c0-6
conventional	ce67	6	3	3	0.0539	c0-39,c0-41
conventional	ce68	4	1	1	-0.5269	c0-11
conventional	ce69	5	2	2	-0.2348	c0-48,c0-43
conventional	ce70	6	3	3	0.0464	c0-41,c0-6
conventional	ce71	16	13	13	0.3603	c0-4
conventional	ce72	4	1	1	-0.4426	c0-32
conventional	ce73	13	10	10	0.2534	c0-33
conventional	ce74	5	1	1	-0.4191	ce73
conventional	ce75	5	1	1	-0.6768	c0-43,c0-17
conventional	ce76	6	2	2	-0.1609	c0-33
conventional	ce77	17	13	13	0.3002	c0-17
conventional	ce78	4	0	0	0.0	c0-48,c0-11
conventional	ce79	7	3	3	-0.0675	c0-32,c0-17
conventional	ce80	5	1	1	-0.4518	c0-20
conventional	ce81	5	1	1	-0.6251	c0-11
holistic	he66	8	3	3	-0.0007	h0-2
conventional	ce82	15	10	10	0.7267	c0-4
conventional	ce83	6	1	1	-0.3938	c0-6
holistic	he67	11	5	5	0.1203	h0-2
conventional	ce84	8	2	2	-0.181	c0-11
holistic	he68	9	2	2	-0.2302	h0-59
holistic	he69	8	1	1	-0.3252	h0-2
conventional	ce85	25	18	18	0.4894	c0-11
conventional	ce86	8	1	1	0.0	ce82
holistic	he70	19	11	11	0.1645	h0-2
holistic	he71	11	3	3	-0.0003	he61
conventional	ce87	9	1	1	-0.5856	ce82
holistic	he72	10	1	1	-0.3461	h0-59
conventional	ce88	12	3	3	0.0275	ce82
holistic	he73	59	49	49	0.4962	he61
conventional	ce89	12	2	2	-0.2316	ce71
conventional	ce90	23	13	13	0.2799	c0-26
conventional	ce91	12	2	2	-0.2043	ce82
holistic	he74	14	3	3	-0.0075	he61
conventional	ce92	12	1	1	-0.5265	c0-26
conventional	ce93	12	1	1	-0.7051	c0-17
