generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1959386939		0.536706	0.495199	1.741027	2	14.949000	0.996453	0.698124	0.061526	5	15.337000	0.402264	10	40	50
1	1475713599		0.524113	0.475502	1.741027	2	14.949000	0.985800	0.325851	0.264309	5	15.337000				
2	68636375		0.509000	0.472241	1.679457	4	15.340000	0.741449	0.331025	0.178428	5	15.337000				
3	1492422985		0.582811	0.483917	1.202194	2	15.340000	0.790685	0.440950	0.266050	5	15.337000				
4	852550635		0.579157	0.415635	1.202194	2	15.340000	0.722537	0.354916	1.124041	5	15.337000				
5	1783295775		0.594245	0.432117	1.202194	2	15.340000	0.862601	0.497961	0.251993	5	15.337000	0.437502	13	37	50
6	160989931		0.521700	0.432230	1.484696	2	15.340000	0.586403	0.429039	0.955263	5	15.337000				
7	1028786385		0.634701	0.449323	1.101648	2	15.340000	1.000000	0.559170	0.488282	5	15.337000				
8	1285167719		0.592429	0.387018	1.101648	2	15.340000	1.000000	0.458413	0.687388	5	15.337000				
9	936899132		0.591061	0.386732	1.101648	2	15.340000	0.618136	0.363712	0.202128	5	15.337000				
10	2044325231		0.549850	0.411754	1.101648	2	15.340000	0.882055	0.462643	0.096986	5	15.337000	0.196918	2	48	50
11	1790505237		0.575339	0.398303	1.101648	2	15.340000	0.910639	0.291546	0.058923	5	15.337000				
12	1897557533		0.539988	0.418906	1.250702	2	15.340000	1.000000	0.454575	1.928421	5	15.337000				
13	509921259		0.593748	0.392959	1.101648	2	15.340000	0.849433	0.461879	0.117787	5	15.337000				
14	400926204		0.556109	0.418214	0.961415	3	15.340000	0.853306	0.378796	0.078706	5	15.337000				
15	116782509		0.568497	0.410702	1.101648	2	15.340000	0.989459	0.665629	0.044651	5	15.337000	0.357667	5	45	50
16	373945988		0.580245	0.410489	0.848189	3	15.340000	0.921735	0.333199	0.053742	5	15.337000				
17	900482791		0.587534	0.405277	0.938854	3	15.340000	0.810484	0.339341	0.105951	5	15.337000				
18	820973882		0.517012	0.359434	0.847534	3	15.340000	0.929394	0.431513	0.031848	5	15.337000				
19	1708217417		0.516139	0.348826	0.916315	3	15.340000	0.742072	0.555874	0.883212	5	15.337000				
20	1893095452		0.629151	0.439038	0.847534	3	15.340000	0.826871	0.457966	0.260360	5	15.337000	0.376886	25	25	50
21	746835733		0.618868	0.361693	0.638807	3	15.340000	0.668523	0.463632	0.290230	5	15.337000				
22	294881051		0.521041	0.400672	0.784420	3	15.340000	0.995058	0.608990	0.003639	5	15.337000				
23	267959379		0.685326	0.409017	0.685513	3	15.340000	0.783570	0.304260	0.289726	5	15.337000				
24	1205243451		0.562199	0.316311	0.709336	3	15.340000	0.804506	0.338395	0.207145	5	15.337000				
25	517328657		0.533848	0.366190	0.704133	3	15.340000	0.899754	0.345453	0.087725	5	15.337000	0.311921	8	42	50
26	1722571018		0.683576	0.453199	0.695447	3	15.340000	0.886215	0.428783	0.409642	5	15.337000				
27	720341965		0.542255	0.412427	0.814364	3	15.340000	0.970353	0.414457	0.046608	5	15.337000				
28	1757277411		0.599145	0.306892	0.670303	3	15.340000	1.000000	0.507399	1.279542	5	15.337000				
29	1806023297		0.555533	0.382748	1.134520	3	15.340000	0.929866	0.446401	0.090167	5	15.337000				
30	1783384279		0.575791	0.348164	0.599975	3	15.340000	0.922820	0.461382	1.071314	5	15.337000	0.616734	28	22	50
31	1929080514		0.520839	0.335971	0.594423	3	15.340000	0.800789	0.401917	0.110753	5	15.337000				
32	11589315		0.525344	0.354479	0.843581	3	15.340000	1.000000	0.457366	7.449448	5	15.337000				
33	541805050		0.562743	0.307104	0.630268	3	15.340000	0.570579	0.315873	0.454974	5	15.337000				
34	1356436526		0.610567	0.484264	0.929920	3	15.340000	0.857889	0.438364	0.176144	5	15.337000				
35	809179924		0.616158	0.419426	0.938028	3	15.340000	0.979282	0.480607	0.208637	5	15.337000	0.349163	8	42	50
36	133958559		0.503199	0.384076	0.926020	3	15.340000	0.858611	0.411487	0.078288	5	15.337000				
37	565523763		0.501939	0.370889	0.914595	3	15.340000	0.862083	0.345176	0.534098	5	15.337000				
38	1523863946		0.601334	0.409998	0.914595	3	15.340000	0.887056	0.444648	0.289599	5	15.337000				
39	1065770675		0.572782	0.444397	0.925259	3	15.340000	0.741442	0.408116	0.705698	5	15.337000				
40	417826216		0.500000	0.392826	0.916639	3	15.340000	0.980680	0.765270	0.273202	5	15.337000	0.535769	31	19	50
41	739100861		0.592882	0.432185	0.910437	3	15.340000	0.836895	0.439249	0.274100	5	15.337000				
42	1947834913		0.598063	0.411753	0.916639	3	15.340000	0.879537	0.394714	0.181893	5	15.337000				
43	1973324555		0.572381	0.386334	0.900457	3	15.340000	0.954500	0.549386	1.248827	5	15.337000				
44	1297604338		0.516335	0.376910	0.858640	3	15.340000	0.657727	0.458729	0.410001	5	15.337000				
45	299887486		0.577051	0.425016	0.916639	3	15.340000	1.000000	0.517921	2.100119	5	15.337000	0.478776	19	31	50
46	1468827276		0.588685	0.373108	0.916639	3	15.340000	0.829526	0.412927	0.380606	5	15.337000				
47	1873058975		0.592042	0.388890	0.916639	3	15.340000	0.839102	0.445173	0.154381	5	15.337000				
48	1215747942		0.644646	0.371512	0.916639	3	15.340000	0.854464	0.413790	0.137412	5	15.337000				
