generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1341846876		0.652775	0.517707	1.068702	4	15.340000	0.996030	0.726845	0.031891	5	15.337000	0.363684	13	37	50
1	2094825500		0.591570	0.438878	2.000032	4	15.340000	0.929774	0.337027	0.114189	5	15.337000				
2	557575439		0.525740	0.502603	1.804193	3	15.340000	0.939155	0.236465	0.099722	5	15.337000				
3	2109568734		0.606803	0.488302	1.169085	4	15.340000	0.910816	0.378100	0.108685	5	15.337000				
4	390303728		0.629419	0.458121	1.141860	3	15.340000	0.932659	0.499204	0.068876	5	15.337000				
5	2008133527		0.496504	0.378799	1.157939	3	15.340000	0.696036	0.405120	0.423497	5	15.337000	0.416800	15	35	50
6	219553417		0.565201	0.450882	1.223325	4	15.340000	0.840816	0.440161	0.182521	5	15.337000				
7	2041225105		0.533498	0.385565	1.223325	4	15.340000	0.565366	0.371115	0.417370	5	15.337000				
8	1402883829		0.522160	0.395664	1.119490	3	15.340000	1.000000	0.444352	0.503019	5	15.337000				
9	1444210516		0.568451	0.430956	1.122581	3	15.340000	0.781703	0.381297	0.136328	5	15.337000				
10	553154965		0.522160	0.384231	1.119490	3	15.340000	0.870564	0.344752	0.190201	5	15.337000	0.318348	7	43	50
11	69008096		0.625581	0.469166	1.132367	3	15.340000	0.851508	0.347252	0.268940	5	15.337000				
12	1604461217		0.503590	0.385093	1.132367	3	15.340000	0.828055	0.489746	0.304368	5	15.337000				
13	423713525		0.500791	0.376204	1.128791	3	15.340000	0.891858	0.368287	0.103912	5	15.337000				
14	1507215519		0.533852	0.416003	0.985635	2	15.340000	0.973473	0.519063	0.124104	5	15.337000				
15	792574535		0.603417	0.390530	0.923728	2	15.340000	0.676231	0.381802	0.694954	5	15.337000	0.461595	20	30	50
16	1783361895		0.622067	0.408723	0.945358	2	15.340000	0.885846	0.458254	0.080204	5	15.337000				
17	1796182847		0.509814	0.357206	0.945358	2	15.340000	0.837600	0.508757	1.121486	5	15.337000				
18	1493943741		0.698465	0.426890	0.690488	2	15.340000	0.807349	0.465253	0.459954	5	15.337000				
19	1070418184		0.577901	0.302122	0.690488	2	15.340000	0.929950	0.326364	0.032254	5	15.337000				
20	1294691768		0.505189	0.298471	0.690488	2	15.340000	0.726855	0.313736	0.294290	5	15.337000	0.399948	11	39	50
21	1451476094		0.669361	0.349750	0.702155	2	15.340000	0.726400	0.407649	0.558320	5	15.337000				
22	271945602		0.692924	0.354065	0.528942	2	15.340000	0.721442	0.495963	0.440762	5	15.337000				
23	44780243		0.589851	0.366400	0.702155	2	15.340000	0.768438	0.465167	0.626820	5	15.337000				
24	827742326		0.425120	0.328775	1.619134	2	14.862000	0.828515	0.582129	0.393376	5	15.337000				
25	2009492042		0.520495	0.463678	1.619134	2	14.862000	0.886245	0.515062	0.158617	5	15.337000	0.341700	8	42	50
26	664533185		0.516542	0.469206	1.515427	2	14.862000	0.881749	0.484217	0.079140	5	15.337000				
27	1101881071		0.638024	0.337906	0.918599	2	14.862000	0.766447	0.452140	0.201035	5	15.337000				
28	748652695		0.647044	0.421547	0.728802	2	14.862000	0.890651	0.319187	0.138701	5	15.337000				
29	1192699558		0.564210	0.409042	0.848213	2	14.862000	0.765382	0.473024	0.223224	5	15.337000				
30	1677435032		0.607211	0.408457	0.802083	2	14.774000	0.837352	0.450360	0.100918	5	15.337000	0.325354	0	50	50
31	594693585		0.533858	0.349189	0.802083	2	14.774000	0.856547	0.402400	0.072431	5	15.337000				
32	1167871621		0.682652	0.427103	0.820633	2	14.774000	0.877584	0.384056	3.550662	5	15.337000				
33	1707033590		0.556346	0.356157	0.820633	2	14.774000	0.883535	0.539003	0.333357	5	15.337000				
34	210132727		0.657675	0.421252	0.941267	2	14.774000	0.908395	0.460029	0.089581	5	15.337000				
35	85135997		0.555114	0.451316	1.231744	2	14.027000	0.821169	0.575364	0.122384	5	15.337000	0.299684	0	50	50
36	368537126		0.749399	0.498253	1.146482	2	14.033000	0.886797	0.386742	0.095358	5	15.337000				
37	2127438080		0.551863	0.421566	1.036579	2	15.340000	0.919889	0.508083	0.035555	5	15.337000				
38	1772670258		0.526908	0.393727	1.036579	2	15.340000	0.956194	0.476167	1.016051	5	15.337000				
39	1652712745		0.542611	0.392609	0.873774	2	15.340000	0.962857	0.358554	0.232308	5	15.337000				
40	1644520804		0.906826	0.492522	0.160277	3	15.089000	0.910169	0.345953	0.121932	5	15.337000	0.392986	22	28	50
41	587420941		0.754524	0.603078	1.127295	2	15.340000	0.943109	0.400189	0.080569	5	15.337000				
42	160694479		0.508385	0.401971	1.436228	2	15.340000	0.828889	0.418388	0.087225	5	15.337000				
43	1586764994		0.513385	0.367112	1.127295	2	15.340000	0.803269	0.432900	0.097372	5	15.337000				
44	1789721603		0.513385	0.370095	1.127295	2	15.340000	0.850426	0.453411	0.093468	5	15.337000				
45	542491888		0.507360	0.369200	1.094589	2	15.340000	0.783753	0.307673	0.121733	5	15.337000	0.232324	3	47	50
46	402574898		0.507360	0.375204	1.094589	2	15.340000	0.881348	0.577883	0.149169	5	15.337000				
47	176895833		0.508255	0.407026	1.059031	2	15.340000	0.943728	0.363815	0.027395	5	15.337000				
48	190805491		0.548685	0.446916	1.084906	2	15.340000	0.676551	0.441470	0.227196	5	15.337000				
49	6754220		0.583856	0.399906	0.773267	2	15.340000	0.626220	0.374656	0.187664	5	15.337000				
50	736012919		0.605915	0.459454	1.153347	2	14.398000	0.713993	0.445903	0.143896	5	15.337000	0.502356	21	29	50
51	1803167254		0.574374	0.457965	1.091962	2	15.340000	0.545834	0.345365	1.937576	5	15.337000				
52	728915760		0.641820	0.387239	1.091962	2	15.340000	0.823130	0.500918	0.230189	5	15.337000				
53	667678864		0.548059	0.448380	1.297269	2	15.340000	0.838356	0.499624	0.416359	5	15.337000				
54	1810446521		0.556792	0.417593	1.084676	2	15.340000	0.827629	0.334510	0.079760	5	15.337000				
55	1197961290		0.580894	0.440780	1.071869	2	15.340000	0.855577	0.467675	1.494701	5	15.337000	0.505820	26	24	50
56	740897412		0.698923	0.398787	2.000000	1	13.500000	0.979955	0.652008	0.038659	5	15.337000				
57	1985145794		0.645322	0.525329	1.099230	2	15.340000	0.578929	0.477909	0.865681	5	15.337000				
58	2110086247		0.500000	0.381565	1.099230	2	15.340000	0.960975	0.454903	0.132082	5	15.337000				
59	1657009861		0.536693	0.391441	0.948923	2	15.340000	0.871608	0.411254	0.076070	5	15.337000				
60	1062903986		0.528656	0.431266	1.477547	5	15.340000	0.894421	0.538661	2.147026	5	15.337000	0.590487	29	21	50
61	1975935047		0.558562	0.432121	1.099230	2	15.340000	0.976237	0.575347	0.042215	5	15.337000				
62	1614214931		0.662346	0.419698	0.560372	2	15.340000	0.872500	0.610816	0.141961	5	15.337000				
63	707106621		0.714374	0.510185	1.227145	3	14.881000	0.952292	0.474912	0.173869	5	15.337000				
64	897457676		0.621696	0.476713	1.011121	2	15.340000	1.000000	0.469120	2.363970	5	15.337000				
65	129294365		0.520875	0.380842	1.011121	2	15.340000	0.926450	0.507902	0.173630	5	15.337000	0.353434	5	45	50
66	1451759509		0.508741	0.388388	1.011121	2	15.340000	0.828406	0.515622	0.133201	5	15.337000				
67	1716014745		0.501994	0.393919	1.011121	2	15.340000	1.000000	0.512676	0.113711	5	15.337000				
68	719863050		0.501994	0.377844	1.011121	2	15.340000	1.000000	0.419951	0.699460	5	15.337000				
69	1079712932		0.524856	0.388439	1.006539	2	15.340000	0.839102	0.516682	0.671589	5	15.337000				
70	943604649		0.576483	0.403929	1.518394	2	15.340000	0.870889	0.521366	0.234520	5	15.337000	0.417213	13	37	50
71	929597847		0.731297	0.371933	1.006539	2	15.340000	0.745556	0.514980	1.022707	5	15.337000				
72	154593959		0.600404	0.362195	1.006539	2	15.340000	0.793256	0.460204	1.154140	5	15.337000				
73	534941551		0.593252	0.364304	0.690109	2	15.340000	0.814704	0.309226	0.125079	5	15.337000				
74	974541190		0.571931	0.452393	1.073567	2	15.340000	0.902093	0.425235	0.059509	5	15.337000				
75	725190064		0.537785	0.395420	0.922707	2	15.340000	0.877174	0.451220	0.131611	5	15.337000	0.495375	21	29	50
76	1157774009		0.521727	0.364865	0.922707	2	15.340000	0.961965	0.468260	0.511151	5	15.337000				
77	1483068751		0.516608	0.358197	0.922707	2	15.340000	0.944798	0.485237	0.117067	5	15.337000				
78	203717828		0.538092	0.388162	1.282101	2	15.340000	1.000000	0.307665	1.235765	5	15.337000				
79	2136674892		0.584532	0.451317	1.119819	2	15.340000	0.980672	0.396190	0.270780	5	15.337000				
80	1251353575		0.569210	0.436745	0.847501	2	15.340000	0.553392	0.258190	0.923928	5	15.337000	0.354521	8	42	50
81	234988616		0.548885	0.342925	0.867033	2	15.340000	0.844947	0.337003	0.143562	5	15.337000				
82	2095567799		0.614604	0.376124	0.819287	2	15.340000	0.926687	0.501858	0.162311	5	15.337000				
83	1750759649		0.602918	0.509472	1.533554	2	15.340000	0.859525	0.500715	0.180024	5	15.337000				
84	1841587677		0.574756	0.464426	1.134628	2	15.340000	0.986911	0.538249	0.214856	5	15.337000				
85	401830528		0.782254	0.444367	0.495583	2	15.340000	0.916422	0.530614	1.393042	5	15.337000	0.625562	31	19	50
86	211462226		0.519345	0.309043	0.856503	2	15.340000	0.861584	0.405629	0.138255	5	15.337000				
87	702955958		0.651946	0.270904	0.495583	2	15.340000	0.949094	0.381716	1.039486	5	15.337000				
88	1454621860		0.604067	0.248518	0.407881	2	15.340000	0.934520	0.523044	0.130679	5	15.337000				
89	486818150		0.556676	0.263441	0.495583	2	15.340000	0.862662	0.484640	0.991538	5	15.337000				
90	1962798033		0.572584	0.468416	1.160471	3	15.340000	0.933009	0.448710	1.522196	5	15.337000	0.359519	11	39	50
91	57758310		0.628078	0.385792	0.612241	2	15.340000	0.941961	0.475803	1.134941	5	15.337000				
92	509344598		0.742834	0.324079	0.497670	2	15.340000	0.812789	0.361535	0.311186	5	15.337000				
93	1865411264		0.597329	0.313872	0.569284	2	15.340000	0.953381	0.383265	0.971457	5	15.337000				
94	2019133282		0.626839	0.277523	0.569284	2	15.340000	0.868005	0.473494	0.083010	5	15.337000				
95	1995364588		0.659348	0.329045	0.569284	2	15.340000	0.949211	0.366900	0.043675	5	15.337000	0.469182	16	34	50
96	241319398		0.562965	0.424036	1.385154	2	15.340000	0.892475	0.364377	2.846918	5	15.337000				
97	913943406		0.597216	0.472490	1.181070	2	15.340000	0.926784	0.397465	0.289536	5	15.337000				
98	669225267		0.684443	0.473828	0.896215	2	15.340000	0.911922	0.387579	1.808865	5	15.337000				
99	674346157		0.594567	0.306972	0.935153	2	15.340000	0.680937	0.515138	0.929616	5	15.337000				
100	471364502		0.729929	0.468536	0.507414	2	15.340000	0.904338	0.447903	1.638755	5	15.337000	0.531561	22	28	50
101	780990765		0.729929	0.242399	0.507414	2	15.340000	0.645782	0.421451	0.231671	5	15.337000				
102	213497019		0.583983	0.364443	0.893661	2	15.340000	0.888010	0.406490	0.414189	5	15.337000				
103	1964085181		0.743399	0.352788	0.507409	2	15.340000	0.869106	0.450363	1.754845	5	15.337000				
104	324882524		0.728363	0.247082	0.507409	2	15.340000	0.892986	0.528997	2.097715	5	15.337000				
105	80880999		0.521593	0.300631	0.814775	2	15.340000	0.977278	0.429575	0.493338	5	15.337000	0.636965	35	15	50
106	1835428106		0.745525	0.383805	0.507410	2	15.340000	0.753649	0.499277	0.447379	5	15.337000				
107	508603029		0.688378	0.250213	0.507403	2	15.340000	0.860284	0.469881	0.084263	5	15.337000				
108	1851649583		0.689572	0.402672	0.507400	2	15.340000	0.752101	0.437450	0.240450	5	15.337000				
