generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1060457471		0.530037	0.489181	1.761695	4	15.340000	0.965524	0.352223	0.155859	5	15.337000	0.325135	5	45	50
1	205314379		0.600700	0.473452	1.178082	10	15.340000	0.697551	0.353037	1.221561	5	15.337000				
2	555074330		0.658084	0.480429	0.920812	10	15.340000	0.795152	0.476948	0.489196	5	15.337000				
3	2137071901		0.676291	0.528931	2.000000	1	13.500000	0.821900	0.498151	0.339939	5	15.337000				
4	1269938626		0.594647	0.506702	1.363339	6	15.340000	0.927825	0.471462	0.167964	5	15.337000				
5	118666479		0.505839	0.439909	1.522719	6	15.340000	0.861951	0.449386	0.310150	5	15.337000	0.216055	2	48	50
6	93283740		0.583411	0.446661	1.558707	3	15.340000	0.921613	0.495123	0.119604	5	15.337000				
7	309750140		0.601283	0.456657	1.033596	2	15.340000	0.844909	0.327697	0.158871	5	15.337000				
8	1627334457		0.643887	0.445833	1.537716	3	15.340000	0.852972	0.401976	0.105507	5	15.337000				
9	1195044209		0.772246	0.453548	0.554356	2	15.340000	0.968433	0.452695	0.015619	5	15.337000				
10	1328214765		0.765087	0.240541	0.448618	2	15.340000	0.901168	0.371540	0.054867	5	15.337000	0.185740	2	48	50
11	1782209852		0.722847	0.268069	0.543703	2	15.340000	0.691716	0.236907	0.207702	5	15.337000				
12	766172909		0.830464	0.294963	0.261703	2	15.340000	0.958509	0.496773	0.267792	5	15.337000				
13	1462065297		0.595989	0.413726	1.370668	2	15.340000	1.000000	0.611285	1.436361	5	15.337000				
14	608543748		0.904725	0.501995	0.225926	2	15.340000	0.959105	0.499245	0.059029	5	15.337000				
15	87726840		0.775240	0.159808	0.216114	2	15.340000	0.986922	0.453545	0.012780	5	15.337000	0.382121	15	35	50
16	1079553253		0.789289	0.236950	0.253066	2	15.340000	0.792193	0.360909	0.136832	5	15.337000				
17	954217077		0.889599	0.301068	0.248204	2	15.340000	0.770850	0.379468	0.293407	5	15.337000				
18	26532665		0.762036	0.330362	0.643831	2	15.340000	1.000000	0.550525	0.943356	5	15.337000				
19	612066895		0.970718	0.253417	0.081285	2	15.340000	0.970374	0.422196	0.362053	5	15.337000				
20	1765453164		0.719318	0.320343	0.739839	2	15.340000	0.759869	0.344614	0.379186	5	15.337000	0.398400	16	34	50
21	261955361		0.776398	0.253962	0.366742	2	15.340000	0.923783	0.514293	0.115485	5	15.337000				
22	650224613		0.625007	0.197405	0.449569	2	15.340000	0.978982	0.386681	0.012330	5	15.337000				
23	515190408		0.558802	0.404924	1.532808	8	15.340000	0.817175	0.374908	0.207403	5	15.337000				
24	73356912		0.717332	0.415684	0.744882	2	15.340000	0.897447	0.360346	0.065216	5	15.337000				
25	1706906037		0.594465	0.486819	1.804383	2	15.340000	0.870198	0.492776	0.225697	5	15.337000	0.220531	0	50	50
