population	name	generation	age	evals	fitness	parents
holistic	h0-0	14	40	15	0.0665	
holistic	h0-1	10	30	11	0.0	
holistic	h0-2	54	59	55	0.6621	
holistic	h0-3	10	43	11	0.0	
holistic	h0-4	10	46	11	-0.0001	
holistic	h0-5	10	44	11	-0.0	
holistic	h0-6	10	41	11	0.0	
holistic	h0-7	10	52	11	-0.0	
holistic	h0-8	10	54	11	0.0	
holistic	h0-9	5	36	6	-0.2034	
holistic	h0-10	10	26	11	-0.0167	
holistic	h0-11	23	59	24	0.1959	
holistic	h0-12	10	21	11	-0.0002	
holistic	h0-13	10	29	11	0.0	
holistic	h0-14	7	59	8	-0.0016	
holistic	h0-15	10	12	11	0.0	
holistic	h0-16	4	30	5	-0.2436	
holistic	h0-17	10	53	11	-0.0	
holistic	h0-18	10	51	11	-0.0	
holistic	h0-19	10	57	11	-0.0001	
holistic	h0-20	10	35	11	0.0	
holistic	h0-21	10	36	11	-0.0001	
holistic	h0-22	10	57	11	-0.0003	
holistic	h0-23	10	50	11	-0.0	
holistic	h0-24	10	23	11	0.0	
holistic	h0-25	23	59	24	1.4056	
holistic	h0-26	10	51	11	-0.0151	
holistic	h0-27	19	59	20	0.7279	
holistic	h0-28	10	47	11	0.0	
holistic	h0-29	10	39	11	0.0	
holistic	h0-30	1	59	2	0.5	
holistic	h0-32	26	49	27	0.148	
holistic	h0-33	10	35	11	-0.0032	
holistic	h0-34	7	46	8	-0.1118	
holistic	h0-35	56	59	57	0.7654	
holistic	h0-36	10	53	11	0.0	
holistic	h0-37	10	46	11	0.0	
holistic	h0-38	10	50	11	0.0	
holistic	h0-39	10	30	11	-0.0	
holistic	h0-40	10	57	11	-0.0001	
holistic	h0-41	10	28	11	0.0	
holistic	h0-42	10	11	11	0.0	
holistic	h0-43	10	32	11	0.0	
holistic	h0-44	10	17	11	-0.0	
holistic	h0-45	10	57	11	-0.0001	
holistic	h0-46	3	59	4	-0.0	
holistic	h0-47	8	48	9	-0.0541	
holistic	h0-48	10	29	11	-0.0021	
