generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	121038413		0.587002	0.480525	1.126466	2	15.340000	0.941772	0.693920	0.540265	5	15.337000	0.435907	17	33	50
1	628440554		0.638857	0.472262	0.810653	2	15.340000	0.868926	0.251137	0.291044	5	15.337000				
2	343637712		0.613523	0.371125	1.253454	2	15.340000	0.812572	0.239782	0.276599	5	15.337000				
3	1705927162		0.573886	0.354195	1.192115	2	15.340000	0.913321	0.510364	0.128352	5	15.337000				
4	1326407409		0.624365	0.375556	1.267002	2	15.340000	0.749008	0.380230	0.196479	5	15.337000				
5	1282703639		0.556245	0.409256	1.975489	8	15.340000	0.893721	0.423367	0.180791	5	15.337000	0.419183	11	39	50
6	355665516		0.543160	0.489463	1.661544	6	15.340000	0.844130	0.414795	0.158053	5	15.337000				
7	1916595104		0.613506	0.450414	1.228433	6	15.340000	0.970409	0.529427	0.426189	5	15.337000				
8	1105074087		0.518218	0.412784	1.339350	6	15.340000	0.873906	0.410120	0.127451	5	15.337000				
9	918975341		0.785140	0.386110	1.270243	6	15.340000	0.893928	0.633665	1.459381	5	15.337000				
10	1951836889		0.724021	0.438095	2.077508	8	15.340000	0.966277	0.638477	0.121631	5	15.337000	0.354979	12	38	50
11	791046619		0.621700	0.513373	1.278170	6	15.340000	0.900409	0.414416	0.078613	5	15.337000				
12	1524484870		0.687960	0.506144	2.012319	8	15.340000	0.987769	0.395166	0.009852	5	15.337000				
13	271540804		0.582802	0.507327	1.555073	8	15.340000	0.747136	0.467647	0.481573	5	15.337000				
14	949120204		0.543030	0.436931	1.532026	8	15.340000	0.941397	0.449647	0.183088	5	15.337000				
15	2003950194		0.500619	0.434149	1.423328	8	15.340000	0.923213	0.395463	0.068327	5	15.337000	0.269757	1	49	50
16	52229994		0.535077	0.459754	1.463326	8	15.340000	0.817711	0.463196	0.289937	5	15.337000				
17	359246997		0.762154	0.468965	0.667430	8	15.340000	0.914140	0.304613	0.040659	5	15.337000				
18	2125749313		0.490644	0.429230	1.450920	6	15.340000	0.981767	0.383506	0.027845	5	15.337000				
19	744754517		0.797093	0.452620	0.415997	8	15.340000	0.731402	0.404011	0.242491	5	15.337000				
20	314672392		0.803959	0.513380	0.492321	8	15.340000	0.887351	0.516796	0.154530	5	15.337000	0.380802	6	44	50
21	309670852		0.683266	0.456397	1.420191	8	15.340000	0.738972	0.560449	0.515733	5	15.337000				
22	1971374170		0.605507	0.435192	1.536235	8	15.340000	0.817333	0.463204	0.127424	5	15.337000				
23	503592470		0.744061	0.480829	0.770246	6	15.340000	1.000000	0.537327	1.509183	5	15.337000				
24	1525044934		0.694227	0.513982	1.735707	6	15.340000	0.989203	0.753909	0.098271	5	15.337000				
25	1580869807		0.551907	0.456225	1.777201	6	15.340000	0.736050	0.439411	0.516690	5	15.337000	0.370978	1	49	50
26	65974062		0.854861	0.477824	0.294690	8	15.340000	0.837856	0.454892	0.275599	5	15.337000				
27	1697234550		0.680807	0.484518	2.117785	8	15.340000	0.951202	0.417942	0.051790	5	15.337000				
28	555354531		0.683411	0.460853	1.987020	8	15.340000	0.831036	0.325883	0.321311	5	15.337000				
29	1753814036		0.605005	0.499852	1.297283	10	15.340000	0.712565	0.479813	0.602698	5	15.337000				
30	1233577753		0.596432	0.401615	1.870996	8	15.340000	0.844875	0.435746	0.335694	5	15.337000	0.289172	3	47	50
31	1640502575		0.560874	0.469909	1.478816	8	15.340000	0.942875	0.676564	0.955836	5	15.337000				
