generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	340166759		0.523655	0.479473	1.741866	10	15.340000	0.976191	0.828095	0.592425	5	15.337000	0.367994	7	43	50
1	633566226		0.688479	0.454970	0.788989	3	15.340000	0.666875	0.421369	1.645001	5	15.337000				
2	426299018		0.902159	0.584718	0.329816	3	15.340000	0.685592	0.472418	0.349163	5	15.337000				
3	1778012878		0.689211	0.531795	1.935329	8	15.340000	0.703999	0.374311	0.346685	5	15.337000				
4	786427249		0.521124	0.466330	1.778428	3	15.340000	1.000000	0.473087	1.992056	5	15.337000				
5	789645148		0.630119	0.508548	1.433278	3	15.340000	0.784017	0.558111	0.881542	5	15.337000	0.349977	8	42	50
6	1933190793		0.676879	0.448843	0.954597	3	15.340000	0.868949	0.462270	0.373798	5	15.337000				
7	935902165		0.776172	0.453661	0.488639	3	15.340000	0.681440	0.308067	0.500887	5	15.337000				
8	1501375628		0.741868	0.240292	0.475113	3	15.340000	0.698435	0.409429	0.415282	5	15.337000				
9	1901344744		0.715370	0.343904	1.756218	3	15.340000	0.962144	0.417298	0.890728	5	15.337000				
10	510384152		0.609169	0.484513	1.126754	3	15.340000	0.752973	0.412569	1.193976	5	15.337000	0.383010	8	42	50
11	1269013813		0.770137	0.501787	1.328019	3	15.340000	0.926421	0.496837	1.633009	5	15.337000				
12	1282620313		0.594648	0.467162	1.308999	4	15.340000	0.902658	0.464883	0.552555	5	15.337000				
13	2057008403		0.654691	0.362221	0.712827	4	15.340000	0.977624	0.478734	0.762870	5	15.337000				
14	322051101		0.544305	0.444030	1.419330	4	15.340000	0.598531	0.463990	1.511737	5	15.337000				
15	520801205		0.661190	0.355416	1.046384	4	15.340000	0.940152	0.481777	1.376385	5	15.337000	0.421711	17	33	50
16	1459124460		0.728824	0.334977	0.812713	4	15.340000	0.826484	0.361219	0.371753	5	15.337000				
17	367661739		0.871601	0.355281	0.632575	4	15.340000	0.862059	0.382883	0.076289	5	15.337000				
18	1693794749		0.708347	0.354897	1.195433	4	15.340000	0.931380	0.463157	0.084331	5	15.337000				
19	996685526		0.632335	0.387912	0.944122	4	15.340000	0.928933	0.462778	0.076390	5	15.337000				
20	1460898047		0.677697	0.306907	0.906355	4	15.340000	0.778271	0.348054	0.304494	5	15.337000	0.185927	3	47	50
21	504928262		0.577844	0.344522	1.494283	4	15.340000	0.847971	0.345618	0.093769	5	15.337000				
22	1071466367		0.652078	0.363823	0.995348	4	15.340000	0.911330	0.294176	0.153076	5	15.337000				
23	1776929649		0.606513	0.400693	0.856425	4	15.340000	0.919108	0.460522	0.113047	5	15.337000				
24	2029172068		0.533635	0.374991	1.959495	10	15.340000	0.749553	0.368134	0.790980	5	15.337000				
25	1076797413		0.628779	0.502360	1.141862	4	15.340000	0.744827	0.435175	0.503934	5	15.337000	0.335371	7	43	50
26	82974130		0.756506	0.388096	0.309247	8	15.340000	0.880060	0.386747	0.158843	5	15.337000				
27	1181584073		0.797055	0.407295	0.513395	9	15.340000	0.915748	0.439578	0.050201	5	15.337000				
28	485380774		0.871717	0.490717	0.249772	9	15.340000	0.787074	0.415350	0.683482	5	15.337000				
29	1620708889		0.711238	0.487094	0.394479	9	15.340000	0.878829	0.516023	0.199967	5	15.337000				
30	1314818616		0.674810	0.523143	0.905346	9	15.340000	0.869948	0.513440	0.519041	5	15.337000	0.352153	7	43	50
31	813325105		0.701327	0.492233	0.851735	9	15.340000	0.740268	0.375389	0.254078	5	15.337000				
32	1591254998		0.751970	0.458823	0.726587	9	15.340000	0.779708	0.490490	0.557302	5	15.337000				
33	194700710		0.647159	0.448286	0.858134	3	15.340000	0.836977	0.338022	0.186696	5	15.337000				
34	1306988177		0.655264	0.340238	0.856968	3	15.340000	1.000000	0.465341	1.213794	5	15.337000				
35	1295378323		0.569900	0.332813	1.132616	3	15.340000	0.829288	0.388600	0.119721	5	15.337000	0.322497	7	43	50
36	352208982		0.603092	0.313791	0.863044	3	15.340000	0.854545	0.360624	0.110842	5	15.337000				
37	1098798631		0.659296	0.422798	0.923121	3	15.340000	0.865043	0.423515	0.083618	5	15.337000				
38	1838560423		0.872020	0.508672	0.735065	3	15.340000	1.000000	0.526993	1.443026	5	15.337000				
39	1639937993		0.751800	0.482071	1.244904	3	15.340000	0.913484	0.309625	0.120247	5	15.337000				
40	417384481		0.663930	0.522667	1.693467	5	15.340000	0.808947	0.521096	0.184049	5	15.337000	0.243055	1	49	50
41	1912155875		0.759123	0.481047	0.504969	12	15.340000	1.000000	0.497254	0.573304	5	15.337000				
42	801417710		0.893689	0.288720	0.204186	12	15.340000	0.940461	0.474782	0.079821	5	15.337000				
43	445036376		0.637058	0.301314	1.027692	12	15.340000	0.934255	0.529462	0.085161	5	15.337000				
44	2005402483		0.745104	0.241779	0.783337	12	15.340000	0.887759	0.339213	0.201163	5	15.337000				
45	1450542010		0.543766	0.321373	2.008705	6	15.340000	0.868450	0.451594	0.064799	5	15.337000	0.273612	2	48	50
46	842196473		0.580275	0.468170	1.452939	6	15.340000	0.836425	0.580031	0.249565	5	15.337000				
47	515512448		0.765969	0.484790	2.429680	10	15.340000	1.000000	0.574259	1.049282	5	15.337000				
48	176992807		0.649027	0.540078	1.313893	7	15.340000	0.896047	0.379313	0.269351	5	15.337000				
49	501107677		0.742273	0.503497	1.763196	7	15.340000	0.867225	0.534161	0.378975	5	15.337000				
50	2017826450		0.543124	0.462074	1.763006	7	15.340000	0.908945	0.444666	0.095654	5	15.337000	0.189099	0	50	50
51	1193162454		0.524974	0.475474	1.595413	11	15.340000	0.930448	0.429647	0.107302	5	15.337000				
52	1224650058		0.618034	0.500680	1.562069	7	15.340000	0.905892	0.506385	0.093624	5	15.337000				
53	42453591		0.752274	0.475105	0.901963	4	15.340000	0.756824	0.529961	0.418444	5	15.337000				
54	1599683563		0.590934	0.517801	2.031913	11	15.340000	0.810470	0.476568	0.108472	5	15.337000				
55	1548001898		0.569701	0.515013	1.534715	5	15.340000	1.000000	0.434063	0.776306	5	15.337000	0.409595	10	40	50
56	1693386794		0.532151	0.397135	1.575144	12	15.340000	0.945562	0.535077	0.050115	5	15.337000				
57	2093630892		0.755571	0.454684	0.534328	12	15.340000	0.949211	0.404540	0.066188	5	15.337000				
58	1850460027		0.617685	0.372175	0.832399	12	15.340000	0.874442	0.413966	0.062889	5	15.337000				
59	393284314		0.665524	0.496812	0.872131	12	15.340000	0.929553	0.392892	0.061793	5	15.337000				
60	1663700761		0.684352	0.506679	1.518970	14	15.340000	0.990464	0.675300	0.013438	5	15.337000	0.229612	1	49	50
61	1668072672		0.622204	0.446006	1.133740	12	15.340000	0.804800	0.462280	0.355062	5	15.337000				
62	1447416990		0.735970	0.528307	1.801526	14	15.340000	0.926973	0.513292	0.061702	5	15.337000				
63	475643821		0.514770	0.478262	1.827003	14	15.340000	0.992321	0.500878	0.011766	5	15.337000				
64	91815580		0.597935	0.485689	1.216586	14	15.340000	0.893428	0.514771	0.056498	5	15.337000				
65	1220974362		0.665341	0.399083	1.041281	14	15.340000	0.825511	0.265315	0.093260	5	15.337000	0.332475	10	40	50
66	368366143		0.517195	0.412391	1.328931	14	15.340000	0.647494	0.510111	0.454547	5	15.337000				
67	286008566		0.561003	0.436362	2.310132	16	15.340000	0.884372	0.428690	0.097711	5	15.337000				
68	307698597		0.617503	0.519001	1.367195	12	15.340000	0.791858	0.408890	0.136571	5	15.337000				
69	1224397107		0.683591	0.411370	1.252822	12	15.340000	0.899093	0.470697	0.042715	5	15.337000				
70	1764351057		0.562018	0.450865	1.639933	5	15.340000	0.998664	0.505796	0.024571	5	15.337000	0.170502	3	47	50
71	2120694501		0.621552	0.516550	1.299638	6	15.340000	0.827795	0.210686	0.074564	5	15.337000				
72	540841992		0.645054	0.531501	1.698746	14	15.340000	0.620614	0.463754	0.533860	5	15.337000				
73	1338607629		0.554531	0.468668	1.614630	14	15.340000	0.941488	0.551576	0.087740	5	15.337000				
74	1999909824		0.584446	0.468518	2.000000	1	13.500000	0.706620	0.410318	0.459254	5	15.337000				
75	1043513991		0.540408	0.494670	1.700908	14	15.340000	0.991465	0.617496	0.011351	5	15.337000	0.210350	7	43	50
76	69406856		0.626940	0.485247	1.033496	8	15.340000	0.969610	0.452761	0.035990	5	15.337000				
77	1071764946		0.610011	0.357276	1.160146	8	15.340000	0.975809	0.266108	0.020862	5	15.337000				
78	1851614074		0.726853	0.430862	1.224292	2	15.340000	0.898514	0.138204	0.049467	5	15.337000				
79	452851177		0.584847	0.424700	1.703889	15	15.340000	0.915663	0.191283	0.119432	5	15.337000				
80	51586372		0.541107	0.461737	1.708031	15	15.340000	0.962671	0.389126	0.053130	5	15.337000	0.284870	2	48	50
81	1383010666		0.527938	0.468015	1.507233	8	15.340000	0.877104	0.335315	0.095087	5	15.337000				
82	2134055497		0.580534	0.442678	1.089365	15	15.340000	0.779818	0.471489	0.290196	5	15.337000				
83	1408560946		1.000000	0.554854	1.397874	5	15.340000	0.959472	0.567434	0.050786	5	15.337000				
84	1771337469		0.736569	0.495642	1.587756	16	15.340000	0.987405	0.387752	0.014630	5	15.337000				
85	1188206928		0.653879	0.452801	0.878214	5	15.340000	0.977871	0.407426	0.026059	5	15.337000	0.230843	0	50	50
86	1025581723		0.728592	0.512914	1.694420	7	15.340000	0.982845	0.235793	0.025825	5	15.337000				
87	1116297471		0.939091	0.559307	2.001273	5	15.340000	0.944055	0.532668	0.085865	5	15.337000				
88	729222310		0.651511	0.479811	1.070469	11	15.340000	0.960228	0.426122	0.076379	5	15.337000				
89	403474609		0.525484	0.376477	1.173083	9	15.340000	0.851951	0.428380	0.127056	5	15.337000				
90	1743457998		0.537479	0.365918	1.062086	14	15.340000	0.955418	0.396562	0.069406	5	15.337000	0.095771	0	50	50
91	253385291		0.551346	0.452227	1.440150	11	15.340000	0.565307	0.492590	1.029237	5	15.337000				
92	1653510253		0.784033	0.440727	1.960518	14	15.340000	0.971252	0.496091	0.041302	5	15.337000				
93	1025084104		0.784033	0.499187	1.960518	14	15.340000	0.864864	0.391513	0.059494	5	15.337000				
94	1003030712		0.784033	0.490537	1.960518	14	15.340000	0.760575	0.370628	0.106841	5	15.337000				
95	527102475		0.784033	0.484836	1.960518	14	15.340000	0.958901	0.342611	0.044472	5	15.337000	0.196528	0	50	50
96	654857417		0.882720	0.512738	0.280412	9	15.340000	1.000000	0.365502	0.967045	5	15.337000				
97	1962670746		0.961935	0.475695	2.131387	16	15.340000	0.752474	0.400641	0.111906	5	15.337000				
98	860910094		0.829233	0.534032	1.325146	14	15.340000	0.914302	0.362943	0.090224	5	15.337000				
99	574347947		0.706573	0.472178	0.710473	16	15.340000	0.955871	0.526698	0.092053	5	15.337000				
100	614408772		0.684828	0.454903	0.995357	14	15.340000	0.846464	0.390466	0.073686	5	15.337000	0.121572	0	50	50
101	1184496593		0.800982	0.511515	2.050689	16	15.340000	0.893836	0.404169	0.154834	5	15.337000				
102	1154177830		0.722072	0.473176	2.638053	14	15.340000	0.555696	0.464194	0.693052	5	15.337000				
103	877209346		0.632697	0.527278	2.144813	14	15.340000	0.959363	0.484406	0.026104	5	15.337000				
104	1912855829		0.727593	0.553235	1.917666	12	15.340000	0.784369	0.515444	0.340160	5	15.337000				
105	254929935		0.910551	0.504113	1.892605	12	15.340000	0.918494	0.466622	0.041202	5	15.337000	0.204623	3	47	50
106	523708423		0.774004	0.463465	1.874418	12	15.340000	0.921875	0.395388	0.093079	5	15.337000				
107	1530177621		0.603192	0.490144	1.144720	12	15.340000	0.900846	0.498908	0.213902	5	15.337000				
108	1463728364		0.895764	0.467825	1.839057	16	15.340000	0.978292	0.456143	0.016366	5	15.337000				
109	1725048848		0.840087	0.502240	1.916777	14	15.340000	0.837747	0.548374	0.294377	5	15.337000				
110	1372180729		0.553452	0.449906	1.441171	14	15.340000	0.709949	0.513043	0.623551	5	15.337000	0.352434	3	47	50
111	1478849425		0.567539	0.449380	1.588817	14	15.340000	0.835300	0.426462	0.088608	5	15.337000				
112	1666411156		0.591373	0.460226	1.622909	14	15.340000	0.930842	0.560088	1.032111	5	15.337000				
113	2023325675		0.551489	0.448027	1.622909	14	15.340000	0.812758	0.437741	1.970038	5	15.337000				
114	1061202099		0.527530	0.447631	1.453521	16	15.340000	0.714964	0.482790	0.469457	5	15.337000				
115	1329522643		0.562235	0.436953	1.170474	12	15.340000	0.990304	0.556975	1.003911	5	15.337000	0.416596	10	40	50
116	106415772		0.915245	0.464318	0.463912	16	15.340000	0.881123	0.205788	0.103928	5	15.337000				
117	368501247		0.734740	0.510219	1.998818	16	15.340000	0.954963	0.450513	1.055938	5	15.337000				
