population	name	generation	age	evals	fitness	parents
holistic	h0-0	10	27	11	0.0	
holistic	h0-1	10	44	11	-0.0014	
holistic	h0-2	13	25	14	0.1897	
holistic	h0-3	10	48	11	0.0	
holistic	h0-4	10	25	11	0.0	
holistic	h0-5	10	31	11	-0.0006	
holistic	h0-6	5	59	6	-0.0174	
holistic	h0-7	10	37	11	-0.0001	
holistic	h0-8	10	56	11	-0.0	
holistic	h0-9	10	59	11	0.0	
holistic	h0-10	6	59	7	-0.0001	
holistic	h0-11	4	59	5	-0.1675	
holistic	h0-12	10	40	11	0.0	
holistic	h0-13	1	59	2	-0.2791	
holistic	h0-14	10	44	11	-0.0179	
holistic	h0-15	11	38	12	0.0132	
holistic	h0-16	2	7	3	-0.6666	
holistic	h0-17	14	30	15	0.0612	
holistic	h0-18	10	20	11	0.0	
holistic	h0-19	8	10	9	-0.0804	
holistic	h0-20	10	52	11	-0.0	
holistic	h0-21	10	30	11	-0.0029	
holistic	h0-22	10	37	11	0.0	
holistic	h0-23	4	59	5	-0.0002	
holistic	h0-24	10	53	11	-0.0002	
holistic	h0-25	10	48	11	-0.0	
holistic	h0-26	7	59	8	-0.0016	
holistic	h0-27	8	59	9	0.1021	
holistic	h0-28	4	59	5	0.0	
holistic	h0-29	10	58	11	-0.0014	
holistic	h0-30	9	27	10	-0.024	
holistic	h0-31	6	59	7	0.1015	
holistic	h0-32	6	48	7	-0.1387	
holistic	h0-33	9	59	10	0.0	
holistic	h0-34	8	11	9	-0.0673	
holistic	h0-35	10	17	11	-0.009	
holistic	h0-36	10	27	11	-0.0003	
holistic	h0-37	10	44	11	-0.0007	
holistic	h0-38	10	35	11	-0.0	
holistic	h0-39	10	34	11	0.0	
holistic	h0-40	10	15	11	0.0	
holistic	h0-41	17	49	18	0.0997	
holistic	h0-42	10	13	11	-0.0	
holistic	h0-43	26	43	27	0.1852	
holistic	h0-44	10	39	11	-0.0206	
holistic	h0-45	10	27	11	-0.0007	
holistic	h0-46	10	36	11	-0.0077	
holistic	h0-47	7	11	8	-0.1068	
holistic	h0-48	1	59	2	-0.202	
holistic	h0-49	10	19	11	0.0	
holistic	h0-50	15	54	16	0.2699	
holistic	h0-51	10	25	11	0.0	
holistic	h0-52	5	59	6	0.1562	
holistic	h0-53	10	14	11	0.0	
holistic	h0-54	10	14	11	-0.0044	
holistic	h0-55	13	16	14	0.1314	
holistic	h0-56	10	50	11	-0.02	
holistic	h0-57	10	29	11	-0.0028	
holistic	h0-58	8	25	9	-0.0507	
holistic	h0-59	10	57	11	0.0787	
conventional	c0-0	1	59	2	-0.7954	
conventional	c0-2	2	57	3	-0.5418	
conventional	c0-3	4	20	5	-0.2774	
conventional	c0-4	3	20	4	-0.3067	
conventional	c0-5	16	57	17	0.516	
conventional	c0-6	11	25	12	0.1094	
conventional	c0-7	2	19	3	-0.3126	
conventional	c0-8	11	46	12	0.1343	
conventional	c0-9	4	20	5	-0.3108	
conventional	c0-10	2	43	3	-0.5603	
conventional	c0-11	3	25	4	-0.3718	
conventional	c0-12	1	18	2	-0.907	
conventional	c0-13	4	14	5	-0.3099	
conventional	c0-14	1	59	2	-0.5648	
conventional	c0-15	5	48	6	-0.1476	
conventional	c0-16	1	50	2	-0.9024	
conventional	c0-17	13	33	14	0.3423	
conventional	c0-18	2	36	3	-0.4602	
conventional	c0-19	2	50	3	-0.6501	
conventional	c0-20	10	41	11	0.1928	
conventional	c0-21	1	59	2	-0.2925	
conventional	c0-22	7	24	8	-0.111	
conventional	c0-23	2	53	3	-0.4233	
conventional	c0-24	3	13	4	-0.4353	
conventional	c0-25	4	59	5	-0.3183	
conventional	c0-26	14	52	15	0.0952	
conventional	c0-27	2	21	3	-0.5791	
conventional	c0-28	2	59	3	1.544	
conventional	c0-29	10	18	11	0.4652	
conventional	c0-30	0	59	1	-0.8232	
conventional	c0-31	14	18	15	0.1457	
conventional	c0-32	10	37	11	0.2754	
conventional	c0-33	24	57	25	0.3872	
conventional	c0-34	4	59	5	-0.094	
conventional	c0-35	5	26	6	-0.1593	
conventional	c0-36	2	7	3	-0.5083	
conventional	c0-37	14	59	15	0.406	
conventional	c0-38	6	38	7	-0.125	
conventional	c0-39	4	42	5	-0.3158	
conventional	c0-40	12	19	13	0.1468	
conventional	c0-41	15	43	16	0.1457	
conventional	c0-42	2	29	3	-0.6472	
conventional	c0-43	6	44	7	0.1007	
conventional	c0-44	7	43	8	-0.1006	
conventional	c0-45	4	52	5	-0.303	
conventional	c0-46	1	25	2	-0.7632	
conventional	c0-47	3	59	4	0.1957	
conventional	c0-48	1	6	2	-0.7899	
conventional	c0-49	3	13	4	-0.2633	
conventional	c0-50	10	11	11	0.1895	
conventional	c0-51	8	25	9	-0.0126	
conventional	c0-52	2	44	3	-0.7211	
conventional	c0-53	6	7	7	-0.1719	
conventional	c0-54	2	43	3	-0.5859	
conventional	c0-55	9	10	10	0.1012	
conventional	c0-56	15	43	16	0.3814	
conventional	c0-57	4	37	5	-0.0729	
conventional	c0-58	1	26	2	-0.9113	
conventional	c0-59	2	23	3	-0.7081	
conventional	ce61	2	2	2	-0.1362	c0-7
conventional	ce62	3	2	2	0.042	c0-57
holistic	he61	45	43	43	0.2791	h0-43
holistic	he62	5	3	3	-0.0102	h0-59
conventional	ce63	4	2	2	-0.0676	c0-47
conventional	ce64	14	12	12	0.2154	c0-50
conventional	ce65	6	4	4	0.0886	c0-40,c0-32
conventional	ce66	9	7	7	0.3438	c0-43
conventional	ce67	3	1	1	-0.4741	c0-32,c0-8
conventional	ce68	9	7	7	0.3431	c0-28
conventional	ce69	3	1	1	-0.472	c0-20
conventional	ce70	3	1	1	-0.6183	c0-5
holistic	he63	4	1	1	-0.364	h0-50
conventional	ce71	8	5	5	0.119	c0-8
conventional	ce72	5	2	2	0.068	c0-33
conventional	ce73	5	2	2	-0.0259	c0-5,c0-32
conventional	ce74	4	1	1	-0.6859	c0-32,c0-33
conventional	ce75	16	13	13	0.2778	c0-56
conventional	ce76	3	0	0	0.0	c0-29
conventional	ce77	5	1	1	-0.5183	c0-17
conventional	ce78	11	7	7	0.6043	c0-56,c0-5
conventional	ce79	4	0	0	0.0	c0-29
conventional	ce80	5	1	1	0.1606	c0-55
conventional	ce81	5	1	1	-0.5249	c0-32,c0-17
conventional	ce82	6	2	2	0.0364	c0-5
conventional	ce83	14	10	10	0.2976	c0-33,c0-55
holistic	he64	8	3	3	-0.0001	h0-2
holistic	he65	12	7	7	0.14	h0-55
conventional	ce84	23	18	18	0.3458	c0-5
conventional	ce85	13	8	8	0.3941	c0-56
conventional	ce86	6	1	1	0.2602	c0-29
conventional	ce87	6	1	1	-0.6926	c0-20,c0-56
conventional	ce88	9	4	4	0.123	c0-17
conventional	ce89	5	0	0	0.0	ce66
conventional	ce90	31	26	26	0.3793	c0-50
conventional	ce91	10	5	5	0.0999	c0-37
conventional	ce92	11	6	6	0.1402	ce75,c0-5
holistic	he66	9	3	3	0.0465	h0-2
conventional	ce93	9	3	3	0.0533	c0-5
conventional	ce94	11	5	5	0.1615	c0-17
conventional	ce95	10	4	4	0.0958	ce78
conventional	ce96	10	4	4	0.1001	c0-56
conventional	ce97	28	22	22	0.4595	c0-37
conventional	ce98	10	4	4	0.057	c0-29
conventional	ce99	9	3	3	0.0537	c0-33
conventional	ce100	9	3	3	0.0868	c0-41,c0-29
holistic	he67	12	5	5	0.0603	h0-50
conventional	ce101	8	1	1	-0.3037	ce78
conventional	ce102	8	1	1	-0.6058	c0-5
conventional	ce103	8	1	1	-0.6496	ce68
conventional	ce104	7	0	0	0.0	c0-29
conventional	ce105	9	2	2	-0.0282	c0-17
conventional	ce106	45	38	38	0.3609	c0-37
conventional	ce107	8	1	1	-0.6728	c0-33
holistic	he68	22	14	14	0.2564	h0-50
conventional	ce108	10	2	2	-0.1797	ce78
conventional	ce109	48	40	40	0.3615	c0-5,ce78
conventional	ce110	11	3	3	-0.0381	ce97
conventional	ce111	9	1	1	-0.7292	c0-6
conventional	ce112	21	13	13	0.5178	c0-37
conventional	ce113	14	5	5	0.1895	ce90
conventional	ce114	10	1	1	-0.3302	ce85
conventional	ce115	16	7	7	0.1508	ce106
conventional	ce116	10	1	1	-0.2717	ce83
conventional	ce117	10	1	1	-0.5778	ce84,ce85
conventional	ce118	11	1	1	-0.4391	ce106
conventional	ce119	11	1	1	-0.4496	ce97,c0-31
conventional	ce120	11	1	1	-0.4526	c0-56
conventional	ce121	12	2	2	0.0894	ce85
conventional	ce122	14	4	4	0.1539	c0-31
conventional	ce123	15	4	4	0.1845	ce90
conventional	ce124	13	1	1	-0.4589	ce97
conventional	ce125	13	1	1	-0.5807	c0-33
holistic	he69	14	1	1	-0.3298	he68
conventional	ce126	22	9	9	0.4573	ce112
conventional	ce127	21	7	7	0.5286	ce112
conventional	ce128	16	1	1	-0.437	ce112
holistic	he70	23	7	7	0.1429	he61
conventional	ce129	22	6	6	0.1288	ce109
conventional	ce130	17	1	1	0.1276	ce84,ce127
conventional	ce131	19	3	3	0.1055	ce127
holistic	he71	24	7	7	0.1429	he61
conventional	ce132	25	8	8	0.1447	ce127
conventional	ce133	20	2	2	-0.2409	ce109
conventional	ce134	37	19	19	0.3653	ce97
conventional	ce135	21	2	2	-0.0579	c0-33
conventional	ce136	22	3	3	-0.0808	ce126
conventional	ce137	20	1	1	-0.3627	ce112
conventional	ce138	25	6	6	0.3001	ce109
conventional	ce139	21	1	1	-0.5024	ce138
conventional	ce140	22	2	2	-0.1022	ce126
conventional	ce141	41	21	21	0.5914	ce90
conventional	ce142	23	3	3	-0.0439	ce106
conventional	ce143	22	1	1	-0.533	ce97
conventional	ce144	22	1	1	-0.4613	ce134,ce97
conventional	ce145	29	6	6	0.2775	ce106
conventional	ce146	24	1	1	-0.6023	ce141
conventional	ce147	25	1	1	-0.4608	ce90
conventional	ce148	27	1	1	-0.4032	ce145
conventional	ce149	59	33	33	0.6051	ce134
conventional	ce150	28	1	1	-0.5115	ce134
conventional	ce151	29	1	1	-0.4942	ce141
conventional	ce152	36	7	7	0.1766	ce141
conventional	ce153	32	2	2	0.0309	ce106
conventional	ce154	31	1	1	-0.6993	ce141
conventional	ce155	32	1	1	-0.4259	ce141
conventional	ce156	38	6	6	0.1689	ce141
conventional	ce157	34	1	1	-0.4793	ce141
conventional	ce158	36	1	1	-0.3471	ce141
conventional	ce159	36	1	1	-0.613	ce149
conventional	ce160	39	1	1	-0.4104	ce149
conventional	ce161	41	2	2	-0.0719	ce149
conventional	ce162	48	8	8	0.1603	ce149
conventional	ce163	42	1	1	-0.4323	ce149
conventional	ce164	43	2	2	-0.0332	ce109
conventional	ce165	43	1	1	-0.5032	ce149
conventional	ce166	43	1	1	-0.2649	ce109
conventional	ce167	51	3	3	-0.0429	ce149
conventional	ce168	59	5	5	0.1318	ce149
conventional	ce169	59	4	4	0.0837	ce149
conventional	ce170	59	1	1	0.3908	ce149
