population	name	born	g1	g2	n1	n2	ns	g2_contact	g2_height	g2_up	g2_joint	g1_other	g1_vel
holistic	h0-0	-55	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-1	-44	4.268034	18.318870	6	39	11	0	0	14.285556	4.033314	0	13.071795
holistic	h0-2	-53	0.032895	0.085091	1	2	3	0	0	0	0.085091	0	0
holistic	h0-3	-27	0	2.298969	0	2	5	0	2.298969	0	0	0	0
holistic	h0-4	-45	0	0	0	0	5	0	0	0	0	0	0
holistic	h0-5	-48	2.359340	2.080544	3	7	5	0	0.407917	1.672627	0	0	0
holistic	h0-6	-25	0	0	0	0	0	0	0	0	0	0	1.750316
holistic	h0-7	-47	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-8	-7	1.622526	1.622526	3	3	3	1.622526	0	0	0	0	0
holistic	h0-9	-57	0	0	0	0	7	0	0	0	0	0	0
holistic	h0-10	-37	1.241488	5.051718	4	7	9	0.070608	0	3.300992	1.680118	0	0
holistic	h0-11	-22	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-12	-4	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-13	-48	9.314937	18.531546	10	13	16	0	0	12.355140	6.176406	5.911317	0
holistic	h0-14	-11	0	0.132180	0	2	8	0.132180	0	0	0	0	0
holistic	h0-15	-51	0.213560	5.213496	2	8	2	0	0	0	5.213496	0.076746	0.824253
holistic	h0-16	-34	0	0	0	0	0	0	0	0	0	1.674064	0
holistic	h0-17	-44	0.914422	4.833067	1	3	7	0	0	0	4.833067	0	0
holistic	h0-18	-37	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-19	-49	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-20	-55	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-21	-26	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-22	-5	0	1.192740	0	5	13	0	0	0.905094	0.287646	0	0
holistic	h0-23	-10	2.697747	30.025908	9	45	16	0	13.248504	16.777404	0	0	0
holistic	h0-24	-13	0	0	0	0	1	0	0	0	0	1.333310	0
holistic	h0-25	-21	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-26	-17	0.784493	2.194228	1	2	1	0	0	0	2.194228	1.193467	0
holistic	h0-27	-14	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-28	-5	0.789988	3.135673	1	5	4	0.508272	2.627401	0	0	0	1.932928
holistic	h0-29	-2	0	0	0	0	1	0	0	0	0	0	0
holistic	h0-30	-54	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-31	-2	0	0	0	0	9	0	0	0	0	0	0
holistic	h0-32	-55	1.214156	1.214156	4	4	7	1.214156	0	0	0	8.505208	0
holistic	h0-33	-54	0.076756	9.276794	1	9	12	3.895052	0	1.225996	4.155746	0	0
holistic	h0-34	-26	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-35	-42	1.929741	1.002444	3	3	6	0	0	0	1.002444	1.468992	0
holistic	h0-36	-50	0	0	0	0	1	0	0	0	0	0	0
holistic	h0-37	-29	0.311152	10.097236	2	6	6	0	0	0	10.097236	0	0
holistic	h0-38	-15	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-39	-38	0.198572	1.245440	2	4	8	0	0	0	1.245440	0	0
holistic	h0-40	-28	0.091125	0.309660	5	5	5	0	0.309660	0	0	0.806412	0
holistic	h0-41	-35	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-42	-25	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-43	-56	0	0	0	0	5	0	0	0	0	0	0
holistic	h0-44	-10	9.283756	11.715551	11	12	11	1.609868	6.880072	0	3.225611	1.072998	0
holistic	h0-45	-39	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-46	-16	0	0.833116	0	2	2	0	0	0	0.833116	0	0
holistic	h0-47	-34	0	0	0	0	4	0	0	0	0	0	0
holistic	h0-48	-55	0	3.552834	0	6	3	0	0	0	3.552834	5.040718	0
holistic	h0-49	-11	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-50	-56	0	0	0	0	4	0	0	0	0	1.637972	0
holistic	h0-51	-41	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-52	-23	0	0	0	0	12	0	0	0	0	0	0
holistic	h0-53	-26	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-54	-54	1.502140	11.751202	4	24	6	0	11.751202	0	0	0	0
holistic	h0-55	-37	0.238518	0.238518	2	2	5	0	0	0	0.238518	1.922492	0
holistic	h0-56	-18	0	0	0	0	0	0	0	0	0	0	0
