generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	518894301		0.598560	0.499407	1.341350	2	15.203000	0.842285	0.462177	0.842496	5	15.337000	0.378860	15	35	50
1	1498611935		0.542460	0.424467	1.428196	2	15.203000	0.740114	0.363577	0.485169	5	15.337000				
2	1629296439		0.620782	0.490835	1.164439	8	15.340000	0.772005	0.455076	0.371969	5	15.337000				
3	528677420		0.625872	0.382678	1.062538	8	15.340000	0.803136	0.367344	0.125972	5	15.337000				
4	1997588265		0.550696	0.402235	1.450234	8	15.340000	0.938262	0.395627	0.060529	5	15.337000				
5	441334053		0.597095	0.422949	1.349553	8	15.340000	0.936479	0.404728	0.064549	5	15.337000	0.207069	2	48	50
6	170380350		0.592890	0.387707	1.195635	8	15.340000	0.759891	0.508881	0.200278	5	15.337000				
7	453846246		0.634668	0.379477	1.151254	8	15.340000	0.763933	0.400359	0.100075	5	15.337000				
8	118734555		0.618252	0.396798	1.048138	8	15.340000	0.663374	0.409496	0.248345	5	15.337000				
9	1401105964		0.580041	0.409394	1.210162	8	15.340000	0.875707	0.571887	0.307583	5	15.337000				
10	569976015		0.636840	0.459710	1.372653	10	15.340000	0.922383	0.540387	0.098559	5	15.337000	0.261269	4	46	50
11	1687360053		0.673457	0.484138	1.613428	12	15.340000	0.821953	0.433758	0.168226	5	15.337000				
12	394174095		0.625040	0.478109	1.283151	3	15.340000	0.957365	0.326171	0.022990	5	15.337000				
13	455195882		0.609171	0.408303	1.283151	3	15.340000	0.837917	0.628398	0.344860	5	15.337000				
14	360445592		0.547283	0.413272	1.061434	10	15.340000	0.734607	0.353332	0.127008	5	15.337000				
15	1590398881		0.525955	0.365417	1.156509	10	15.340000	0.819547	0.473756	0.164025	5	15.337000	0.339455	6	44	50
16	2133822115		0.533149	0.361165	1.123591	10	15.340000	0.894763	0.389983	0.150706	5	15.337000				
17	1788612230		0.514973	0.382791	1.208537	10	15.340000	0.841481	0.428973	0.285787	5	15.337000				
18	1671690210		0.609350	0.370935	0.966167	10	15.340000	0.873611	0.365315	0.206781	5	15.337000				
19	658412622		0.591182	0.374853	1.003438	10	15.340000	0.849605	0.448012	0.238160	5	15.337000				
20	1973999907		0.585905	0.386461	1.283151	3	15.340000	0.952061	0.390064	1.128447	5	15.337000	0.374660	11	39	50
21	1199747259		0.593042	0.402672	1.283151	3	15.340000	0.879141	0.471773	0.184304	5	15.337000				
22	5275215		0.623902	0.454947	1.283151	3	15.340000	0.890115	0.545456	0.096602	5	15.337000				
23	526924971		0.557456	0.413269	1.283151	3	15.340000	1.000000	0.497195	0.146407	5	15.337000				
24	575919629		0.534820	0.417712	1.283151	3	15.340000	0.928295	0.456514	0.065793	5	15.337000				
25	644843250		0.552372	0.403925	1.283151	3	15.340000	0.879004	0.540829	0.083755	5	15.337000	0.363084	4	46	50
26	1748135036		0.552372	0.413966	1.283151	3	15.340000	0.891677	0.508481	3.600449	5	15.337000				
27	974092602		0.607974	0.475311	1.364932	3	15.340000	0.716236	0.564708	0.667986	5	15.337000				
28	980963436		0.528222	0.417362	1.292500	3	15.340000	1.000000	0.512983	1.454250	5	15.337000				
29	112581847		0.501822	0.415560	1.283114	3	15.340000	0.861442	0.438456	0.219050	5	15.337000				
30	1681196923		0.500000	0.402347	1.283151	3	15.340000	0.859105	0.397285	0.156624	5	15.337000	0.409246	6	44	50
31	1579076590		0.611211	0.443276	0.909511	6	15.340000	0.864832	0.390599	0.250626	5	15.337000				
32	516884304		0.726396	0.460864	1.121778	6	15.340000	0.652118	0.469410	0.358141	5	15.337000				
33	1657625162		0.524011	0.432351	1.645596	6	15.340000	0.795065	0.489429	0.202325	5	15.337000				
34	934382430		0.573378	0.452062	1.171305	2	15.340000	0.931448	0.458657	0.033519	5	15.337000				
35	885020813		0.554480	0.441185	1.757750	3	15.340000	0.722888	0.420566	0.251436	5	15.337000	0.196737	0	50	50
36	507249733		0.696013	0.505420	0.767707	2	15.340000	0.856411	0.448449	0.083078	5	15.337000				
37	315708495		0.629852	0.497420	1.524006	3	15.340000	0.514607	0.479583	1.262178	5	15.337000				
38	1901535584		0.702446	0.464157	0.645564	6	15.340000	0.708863	0.525009	0.351860	5	15.337000				
