population	name	generation	age	evals	fitness	parents
holistic	h0-0	10	43	11	-0.0006	
holistic	h0-1	10	51	11	-0.0003	
holistic	h0-2	10	42	11	0.0	
holistic	h0-3	10	56	11	0.0	
holistic	h0-4	6	59	7	-0.0	
holistic	h0-5	10	18	11	0.09	
holistic	h0-6	9	46	10	-0.0247	
holistic	h0-7	10	29	11	0.0	
holistic	h0-8	8	13	9	-0.055	
holistic	h0-9	8	59	9	-0.0486	
holistic	h0-10	10	36	11	-0.0032	
holistic	h0-11	10	59	11	-0.0043	
holistic	h0-12	41	59	42	1.7899	
holistic	h0-13	2	59	3	-0.0004	
holistic	h0-14	10	40	11	-0.0001	
holistic	h0-15	38	59	39	0.8	
holistic	h0-16	10	53	11	0.0	
holistic	h0-17	10	57	11	-0.0001	
holistic	h0-18	15	59	16	0.25	
holistic	h0-19	10	28	11	-0.0	
holistic	h0-20	15	30	16	0.0674	
holistic	h0-21	10	21	11	0.0	
holistic	h0-22	10	52	11	0.0	
holistic	h0-23	10	33	11	-0.0022	
holistic	h0-24	10	39	11	0.0	
holistic	h0-25	10	54	11	-0.0	
holistic	h0-26	10	19	11	-0.0001	
holistic	h0-27	10	24	11	-0.0	
holistic	h0-28	17	23	18	0.0963	
holistic	h0-29	12	53	13	0.0426	
holistic	h0-30	11	50	12	0.017	
holistic	h0-31	6	44	7	-0.1664	
holistic	h0-32	7	14	8	-0.097	
holistic	h0-34	7	59	8	-0.0007	
holistic	h0-36	10	53	11	-0.0	
holistic	h0-37	10	57	11	-0.0224	
holistic	h0-38	9	59	10	-0.0002	
holistic	h0-39	55	59	56	0.3576	
holistic	h0-40	12	52	13	0.0382	
holistic	h0-41	4	59	5	-0.0002	
holistic	h0-42	14	22	15	0.0667	
holistic	h0-43	14	35	15	0.066	
holistic	h0-44	10	38	11	-0.0185	
holistic	h0-45	17	45	18	0.0889	
holistic	h0-47	3	59	4	-0.0	
holistic	h0-48	8	59	9	0.0	
holistic	h0-49	10	42	11	-0.0001	
holistic	h0-50	10	16	11	-0.0001	
holistic	h0-51	10	11	11	-0.0206	
holistic	h0-52	10	47	11	-0.0008	
holistic	h0-53	10	24	11	-0.0016	
holistic	h0-54	10	12	11	-0.0009	
holistic	h0-55	8	59	9	-0.0006	
holistic	h0-56	10	50	11	-0.0004	
holistic	h0-57	10	41	11	0.0	
holistic	h0-58	10	33	11	0.0	
holistic	h0-59	10	46	11	0.0	
holistic	he61	59	59	59	1.1583	h0-15
holistic	he62	32	32	32	0.3813	h0-12
holistic	he63	3	3	3	-0.0007	h0-5,h0-12
conventional	c0-0	0	59	1	-0.5286	
conventional	c0-1	2	27	3	-0.5805	
conventional	c0-2	2	14	3	-0.5335	
conventional	c0-3	4	8	5	-0.2388	
conventional	c0-4	2	31	3	-0.4091	
conventional	c0-5	2	15	3	-0.7178	
conventional	c0-6	20	31	21	0.2745	
conventional	c0-7	9	59	10	0.9119	
conventional	c0-8	1	16	2	-0.8832	
conventional	c0-9	6	17	7	-0.0991	
conventional	c0-10	5	9	6	-0.2021	
conventional	c0-11	1	59	2	2.0715	
conventional	c0-12	2	59	3	1.0427	
conventional	c0-13	2	6	3	-0.5599	
