generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1012376726		0.552027	0.498952	2.004815	4	15.340000	0.960334	0.450122	0.508387	5	15.337000	0.518751	23	27	50
1	1629754275		0.613965	0.505584	1.260543	8	15.340000	0.939056	0.524085	0.025879	5	15.337000				
2	859547949		0.568655	0.418716	1.231483	5	15.340000	0.854647	0.580344	1.261748	5	15.337000				
3	314034385		0.555914	0.404379	1.296188	5	15.340000	0.881390	0.626277	1.117272	5	15.337000				
4	1741426603		0.471416	0.365884	1.483558	5	15.340000	0.947775	0.479238	1.171294	5	15.337000				
5	1793660837		0.562688	0.395226	1.508421	5	15.340000	1.000000	0.424862	2.835374	5	15.337000	0.425611	16	34	50
6	1814572920		0.547226	0.398333	1.343399	5	15.340000	0.923114	0.589232	0.079850	5	15.337000				
7	185169992		0.593389	0.424571	0.941042	5	15.340000	0.725428	0.375203	0.308354	5	15.337000				
8	1941497369		0.594479	0.365954	0.967102	5	15.340000	0.743533	0.357835	0.199475	5	15.337000				
9	1090346695		0.526954	0.425877	2.006148	3	15.340000	0.880965	0.495534	0.624959	5	15.337000				
10	851433360		0.598641	0.449601	1.345025	5	15.340000	0.988609	0.441595	0.182463	5	15.337000	0.376615	13	37	50
11	1745032608		0.567926	0.423959	1.379402	5	15.340000	0.914764	0.438071	0.120207	5	15.337000				
12	1365264572		0.517802	0.420479	1.345025	5	15.340000	0.842305	0.461593	0.402422	5	15.337000				
13	2018732158		0.540731	0.422915	1.142395	7	15.340000	0.985737	0.666674	0.070024	5	15.337000				
14	1303732156		0.562786	0.400285	0.900515	5	15.340000	0.978152	0.452288	0.420353	5	15.337000				
15	136927238		0.523976	0.361891	1.053074	5	15.340000	0.896641	0.354346	0.113889	5	15.337000	0.365454	10	40	50
16	2050492020		0.626080	0.392738	0.882603	5	15.340000	0.895833	0.341856	0.161175	5	15.337000				
17	773987437		0.567723	0.357514	0.882603	5	15.340000	0.759197	0.303827	0.205783	5	15.337000				
18	97505990		0.576606	0.380267	0.940540	5	15.340000	0.942935	0.454306	0.083042	5	15.337000				
19	201746968		0.604675	0.319100	0.889897	5	15.340000	0.916257	0.255413	0.074197	5	15.337000				
20	1910222864		0.810092	0.396991	0.259913	5	15.340000	0.903806	0.382189	0.057673	5	15.337000	0.256869	6	44	50
21	2009978314		0.729797	0.220264	0.265230	5	15.340000	0.728942	0.291845	0.142850	5	15.337000				
22	1830485007		0.600790	0.219025	0.360153	5	15.340000	0.828081	0.356195	0.089141	5	15.337000				
23	971249029		0.656248	0.214099	0.325751	5	15.340000	0.791157	0.396170	0.152490	5	15.337000				
24	1994566350		0.577332	0.335711	0.776481	5	15.340000	0.973213	0.419949	0.027780	5	15.337000				
25	1904331129		0.488220	0.342398	0.968810	5	15.340000	0.890351	0.339853	0.153487	5	15.337000	0.413314	13	37	50
26	1545386074		0.557547	0.365312	0.899684	5	15.340000	0.915916	0.449185	0.137083	5	15.337000				
27	294749365		0.574254	0.372081	0.719810	4	15.340000	0.764262	0.397545	0.324183	5	15.337000				
28	2127440946		0.538308	0.349724	0.987795	4	15.340000	0.825525	0.419098	0.102974	5	15.337000				
29	123593305		0.580909	0.362626	0.671716	4	15.340000	0.617719	0.376351	0.696838	5	15.337000				
30	994741839		0.535327	0.292318	0.629857	4	15.340000	0.819491	0.495503	0.099393	5	15.337000	0.286542	3	47	50
31	2025255947		0.475060	0.281067	0.694248	4	15.340000	0.700857	0.404278	1.751852	5	15.337000				
32	313260842		0.662960	0.416575	0.816413	4	15.340000	0.859927	0.481613	0.258054	5	15.337000				
33	1421266674		0.554578	0.334878	0.928262	4	15.340000	0.844951	0.532588	0.209327	5	15.337000				
34	433204873		0.596347	0.324388	0.628280	4	15.340000	0.901110	0.505064	0.058873	5	15.337000				
35	64098964		0.683796	0.309067	0.628280	4	15.340000	0.886137	0.584618	0.097808	5	15.337000	0.273945	5	45	50
36	1612238512		0.614886	0.293926	0.628280	4	15.340000	0.594153	0.513925	0.287843	5	15.337000				
37	623710652		0.614886	0.310157	0.628280	4	15.340000	0.774276	0.372440	0.129152	5	15.337000				
38	292290795		0.744741	0.315943	0.259032	4	15.340000	0.882954	0.454482	0.062128	5	15.337000				
39	140878045		0.945665	0.228410	0.036099	4	15.340000	0.905021	0.524847	0.405440	5	15.337000				
40	908997112		0.717054	0.279914	0.464918	4	15.340000	0.814414	0.479721	0.091268	5	15.337000	0.374934	10	40	50
41	1573043259		0.535752	0.172132	0.288276	4	15.340000	0.867857	0.555439	0.169028	5	15.337000				
42	1452698941		0.563330	0.239728	0.441944	4	15.340000	0.787540	0.374336	0.090704	5	15.337000				
43	342461857		0.675405	0.387207	0.690349	4	15.340000	0.679821	0.499108	0.730460	5	15.337000				
44	1681975997		0.644736	0.249130	0.461965	4	15.340000	0.989502	0.499173	0.110489	5	15.337000				
45	1308721239		0.758885	0.427029	0.327509	4	15.340000	0.549764	0.488075	1.128358	5	15.337000	0.491384	19	31	50
46	2052911409		0.653935	0.292419	2.000000	4	15.340000	0.942374	0.572671	0.776857	5	15.337000				
47	1132750785		0.903899	0.507020	0.212637	4	15.340000	0.906189	0.458334	0.088700	5	15.337000				
48	1213558090		0.594612	0.276221	0.929086	4	15.340000	0.959230	0.624109	0.030904	5	15.337000				
49	2074361574		0.681956	0.293604	0.813355	4	15.340000	1.000000	0.448232	1.473532	5	15.337000				
50	1561470837		0.770695	0.305199	0.534387	4	15.340000	0.913273	0.336605	0.112739	5	15.337000	0.351179	9	41	50
51	509136992		0.725949	0.208927	0.296535	4	15.340000	0.799377	0.247722	0.099276	5	15.337000				
52	2077571370		0.702509	0.257560	0.216715	4	15.340000	0.923342	0.283012	0.151506	5	15.337000				
53	1694924867		0.583345	0.288478	0.176632	4	15.340000	0.869381	0.387160	0.085666	5	15.337000				
54	805255280		0.647866	0.377774	0.770645	4	15.340000	1.000000	0.700375	1.377334	5	15.337000				
55	567016861		0.556335	0.410473	1.239568	4	15.340000	0.850048	0.491176	1.408756	5	15.337000	0.461747	19	31	50
56	1768110257		0.731037	0.295346	0.603323	4	15.340000	0.990688	0.649522	0.175781	5	15.337000				
57	1665663531		0.638414	0.280838	0.603323	4	15.340000	1.000000	0.482799	1.733481	5	15.337000				
58	1987646883		0.636506	0.345900	0.603323	4	15.340000	0.991889	0.784760	0.124615	5	15.337000				
59	1694500090		0.657231	0.327455	0.551337	4	15.340000	0.729582	0.313925	0.351239	5	15.337000				
60	1238352386		0.508035	0.286558	0.584239	4	15.340000	0.951241	0.539329	0.410756	5	15.337000	0.558065	26	24	50
