population	name	generation	age	evals	fitness	parents
holistic	h0-0	10	22	11	0.0	
holistic	h0-2	22	59	23	0.4348	
holistic	h0-3	14	59	15	0.1333	
holistic	h0-4	3	20	4	-0.3747	
holistic	h0-5	10	42	11	0.0	
holistic	h0-6	10	36	11	-0.0011	
holistic	h0-7	9	42	10	-0.0387	
holistic	h0-8	10	18	11	0.0	
holistic	h0-9	19	59	20	0.2163	
holistic	h0-11	10	30	11	0.0	
holistic	h0-12	10	55	11	0.0	
holistic	h0-13	9	59	10	-0.0005	
holistic	h0-14	10	16	11	0.0	
holistic	h0-15	10	59	11	0.0453	
holistic	h0-16	10	21	11	-0.0039	
holistic	h0-17	0	59	1	-0.0	
holistic	h0-18	5	59	6	-0.0007	
holistic	h0-19	10	47	11	-0.0002	
holistic	h0-20	24	59	25	0.7199	
holistic	h0-21	17	59	18	0.1667	
holistic	h0-22	10	44	11	-0.0008	
holistic	h0-23	10	31	11	0.0	
holistic	h0-24	10	45	11	-0.0003	
holistic	h0-25	10	45	11	-0.0001	
holistic	h0-26	10	45	11	0.0	
holistic	h0-27	7	23	8	-0.0863	
holistic	h0-28	17	43	18	0.0977	
holistic	h0-29	10	39	11	-0.0	
holistic	h0-30	10	54	11	-0.0	
holistic	h0-31	10	47	11	-0.0	
holistic	h0-32	10	59	11	-0.0131	
holistic	h0-33	2	59	3	0.1982	
holistic	h0-34	11	58	12	0.0107	
holistic	h0-35	9	25	10	-0.0497	
holistic	h0-36	10	23	11	-0.0	
holistic	h0-37	7	59	8	0.0	
holistic	h0-38	24	36	25	0.2159	
holistic	h0-39	10	58	11	0.0	
holistic	h0-40	10	34	11	-0.0054	
holistic	h0-41	49	59	50	0.3826	
holistic	h0-42	10	22	11	0.0	
holistic	h0-43	10	30	11	-0.0	
holistic	h0-44	10	12	11	0.0	
holistic	h0-45	9	16	10	-0.0386	
holistic	h0-46	10	43	11	0.0	
holistic	h0-47	10	26	11	-0.002	
holistic	h0-48	10	28	11	-0.0001	
holistic	h0-49	14	59	15	0.3072	
holistic	h0-50	1	59	2	0.0	
holistic	h0-51	10	54	11	0.0	
holistic	h0-52	10	20	11	0.0	
holistic	h0-53	9	59	10	-0.003	
holistic	h0-54	10	38	11	-0.0004	
holistic	h0-55	10	43	11	-0.0	
holistic	h0-56	7	59	8	0.0	
holistic	h0-57	9	45	10	-0.0299	
holistic	h0-58	10	59	11	-0.0005	
holistic	h0-59	4	59	5	-0.0004	
holistic	he61	59	59	59	1.2145	h0-41
holistic	he62	3	3	3	-0.0013	h0-49
conventional	c0-0	11	31	12	0.0764	
conventional	c0-1	57	59	58	0.487	
conventional	c0-2	28	59	29	0.3947	
conventional	c0-3	13	59	14	0.3544	
conventional	c0-4	25	59	26	0.8018	
conventional	c0-5	10	23	11	-0.0136	
conventional	c0-6	11	59	12	0.4366	
conventional	c0-7	0	59	1	-0.9032	
conventional	c0-8	24	59	25	0.4867	
conventional	c0-9	57	59	58	0.9197	
conventional	c0-10	14	59	15	0.3189	
conventional	c0-11	14	59	15	0.4503	
conventional	c0-12	2	52	3	-0.7326	
conventional	c0-13	47	59	48	0.6047	
conventional	c0-14	45	59	46	0.8677	
conventional	c0-15	1	22	2	-0.8881	
conventional	c0-16	4	20	5	-0.2273	
conventional	c0-17	33	59	34	0.3873	
conventional	c0-18	8	59	9	-0.0777	
conventional	c0-19	4	24	5	-0.2362	
conventional	c0-20	30	59	31	1.6671	
conventional	c0-21	13	52	14	0.2197	
conventional	c0-22	26	59	27	0.6149	
conventional	c0-23	35	59	36	1.2162	
conventional	c0-24	6	11	7	-0.1675	
conventional	c0-25	7	46	8	0.0301	
conventional	c0-26	19	59	20	1.0307	
conventional	c0-27	49	59	50	0.7627	
conventional	c0-28	39	44	40	0.2333	
conventional	c0-29	2	23	3	-0.6764	
conventional	c0-30	2	17	3	-0.6743	
conventional	c0-31	27	59	28	1.0646	
conventional	c0-32	54	59	55	0.8009	
conventional	c0-33	4	40	5	-0.1484	
conventional	c0-34	11	38	12	0.0422	
conventional	c0-35	1	57	2	-0.924	
conventional	c0-36	5	45	6	-0.1108	
conventional	c0-37	5	59	6	1.1544	
conventional	c0-38	3	50	4	-0.4913	
conventional	c0-39	33	59	34	0.2022	
conventional	c0-40	31	59	32	0.8062	
conventional	c0-41	2	15	3	-0.6929	
conventional	c0-42	2	56	3	-0.6947	
conventional	c0-43	4	59	5	-0.1779	
conventional	c0-44	1	12	2	-0.7702	
conventional	c0-45	3	17	4	-0.3611	
conventional	c0-46	1	17	2	-0.9292	
conventional	c0-47	12	59	13	0.5487	
conventional	c0-48	2	48	3	-0.5832	
conventional	c0-49	0	59	1	3.385	
conventional	c0-50	30	36	31	0.1671	
conventional	c0-51	36	59	37	0.8039	
conventional	c0-52	10	59	11	0.409	
conventional	c0-53	23	49	24	0.1307	
conventional	c0-54	16	59	17	0.5201	
conventional	c0-55	18	31	19	0.1143	
conventional	c0-56	3	59	4	-0.1678	
conventional	c0-57	53	59	54	0.9854	
conventional	c0-58	1	59	2	-0.7018	
conventional	c0-59	19	59	20	0.3142	
holistic	he63	3	2	2	0.0845	h0-33
conventional	ce61	2	1	1	-0.5498	c0-40
conventional	ce62	60	59	59	0.6832	c0-32
holistic	he64	61	59	59	0.9297	h0-41,he61
conventional	ce63	61	59	59	1.0466	c0-27
conventional	ce64	3	1	1	-0.3705	c0-14
conventional	ce65	7	5	5	0.0646	ce62,c0-47
conventional	ce66	61	59	59	0.5954	c0-1
conventional	ce67	61	59	59	0.6794	c0-11
holistic	he65	6	3	3	0.0	h0-3
conventional	ce68	4	1	1	-0.67	c0-32
conventional	ce69	4	1	1	-0.5202	c0-37,c0-6
conventional	ce70	4	1	1	-0.5835	c0-40,c0-17
conventional	ce71	3	0	0	0.0	c0-14,c0-9
conventional	ce72	36	33	33	0.2399	c0-28
conventional	ce73	16	13	13	0.2584	c0-31,c0-6
conventional	ce74	62	59	59	0.8357	c0-8
holistic	he66	63	59	59	0.9455	h0-20
holistic	he67	19	15	15	0.2	h0-21
holistic	he68	15	11	11	0.1694	he61
conventional	ce75	4	0	0	0.0	c0-25
conventional	ce76	5	1	1	-0.4534	c0-39,c0-9
conventional	ce77	63	59	59	0.7138	c0-37
conventional	ce78	63	59	59	0.6	c0-54,c0-57
conventional	ce79	5	1	1	-0.4745	c0-52
holistic	he69	8	3	3	-0.0053	he61
conventional	ce80	64	59	59	1.3301	c0-27
conventional	ce81	8	3	3	0.0936	c0-37
conventional	ce82	8	3	3	0.1324	c0-52
conventional	ce83	64	59	59	0.7486	c0-23
conventional	ce84	64	59	59	0.5746	c0-57,c0-27
