generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	907656374		0.591908	0.554393	1.753111	10	15.340000	0.953529	0.616745	0.066300	5	15.337000	0.413974	24	26	50
1	904230493		0.514194	0.464970	1.839719	10	15.340000	0.865175	0.409135	0.179234	5	15.337000				
2	1867750477		0.576935	0.492233	1.385073	8	15.340000	0.696407	0.349679	0.535949	5	15.337000				
3	1154434935		0.855335	0.477575	1.559225	3	15.340000	0.758030	0.385759	0.398843	5	15.337000				
4	1241770273		0.561909	0.444544	1.559225	3	15.340000	0.873656	0.448477	0.063910	5	15.337000				
5	1705139378		0.511172	0.452249	1.559225	3	15.340000	0.850881	0.328094	0.262950	5	15.337000	0.343191	5	45	50
6	2055655501		0.519597	0.460880	1.441612	2	14.786000	0.952249	0.404309	0.048843	5	15.337000				
7	482516381		0.495544	0.451180	1.732173	2	14.786000	0.722035	0.395004	0.352164	5	15.337000				
8	19032286		0.515013	0.449060	1.631182	2	14.786000	0.882306	0.374289	0.129460	5	15.337000				
9	1548773090		0.512557	0.463520	1.660113	2	14.786000	0.708049	0.361178	0.145237	5	15.337000				
10	563285061		0.503343	0.460176	1.638058	2	14.198000	0.846897	0.334445	0.275206	5	15.337000	0.291250	4	46	50
11	888500302		0.503343	0.467098	1.638058	2	14.198000	0.892636	0.294654	0.647735	5	15.337000				
12	951476777		0.510725	0.467923	1.569261	2	14.786000	0.884092	0.541605	0.141158	5	15.337000				
13	1628839063		0.505916	0.445473	1.569261	2	14.786000	1.000000	0.440323	1.144052	5	15.337000				
14	1075726006		0.505916	0.452398	1.569261	2	14.786000	0.884540	0.474977	1.600055	5	15.337000				
15	1927531749		0.505916	0.445814	1.569261	2	14.786000	0.889748	0.367497	0.586193	5	15.337000	0.395123	10	40	50
16	1455941520		0.505916	0.454450	1.569261	2	14.786000	0.790046	0.420209	0.280404	5	15.337000				
17	258118500		0.504725	0.462118	1.569261	2	14.786000	0.706045	0.508708	0.338736	5	15.337000				
18	1537217314		0.530508	0.462715	1.388773	2	14.786000	0.596106	0.407471	0.918610	5	15.337000				
19	1288005949		0.524953	0.446297	1.388773	2	14.786000	0.793662	0.543036	0.536097	5	15.337000				
20	1350530626		0.500000	0.435553	1.388773	2	14.786000	0.905550	0.538070	0.143391	5	15.337000	0.180916	0	50	50
21	1530490018		0.511954	0.425252	1.323921	2	14.786000	0.777760	0.501079	0.566405	5	15.337000				
22	733911955		0.511954	0.436284	1.323921	2	14.786000	0.976325	0.526729	0.532764	5	15.337000				
23	1383247869		0.513387	0.454165	1.323921	2	14.786000	0.736317	0.494545	0.251544	5	15.337000				
24	165061405		0.515006	0.437834	1.323921	2	14.786000	0.900434	0.523553	1.829254	5	15.337000				
25	1307226591		0.538664	0.458352	1.211699	2	14.786000	0.966194	0.588934	0.072794	5	15.337000	0.429025	18	32	50
26	1675625093		0.537552	0.421438	1.211699	2	14.786000	0.980220	0.552381	0.448026	5	15.337000				
27	1722021650		0.570881	0.439476	1.206653	2	14.710000	0.734843	0.439191	1.213585	5	15.337000				
28	1799428767		0.563588	0.419503	1.161061	2	14.710000	0.817520	0.442025	0.246064	5	15.337000				
29	49836024		0.578956	0.424772	0.844379	3	14.916000	0.825700	0.482170	1.243987	5	15.337000				
30	317278507		0.592844	0.435128	1.180020	3	14.916000	0.886002	0.639595	0.417375	5	15.337000	0.335619	5	45	50
31	1534866293		0.598382	0.451583	1.215262	3	14.876000	0.969077	0.505307	1.368166	5	15.337000				
32	1090482286		0.519358	0.416736	1.215262	3	14.876000	1.000000	0.558714	0.840065	5	15.337000				
33	1869323647		0.554295	0.433514	0.977183	2	14.189000	0.836101	0.392281	0.111123	5	15.337000				
34	219282322		0.567741	0.468253	1.306193	2	14.633000	0.772901	0.444474	0.379264	5	15.337000				
35	806955776		0.561411	0.425641	1.020432	3	14.615000	0.857885	0.516754	0.253853	5	15.337000	0.390591	8	42	50
36	970696014		0.562882	0.386398	1.062183	3	14.615000	0.746042	0.417145	0.344349	5	15.337000				
37	500360530		0.564085	0.455890	1.328351	3	14.615000	1.000000	0.430147	2.337969	5	15.337000				
38	565067881		0.645338	0.467502	0.754210	2	14.633000	0.772666	0.548096	0.660008	5	15.337000				
39	1481756848		0.670449	0.451427	0.676333	2	14.633000	0.717405	0.448097	0.538362	5	15.337000				
40	2063683993		0.619283	0.351666	0.909795	2	14.633000	0.671497	0.281263	0.280185	5	15.337000	0.357795	9	41	50
41	461990486		0.617744	0.360864	1.318941	2	14.633000	0.904979	0.286097	0.101244	5	15.337000				
42	2049375695		0.726836	0.445243	0.485404	2	14.522000	0.952048	0.514681	0.136283	5	15.337000				
43	357638967		0.838607	0.280909	0.993608	2	14.522000	0.944145	0.540095	0.076092	5	15.337000				
44	212536380		0.737313	0.282612	0.485404	2	14.522000	0.672533	0.389072	0.433662	5	15.337000				
45	141291942		0.543343	0.451892	1.504144	2	14.522000	0.926119	0.500443	0.098464	5	15.337000	0.308158	0	50	50
46	528491971		0.751497	0.266135	0.485404	2	14.522000	0.792704	0.452814	0.086690	5	15.337000				
47	693659083		0.511112	0.221501	0.464297	2	15.340000	0.684107	0.422050	0.188281	5	15.337000				
48	1758897677		0.629930	0.386236	1.959631	2	15.340000	0.757183	0.534399	0.326376	5	15.337000				
49	1486036988		0.801474	0.479490	0.485404	2	14.522000	1.000000	0.425671	0.898464	5	15.337000				
50	1051700166		0.781038	0.463374	0.485404	2	14.522000	0.722888	0.416848	0.338510	5	15.337000	0.346564	12	38	50
51	2023663010		0.711941	0.541791	1.159347	3	15.340000	0.881196	0.465136	0.131736	5	15.337000				
52	455686267		0.714879	0.389426	0.462392	2	14.788000	0.949906	0.571655	0.021250	5	15.337000				
53	79244160		0.884488	0.473123	0.360494	2	15.340000	0.956313	0.531074	0.041752	5	15.337000				
54	1831304163		0.769820	0.467171	1.170781	2	15.340000	0.742178	0.473742	0.438249	5	15.337000				
55	741358474		0.867531	0.500510	0.580724	2	14.788000	0.773742	0.499653	0.146049	5	15.337000	0.509775	28	22	50
56	95329795		0.832470	0.367472	0.462392	2	14.788000	0.947051	0.423741	0.022469	5	15.337000				
57	1422393202		0.891696	0.684417	1.009426	2	14.788000	0.607989	0.494227	0.717126	5	15.337000				
58	2019506977		0.609604	0.370286	0.462392	2	14.788000	0.948656	0.461626	0.023485	5	15.337000				
59	2078453557		0.758981	0.278179	0.462392	2	14.788000	0.948656	0.453829	0.023485	5	15.337000				
60	1682066917		0.889412	0.444826	0.462392	2	14.788000	0.969056	0.401278	0.694313	5	15.337000	0.516166	24	26	50
61	49595890		0.739603	0.546610	0.852346	2	14.788000	0.926741	0.496983	0.435915	5	15.337000				
62	1875759929		0.805056	0.417767	0.254953	4	15.340000	0.858092	0.407917	0.072176	5	15.337000				
63	1124898284		0.637935	0.291129	0.966871	4	15.340000	0.675348	0.453068	0.528090	5	15.337000				
64	105272522		0.488443	0.304356	1.481727	2	14.880000	0.921203	0.408247	1.181052	5	15.337000				
65	850105636		0.521455	0.456944	1.359799	2	14.880000	0.881276	0.531606	2.384128	5	15.337000	0.632418	35	15	50
66	75418902		0.536005	0.411383	1.169917	2	14.880000	0.679114	0.501474	0.567879	5	15.337000				
67	1805187508		0.531765	0.453361	1.262189	2	14.815000	0.869490	0.558248	0.214558	5	15.337000				
68	1653697735		0.530520	0.451825	1.167569	2	14.880000	0.543343	0.490423	0.429474	5	15.337000				
69	800902536		0.595895	0.427888	0.791783	2	14.880000	1.000000	0.462231	1.387859	5	15.337000				
70	1835978270		0.573227	0.474144	1.161349	2	15.307000	0.547394	0.500001	1.326908	5	15.337000	0.488448	25	25	50
71	1475237144		0.559064	0.421378	0.915962	2	14.880000	0.961382	0.555154	0.863661	5	15.337000				
72	289414753		0.566685	0.344727	0.915962	2	14.880000	0.975785	0.797381	0.192237	5	15.337000				
73	1558387193		0.631376	0.425311	0.742254	2	14.880000	0.743949	0.506099	0.141604	5	15.337000				
74	562446711		0.715015	0.371729	0.742254	2	14.880000	0.914062	0.431290	0.036093	5	15.337000				
75	1374158491		0.564692	0.344838	0.572186	2	15.273000	0.894807	0.512665	0.055027	5	15.337000	0.775941	40	10	50
76	1614422272		0.602988	0.443440	0.970228	2	15.340000	0.886782	0.475360	0.111995	5	15.337000				
77	1135391184		0.670051	0.505730	0.853140	2	14.880000	1.000000	0.507407	0.472914	5	15.337000				
78	468848802		0.524258	0.370029	0.774947	2	15.273000	0.936818	0.615771	1.225456	5	15.337000				
79	2138144831		0.576135	0.322374	0.774947	2	15.273000	0.987379	0.568974	0.224325	5	15.337000				
80	1927772698		0.522534	0.407939	1.071743	2	15.273000	0.662082	0.458079	0.546490	5	15.337000	0.446662	15	35	50
81	512017034		0.688738	0.404074	0.774947	2	15.273000	0.894553	0.102049	0.096510	5	15.337000				
82	87470675		0.919505	0.424820	0.145686	2	15.340000	1.000000	0.322712	10.480701	5	15.337000				
83	906912206		0.700410	0.321233	0.555316	2	15.340000	0.834502	0.417838	0.278183	5	15.337000				
84	32629649		0.917072	0.505361	0.145686	2	15.340000	0.917875	0.307193	0.041887	5	15.337000				
85	1529395687		0.688378	0.483283	0.611776	2	15.273000	0.548558	0.496047	1.195047	5	15.337000	0.512820	25	25	50
86	1096111766		0.640997	0.493473	0.945166	2	14.661000	0.807989	0.421748	0.280669	5	15.337000				
87	1065911811		0.551035	0.437762	0.942550	2	14.661000	0.528477	0.463949	0.999447	5	15.337000				
88	263766440		0.598602	0.427929	0.942550	2	14.661000	0.659458	0.487155	0.903415	5	15.337000				
89	310582779		0.944849	0.459355	0.055017	2	15.038000	0.887386	0.353874	0.061542	5	15.337000				
90	148172408		0.674244	0.345124	0.833023	2	15.340000	0.941676	0.404350	0.090466	5	15.337000	0.245666	0	50	50
91	1276018201		0.650303	0.371973	0.447954	2	14.856000	0.882758	0.314764	0.112436	5	15.337000				
92	488740215		0.649409	0.461267	0.854998	2	14.661000	0.969690	0.630201	0.338985	5	15.337000				
93	848174663		0.869986	0.422123	0.213123	2	15.189000	0.970170	0.506063	0.017191	5	15.337000				
94	2039811205		0.648523	0.459713	0.899921	2	14.639000	0.866283	0.347075	0.200947	5	15.337000				
95	1238422610		0.530270	0.353541	0.899943	2	14.639000	0.966036	0.422284	0.027504	5	15.337000	0.216749	5	45	50
96	1583923780		0.490971	0.397425	1.596400	2	15.340000	0.961614	0.427885	0.051154	5	15.337000				
97	1105724694		0.681731	0.491971	0.745285	2	14.639000	0.932958	0.598095	0.255435	5	15.337000				
98	1242954044		0.576725	0.418253	0.745308	2	14.639000	0.843441	0.336753	0.083078	5	15.337000				
