generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1924831267		0.542211	0.502512	1.704813	6	15.340000	0.904345	0.425481	0.338241	5	15.337000	0.354195	3	47	50
1	1298035217		0.696485	0.396359	0.810857	6	15.340000	0.661565	0.490095	0.835608	5	15.337000				
2	1334766589		0.587873	0.389497	0.990393	6	15.340000	0.881591	0.373459	1.871123	5	15.337000				
3	1398857512		0.505593	0.417934	1.999928	3	15.340000	0.782756	0.331603	0.377741	5	15.337000				
4	339733809		0.731877	0.518022	0.732674	3	15.340000	0.762103	0.296845	0.237025	5	15.337000				
5	28088477		0.771267	0.608503	1.347333	6	15.340000	0.865098	0.300300	0.221993	5	15.337000	0.293423	5	45	50
6	888396368		0.576607	0.403546	1.468566	6	15.340000	0.934495	0.271247	0.036040	5	15.337000				
7	1914840390		0.704519	0.420833	0.741717	6	15.340000	0.837476	0.403929	0.162458	5	15.337000				
8	428146760		0.573887	0.407239	1.485007	6	15.340000	0.704933	0.385193	0.478957	5	15.337000				
9	1180710559		0.560074	0.392942	1.393871	6	15.340000	0.649909	0.402720	0.537040	5	15.337000				
10	540444967		0.557312	0.424392	1.466613	6	15.340000	0.799543	0.472853	0.520418	5	15.337000	0.301298	9	41	50
11	1626694388		0.650826	0.392114	0.990590	6	15.340000	1.000000	0.559581	1.558332	5	15.337000				
12	760689375		0.623093	0.382125	1.051892	6	15.340000	0.902129	0.465024	0.160136	5	15.337000				
13	350785029		0.515535	0.438781	1.738974	14	15.340000	0.651959	0.462692	0.665639	5	15.337000				
14	1173953688		0.540883	0.480394	1.475987	6	15.340000	1.000000	0.495903	1.795619	5	15.337000				
15	1376720838		0.604638	0.550476	1.537023	4	15.340000	0.955361	0.459803	0.043731	5	15.337000	0.347762	4	46	50
16	617459633		0.516609	0.452818	1.438189	14	15.340000	0.712832	0.415459	0.593186	5	15.337000				
17	1845427371		0.605322	0.425219	1.954270	5	15.340000	0.838108	0.495039	0.416961	5	15.337000				
18	1687995470		0.565385	0.453384	1.465657	4	15.340000	0.889155	0.482373	0.163048	5	15.337000				
19	1303379354		0.529832	0.442167	1.300613	6	15.340000	0.888885	0.369304	0.653463	5	15.337000				
20	1836023484		0.541959	0.430318	1.259105	4	15.340000	0.879232	0.287903	0.161730	5	15.337000	0.389160	7	43	50
21	693124907		0.508108	0.412416	1.259105	4	15.340000	0.812364	0.417440	0.080501	5	15.337000				
22	1403436578		0.503539	0.412415	1.241408	4	15.340000	0.896041	0.377654	0.215646	5	15.337000				
23	1409006741		0.536659	0.424443	1.071807	4	15.340000	0.811727	0.412568	0.313173	5	15.337000				
24	1134998829		0.565041	0.384749	0.955616	4	15.340000	0.824048	0.320697	0.127404	5	15.337000				
25	1684451234		0.531304	0.375470	1.049080	4	15.340000	0.691309	0.354389	0.288806	5	15.337000	0.373897	8	42	50
26	1418322322		0.501870	0.385889	1.021630	4	15.340000	0.902087	0.444631	0.115612	5	15.337000				
27	488701921		0.515148	0.363202	1.029301	4	15.340000	0.807225	0.517020	0.335737	5	15.337000				
28	1714513717		0.566082	0.396250	1.002447	4	15.340000	0.860840	0.396266	0.063903	5	15.337000				
29	1544456102		0.644017	0.422594	0.922451	4	15.340000	0.860195	0.399891	0.235553	5	15.337000				
30	215308672		0.606574	0.394218	0.922220	4	15.340000	1.000000	0.594345	1.136740	5	15.337000	0.497246	29	21	50
31	2009034953		0.515452	0.376050	0.866874	3	15.340000	0.764898	0.459541	0.516209	5	15.337000				
32	839546607		0.484541	0.311968	0.853770	3	15.340000	0.855081	0.441526	0.129756	5	15.337000				
33	1184485479		0.499429	0.352934	0.880894	3	15.340000	0.929567	0.457626	0.093603	5	15.337000				
34	1012055497		0.773170	0.371345	0.273431	3	15.340000	0.942022	0.523606	0.061859	5	15.337000				
35	1812998667		0.777661	0.245832	0.334142	3	15.340000	1.000000	0.479824	1.257962	5	15.337000	0.595719	33	17	50
36	1692748160		0.827040	0.250378	0.183673	3	15.340000	0.945440	0.598406	0.778891	5	15.337000				
37	1891348662		0.591824	0.275800	0.854790	3	15.340000	0.929339	0.601742	0.131526	5	15.337000				
38	1651504729		0.537214	0.313885	0.873037	3	15.340000	0.856698	0.300354	0.094646	5	15.337000				
39	782197003		0.628145	0.363697	0.503448	3	15.340000	0.836244	0.306980	0.103408	5	15.337000				
40	971664324		0.710517	0.351842	0.546182	3	15.340000	0.929457	0.424729	0.102390	5	15.337000	0.331251	11	39	50
41	1270817308		0.628056	0.342901	0.941679	7	15.340000	0.858381	0.351641	0.085661	5	15.337000				
42	2018574824		0.431622	0.309331	1.207823	3	15.340000	0.962244	0.680611	0.030930	5	15.337000				
43	1752945053		0.721427	0.466400	0.781537	7	15.340000	0.710969	0.248222	0.175632	5	15.337000				
44	772214762		0.736526	0.319111	1.046129	7	15.340000	0.976524	0.336287	0.012010	5	15.337000				
45	482512107		0.549663	0.341301	0.804883	3	15.340000	0.940583	0.307288	0.038310	5	15.337000	0.138912	3	47	50
46	1492603767		0.758123	0.491015	1.294686	4	15.340000	0.945742	0.522127	0.027941	5	15.337000				
47	1173048902		0.666291	0.400971	0.980062	4	15.340000	0.942770	0.514874	0.031864	5	15.337000				
