population	name	born	body
holistic	h0-0	-30	dc8b839cc35b
holistic	h0-1	-53	e1fa9265d3da
holistic	h0-2	-19	3ecd7c11818b
holistic	h0-3	-5	9a58e6e19cc2
holistic	h0-4	-8	13211a421c4c
holistic	h0-5	-37	a55ce9439e39
holistic	h0-6	-29	2b9c874e3b23
holistic	h0-7	-19	6c07b6af55fb
holistic	h0-8	-26	bface284e397
holistic	h0-9	-19	0d35e8a6002c
holistic	h0-10	-7	fb40e1123ef8
holistic	h0-11	-3	d0878a129bc3
holistic	h0-12	-17	f959cff6288c
holistic	h0-13	-36	8da6d971aa8a
holistic	h0-14	-32	869d2b1236e2
holistic	h0-15	-33	e17f8f74ffc2
holistic	h0-16	-25	c1127a4577f9
holistic	h0-17	-4	c24dd1ab48d2
holistic	h0-18	-45	e3717add1340
holistic	h0-19	-35	42457a2ee8ab
holistic	h0-20	-46	052b0f46f248
holistic	h0-21	-20	eb1a8729f3ab
holistic	h0-22	-7	4494803624c5
holistic	h0-23	-48	a7549c083e2e
holistic	h0-24	-42	cf36dae7a74e
holistic	h0-25	-33	5d08b5d639c3
holistic	h0-26	-48	6a6e651a5669
holistic	h0-27	-3	20c8fed77847
holistic	h0-28	-6	aeb5e093e353
holistic	h0-29	-1	3fd77de82a38
holistic	h0-30	-33	11773f9305c2
holistic	h0-31	-57	007e5a0a5ffd
holistic	h0-32	-52	1300eb0fa061
holistic	h0-33	-3	1aea578d1230
holistic	h0-34	-19	431572993fa2
holistic	h0-35	-7	b9e3a9f9de9f
holistic	h0-36	-4	44cb3db3e9d7
holistic	h0-37	-33	0e1e0424dc63
holistic	h0-38	-34	0e5fed6b3f19
holistic	h0-39	-31	29dc1ba11c4e
holistic	h0-40	-41	5886a9474c14
holistic	h0-41	-2	dfddba4c0604
holistic	h0-42	-3	6363b35dcc54
holistic	h0-43	-58	d742c5526ca9
holistic	h0-44	-54	6b39eb773418
holistic	h0-45	-37	e02361e61a02
holistic	h0-46	-19	283ec9b55d7e
holistic	h0-47	-25	86f039ff3bfb
holistic	h0-48	-24	32f59d8f88e2
holistic	h0-49	-56	15c85a82a06c
holistic	h0-50	-16	9d35ef23f200
holistic	h0-51	-50	d42c701717e7
holistic	h0-52	-8	49ccc38b7982
holistic	h0-53	-21	cb74442c8c6f
holistic	h0-54	-57	55aef55ba551
holistic	h0-55	-2	563110def1e5
holistic	h0-56	-39	e08e47d8a7cd
holistic	h0-57	-1	84b266d922bf
holistic	h0-58	-11	eb34212f102c
holistic	h0-59	-18	332e5e35bd2a
conventional	c0-0	-39	064cde1b95c2
conventional	c0-1	-32	064cde1b95c2
conventional	c0-2	-25	064cde1b95c2
conventional	c0-3	-52	064cde1b95c2
conventional	c0-4	-55	064cde1b95c2
conventional	c0-5	-2	064cde1b95c2
conventional	c0-6	-52	064cde1b95c2
conventional	c0-7	-16	064cde1b95c2
conventional	c0-8	-23	064cde1b95c2
conventional	c0-9	-58	064cde1b95c2
conventional	c0-10	-52	064cde1b95c2
conventional	c0-11	-7	064cde1b95c2
conventional	c0-12	-50	064cde1b95c2
conventional	c0-13	-7	064cde1b95c2
conventional	c0-14	-37	064cde1b95c2
conventional	c0-15	-16	064cde1b95c2
conventional	c0-16	-27	064cde1b95c2
conventional	c0-17	-22	064cde1b95c2
conventional	c0-18	-27	064cde1b95c2
conventional	c0-19	-36	064cde1b95c2
conventional	c0-20	-6	064cde1b95c2
conventional	c0-21	-1	064cde1b95c2
conventional	c0-22	-52	064cde1b95c2
conventional	c0-23	-52	064cde1b95c2
conventional	c0-24	-58	064cde1b95c2
conventional	c0-25	-31	064cde1b95c2
conventional	c0-26	-8	064cde1b95c2
conventional	c0-27	-6	064cde1b95c2
conventional	c0-28	-25	064cde1b95c2
conventional	c0-29	-1	064cde1b95c2
conventional	c0-30	-33	064cde1b95c2
conventional	c0-31	-51	064cde1b95c2
conventional	c0-32	-41	064cde1b95c2
conventional	c0-33	-41	064cde1b95c2
conventional	c0-34	-29	064cde1b95c2
conventional	c0-35	-37	064cde1b95c2
conventional	c0-36	-38	064cde1b95c2
conventional	c0-37	-27	064cde1b95c2
conventional	c0-38	-45	064cde1b95c2
conventional	c0-40	-13	064cde1b95c2
conventional	c0-41	-38	064cde1b95c2
conventional	c0-42	-51	064cde1b95c2
conventional	c0-43	-42	064cde1b95c2
conventional	c0-44	-48	064cde1b95c2
conventional	c0-45	-45	064cde1b95c2
conventional	c0-47	-11	064cde1b95c2
conventional	c0-48	-55	064cde1b95c2
conventional	c0-49	-1	064cde1b95c2
conventional	c0-50	-42	064cde1b95c2
conventional	c0-51	-50	064cde1b95c2
conventional	c0-52	-59	064cde1b95c2
conventional	c0-53	-40	064cde1b95c2
conventional	c0-54	-38	064cde1b95c2
conventional	c0-55	-17	064cde1b95c2
conventional	c0-56	-5	064cde1b95c2
conventional	c0-57	-2	064cde1b95c2
conventional	c0-58	-59	064cde1b95c2
conventional	c0-59	-41	064cde1b95c2
conventional	ce61	0	064cde1b95c2
conventional	ce62	0	064cde1b95c2
conventional	ce63	1	064cde1b95c2
conventional	ce64	1	064cde1b95c2
holistic	he61	2	93172953b9cc
conventional	ce65	2	064cde1b95c2
conventional	ce66	2	064cde1b95c2
conventional	ce67	2	064cde1b95c2
conventional	ce68	2	064cde1b95c2
conventional	ce69	2	064cde1b95c2
conventional	ce70	2	064cde1b95c2
conventional	ce71	2	064cde1b95c2
holistic	he62	3	9dba42472ea7
conventional	ce72	3	064cde1b95c2
conventional	ce73	3	064cde1b95c2
conventional	ce74	3	064cde1b95c2
conventional	ce75	3	064cde1b95c2
conventional	ce76	3	064cde1b95c2
conventional	ce77	3	064cde1b95c2
conventional	ce78	3	064cde1b95c2
holistic	he63	4	8da6d971aa8a
conventional	ce79	4	064cde1b95c2
conventional	ce80	4	064cde1b95c2
conventional	ce81	4	064cde1b95c2
conventional	ce82	5	064cde1b95c2
conventional	ce83	5	064cde1b95c2
conventional	ce84	6	064cde1b95c2
conventional	ce85	6	064cde1b95c2
conventional	ce86	7	064cde1b95c2
conventional	ce87	7	064cde1b95c2
conventional	ce88	8	064cde1b95c2
conventional	ce89	8	064cde1b95c2
conventional	ce90	8	064cde1b95c2
conventional	ce91	9	064cde1b95c2
conventional	ce92	9	064cde1b95c2
conventional	ce93	10	064cde1b95c2
conventional	ce94	11	064cde1b95c2
holistic	he64	13	83c97794f14e
conventional	ce95	13	064cde1b95c2
conventional	ce96	13	064cde1b95c2
conventional	ce97	13	064cde1b95c2
conventional	ce98	14	064cde1b95c2
conventional	ce99	16	064cde1b95c2
conventional	ce100	17	064cde1b95c2
conventional	ce101	18	064cde1b95c2
conventional	ce102	20	064cde1b95c2
conventional	ce103	21	064cde1b95c2
conventional	ce104	21	064cde1b95c2
conventional	ce105	22	064cde1b95c2
conventional	ce106	23	064cde1b95c2
conventional	ce107	24	064cde1b95c2
holistic	he65	25	0e5fed6b3f19
conventional	ce108	25	064cde1b95c2
conventional	ce109	30	064cde1b95c2
conventional	ce110	31	064cde1b95c2
conventional	ce111	32	064cde1b95c2
conventional	ce112	32	064cde1b95c2
conventional	ce113	33	064cde1b95c2
conventional	ce114	34	064cde1b95c2
conventional	ce115	42	064cde1b95c2
conventional	ce116	43	064cde1b95c2
conventional	ce117	44	064cde1b95c2
conventional	ce118	44	064cde1b95c2
conventional	ce119	45	064cde1b95c2
conventional	ce120	48	064cde1b95c2
conventional	ce121	52	064cde1b95c2
conventional	ce122	59	064cde1b95c2
