population	name	generation	age	evals	fitness	parents
holistic	h0-0	10	40	11	0.0	
holistic	h0-1	6	59	7	-0.059	
holistic	h0-2	10	29	11	0.0	
holistic	h0-3	9	14	10	-0.0282	
holistic	h0-4	10	18	11	-0.0034	
holistic	h0-5	10	47	11	-0.0	
holistic	h0-6	10	39	11	-0.0036	
holistic	h0-7	10	29	11	-0.0034	
holistic	h0-8	10	36	11	-0.0003	
holistic	h0-9	10	29	11	-0.0	
holistic	h0-10	10	17	11	0.0	
holistic	h0-11	50	53	51	0.1958	
holistic	h0-12	20	37	21	0.1155	
holistic	h0-13	10	46	11	0.0933	
holistic	h0-14	10	42	11	-0.0024	
holistic	h0-15	10	43	11	-0.0002	
holistic	h0-16	10	35	11	-0.0	
holistic	h0-17	10	14	11	-0.0016	
holistic	h0-18	6	51	7	-0.1384	
holistic	h0-19	10	45	11	0.0	
holistic	h0-20	10	56	11	-0.0	
holistic	h0-21	10	30	11	0.0	
holistic	h0-22	10	17	11	-0.012	
holistic	h0-23	10	58	11	0.0	
holistic	h0-24	10	52	11	0.0	
holistic	h0-25	7	40	8	-0.0867	
holistic	h0-26	9	57	10	-0.0286	
holistic	h0-27	7	10	8	-0.1067	
holistic	h0-28	10	16	11	-0.0006	
holistic	h0-29	10	11	11	-0.0119	
holistic	h0-30	10	43	11	0.0	
holistic	h0-31	2	59	3	-0.0	
holistic	h0-32	7	59	8	-0.0066	
holistic	h0-33	10	13	11	0.0	
holistic	h0-34	10	29	11	0.0	
holistic	h0-35	10	17	11	0.0	
holistic	h0-36	10	14	11	-0.0	
holistic	h0-37	10	43	11	-0.0001	
holistic	h0-38	25	59	26	0.3456	
holistic	h0-39	10	41	11	-0.0205	
holistic	h0-40	10	51	11	0.0	
holistic	h0-41	10	12	11	-0.0002	
holistic	h0-42	9	12	10	-0.0287	
holistic	h0-43	1	59	2	-0.0003	
holistic	h0-44	5	59	6	-0.0002	
holistic	h0-45	10	47	11	-0.0006	
holistic	h0-46	10	29	11	0.0	
holistic	h0-47	14	39	15	0.1227	
holistic	h0-48	10	34	11	-0.0001	
holistic	h0-49	3	59	4	-0.0291	
holistic	h0-50	10	26	11	-0.0004	
holistic	h0-51	9	59	10	-0.0	
holistic	h0-52	10	18	11	0.0	
holistic	h0-53	10	31	11	-0.0033	
holistic	h0-54	2	59	3	-0.0	
holistic	h0-55	10	12	11	0.0	
holistic	h0-56	10	49	11	-0.0002	
holistic	h0-57	10	11	11	0.0	
holistic	h0-58	10	21	11	0.0	
holistic	h0-59	10	28	11	0.0	
conventional	c0-0	8	47	9	-0.0574	
conventional	c0-1	6	38	7	0.385	
conventional	c0-2	4	29	5	-0.2259	
conventional	c0-3	2	54	3	-0.6136	
conventional	c0-4	4	59	5	0.0657	
conventional	c0-5	5	7	6	-0.0336	
conventional	c0-6	7	59	8	0.2916	
conventional	c0-7	3	19	4	-0.4371	
conventional	c0-8	3	26	4	-0.3347	
conventional	c0-9	1	59	2	-0.5359	
conventional	c0-10	1	53	2	-0.9058	
conventional	c0-11	7	14	8	0.0087	
conventional	c0-12	6	56	7	-0.0152	
conventional	c0-13	6	13	7	-0.1191	
conventional	c0-14	22	59	23	0.2282	
conventional	c0-15	5	21	6	-0.2289	
conventional	c0-16	1	28	2	-0.7958	
conventional	c0-17	2	24	3	-0.6519	
conventional	c0-18	2	29	3	-0.3959	
conventional	c0-19	6	42	7	0.0158	
conventional	c0-20	5	11	6	-0.1309	
conventional	c0-21	2	3	3	-0.5661	
conventional	c0-22	1	53	2	-0.7926	
conventional	c0-23	6	58	7	-0.1216	
conventional	c0-24	1	59	2	-0.3739	
conventional	c0-25	19	50	20	0.1598	
conventional	c0-26	3	11	4	-0.3418	
conventional	c0-27	5	11	6	-0.1709	
conventional	c0-28	4	29	5	-0.2733	
conventional	c0-29	4	5	5	-0.0679	
conventional	c0-30	2	35	3	-0.5662	
conventional	c0-31	1	52	2	-0.9163	
conventional	c0-32	2	43	3	-0.703	
conventional	c0-33	9	50	10	0.421	
conventional	c0-34	15	44	16	0.1922	
conventional	c0-35	1	38	2	-0.8029	
conventional	c0-36	2	40	3	-0.7141	
conventional	c0-37	1	28	2	-0.8328	
conventional	c0-38	2	47	3	-0.5619	
conventional	c0-40	2	15	3	-0.6992	
conventional	c0-41	5	43	6	-0.0159	
conventional	c0-42	7	58	8	-0.1185	
conventional	c0-43	1	43	2	-0.8644	
conventional	c0-44	9	57	10	0.2844	
conventional	c0-45	3	48	4	-0.405	
conventional	c0-47	10	21	11	0.0707	
conventional	c0-48	4	59	5	-0.2678	
conventional	c0-49	8	9	9	0.1775	
conventional	c0-50	2	44	3	-0.5099	
conventional	c0-51	3	53	4	-0.399	
conventional	c0-52	0	59	1	-0.6157	
conventional	c0-53	9	49	10	-0.0002	
conventional	c0-54	2	40	3	-0.5852	
conventional	c0-55	3	20	4	-0.3364	
conventional	c0-56	3	8	4	-0.4582	
conventional	c0-57	7	9	8	-0.0212	
conventional	c0-58	0	59	1	-0.5842	
conventional	c0-59	4	45	5	-0.1509	
conventional	ce61	1	1	1	-0.518	c0-29
conventional	ce62	7	7	7	0.1661	c0-5
conventional	ce63	2	1	1	-0.6909	c0-1,c0-49
conventional	ce64	5	4	4	0.1766	c0-33
holistic	he61	5	3	3	-0.0029	h0-38
conventional	ce65	2	0	0	0.0	c0-41
conventional	ce66	7	5	5	0.3365	c0-11
conventional	ce67	6	4	4	0.0693	c0-1
conventional	ce68	14	12	12	0.2686	c0-33,c0-34
conventional	ce69	14	12	12	0.2987	c0-34
conventional	ce70	4	2	2	-0.0304	c0-44
conventional	ce71	5	3	3	0.0335	c0-49
holistic	he62	5	2	2	-0.1519	h0-47
conventional	ce72	4	1	1	-0.4777	c0-19,c0-49
conventional	ce73	4	1	1	-0.5807	c0-33
conventional	ce74	10	7	7	0.3057	c0-47,c0-12
conventional	ce75	21	18	18	0.7079	c0-49,c0-19
conventional	ce76	5	2	2	-0.1248	c0-44,c0-19
conventional	ce77	5	2	2	-0.22	c0-1
conventional	ce78	6	3	3	-0.0652	c0-12
holistic	he63	5	1	1	-0.2812	h0-13
conventional	ce79	10	6	6	0.3472	c0-44,c0-25
conventional	ce80	6	2	2	-0.2004	c0-6
conventional	ce81	13	9	9	0.1511	c0-25
conventional	ce82	6	1	1	-0.6687	ce66
conventional	ce83	5	0	0	0.0	ce69
conventional	ce84	19	13	13	0.258	ce74
conventional	ce85	10	4	4	0.177	c0-33
conventional	ce86	8	1	1	-0.5208	ce68
conventional	ce87	55	48	48	0.4817	ce84
conventional	ce88	28	20	20	0.3108	c0-34
conventional	ce89	31	23	23	0.3651	ce79
conventional	ce90	8	0	0	0.0	ce75
conventional	ce91	9	0	0	0.0	ce75
conventional	ce92	13	4	4	0.1452	ce88
conventional	ce93	14	4	4	0.0888	ce75
conventional	ce94	11	0	0	0.0	ce75
holistic	he64	16	3	3	-0.0	h0-38
conventional	ce95	15	2	2	0.0455	ce87
conventional	ce96	14	1	1	0.127	ce75
conventional	ce97	14	1	1	-0.4242	ce89
conventional	ce98	14	0	0	0.0	ce75
conventional	ce99	17	1	1	0.2106	ce75
conventional	ce100	17	0	0	0.0	ce75
conventional	ce101	19	1	1	0.1758	ce75
conventional	ce102	21	1	1	-0.4729	ce89
conventional	ce103	37	16	16	0.4091	ce87
conventional	ce104	24	3	3	-0.0833	ce89
conventional	ce105	22	0	0	0.0	ce88
conventional	ce106	24	1	1	-0.4587	ce103
conventional	ce107	27	3	3	0.0869	ce87
holistic	he65	28	3	3	-0.0029	h0-38
conventional	ce108	30	5	5	0.1182	ce103
conventional	ce109	34	4	4	0.0375	ce87
conventional	ce110	32	1	1	-0.6765	ce87
conventional	ce111	35	3	3	-0.0699	ce87
conventional	ce112	59	27	27	0.444	ce103,ce87
conventional	ce113	33	0	0	0.0	ce87
conventional	ce114	35	1	1	-0.4976	ce87
conventional	ce115	45	3	3	0.0723	ce87
conventional	ce116	44	1	1	-0.6854	ce87
conventional	ce117	46	2	2	-0.0109	ce87
conventional	ce118	54	10	10	0.1544	ce112
conventional	ce119	45	0	0	0.0	ce112
conventional	ce120	50	2	2	-0.1128	ce87
conventional	ce121	53	1	1	-0.6129	ce112
conventional	ce122	59	0	0	0.0	ce112
