generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	1924831267		0.839009	0.535050	0.417296	8	15.340000	0.904345	0.425481	0.338241	5	15.337000	0.343482	1	49	50
1	1298035217		0.805599	0.510586	1.875029	2	15.340000	0.661565	0.490095	0.835608	5	15.337000				
2	1334766589		0.537342	0.487169	1.614420	2	15.340000	0.881591	0.373459	1.871123	5	15.337000				
3	1398857512		0.613068	0.467267	1.724434	2	15.340000	0.782756	0.331603	0.377741	5	15.337000				
4	339733809		0.525331	0.469349	1.528804	12	15.340000	0.762103	0.296845	0.237025	5	15.337000				
5	28088477		0.641690	0.517973	1.078681	12	15.340000	0.865098	0.300300	0.221993	5	15.337000	0.287454	8	42	50
6	888396368		0.643717	0.496059	1.536171	2	15.340000	0.934495	0.271247	0.036040	5	15.337000				
7	1914840390		0.558092	0.432447	1.468853	2	15.340000	0.837476	0.403929	0.162458	5	15.337000				
8	428146760		0.545614	0.447542	1.301680	2	15.264000	0.704933	0.385193	0.478957	5	15.337000				
9	1180710559		0.538858	0.403924	1.362395	2	15.264000	0.649909	0.402720	0.537040	5	15.337000				
10	540444967		0.531075	0.400401	1.264087	2	15.264000	0.799543	0.472853	0.520418	5	15.337000	0.384494	10	40	50
11	1626694388		0.500847	0.394268	1.255158	2	15.264000	1.000000	0.559581	1.558332	5	15.337000				
12	760689375		0.564035	0.422491	0.974473	2	15.264000	0.902129	0.465024	0.160136	5	15.337000				
13	350785029		0.593900	0.417876	1.133829	2	15.264000	0.651959	0.462692	0.665639	5	15.337000				
14	1173953688		0.562370	0.402070	1.148555	2	15.264000	1.000000	0.495903	1.795619	5	15.337000				
15	1376720838		0.571428	0.407955	0.854734	2	15.264000	0.955361	0.459803	0.043731	5	15.337000	0.426658	15	35	50
