season  pop           alive  births  deaths  best/mean lifetime  mean age  max age
     0  holistic         58       3       5  1.866/-0.017           29.0       57
     0  conventional     31       1      30  1.561/-1.596           27.0       58
     1  holistic         60       3       1  1.844/0.036           28.3       58
     1  conventional      8       0      23  -0.145/-0.806           30.5       57
     2  holistic         60       1       1  1.187/0.036           29.0       59
     2  conventional      2       0       6  -0.334/-0.471           51.5       58
     3  holistic         60       1       1  0.867/0.017           29.0       59
     3  conventional      0       0       2  0.000/0.000            0.0        0
     4  holistic         55       0       5  0.677/0.013           31.4       59
     5  holistic         50       0       5  0.550/0.024           32.3       59
     6  holistic         47       0       3  0.457/0.013           32.7       58
     7  holistic         44       0       3  0.386/0.015           34.5       59
     8  holistic         42       1       3  0.497/0.012           33.5       59
     9  holistic         39       0       3  0.530/0.013           33.7       59
    10  holistic         37       0       2  0.467/0.013           34.2       59
    11  holistic          2       0      35  0.414/0.286           42.0       46
    12  holistic          2       0       0  0.446/0.296           43.0       47
    13  holistic          2       0       0  0.402/0.269           44.0       48
    14  holistic          2       0       0  0.367/0.246           45.0       49
    15  holistic          1       0       1  0.396/0.396           42.0       42
    16  holistic          1       0       0  0.363/0.363           43.0       43
    17  holistic          1       0       0  0.333/0.333           44.0       44
    18  holistic          1       0       0  0.307/0.307           45.0       45
    19  holistic          1       0       0  0.283/0.283           46.0       46
    20  holistic          2       1       0  0.452/0.226           23.5       47
    21  holistic          3       1       0  0.469/0.098           16.3       48
    22  holistic          3       0       0  0.442/0.195           17.3       49
    23  holistic          3       0       0  0.821/0.465           18.3       50
    24  holistic          3       0       0  0.821/0.443           19.3       51
    25  holistic          2       0       1  0.571/0.490           28.0       52
    26  holistic          2       0       0  0.420/0.404           29.0       53
    27  holistic          2       0       0  0.368/0.344           30.0       54
    28  holistic          2       0       0  0.350/0.299           31.0       55
    29  holistic          2       0       0  0.332/0.264           32.0       56
    30  holistic          2       0       0  0.348/0.251           33.0       57
    31  holistic          1       0       1  0.332/0.332           58.0       58
    32  holistic          1       0       0  0.317/0.317           59.0       59
    33  holistic          0       0       1  0.000/0.000            0.0        0
