generation	terrain_seed	start_seed	h_best	h_mean	h_best_distance	h_best_parts	h_best_mass	c_best	c_mean	c_best_distance	c_best_parts	c_best_mass	champ_holistic_mean	champ_holistic_wins	champ_conventional_wins	champ_bouts
0	907656374		0.590072	0.555582	1.823074	8	15.340000	0.961711	0.609735	0.795548	5	15.337000	0.503095	34	16	50
1	904230493		0.523935	0.480538	1.656502	8	15.340000	0.824918	0.517347	0.414283	5	15.337000				
2	1867750477		0.523939	0.459079	1.656475	8	15.340000	0.767886	0.359041	2.531106	5	15.337000				
3	1154434935		0.508998	0.441142	1.597939	8	15.340000	0.847919	0.506524	0.419166	5	15.337000				
4	1241770273		0.513871	0.433634	1.563565	8	15.340000	0.789415	0.342373	1.724919	5	15.337000				
5	1705139378		0.513871	0.445592	1.563565	8	15.340000	0.777122	0.354430	0.421923	5	15.337000	0.406448	5	45	50
6	2055655501		0.527330	0.459451	1.633496	8	15.340000	0.805223	0.297373	1.779463	5	15.337000				
7	482516381		0.552476	0.468984	1.329439	8	15.340000	0.972024	0.508881	0.516016	5	15.337000				
8	19032286		0.718082	0.576479	1.205446	8	15.340000	0.913730	0.481520	0.968317	5	15.337000				
9	1548773090		0.582015	0.430520	1.288041	8	15.340000	0.838409	0.494259	0.998139	5	15.337000				
10	563285061		0.521482	0.425437	1.677117	8	15.340000	0.785899	0.510579	0.420213	5	15.337000	0.407123	10	40	50
11	888500302		0.557035	0.486793	1.534270	8	15.340000	0.671145	0.368775	0.665825	5	15.337000				
12	951476777		0.543602	0.475043	1.596914	4	15.340000	0.988520	0.685625	0.183266	5	15.337000				
13	1628839063		0.583582	0.474934	1.717991	4	15.340000	0.859696	0.460565	0.433223	5	15.337000				
14	1075726006		0.508035	0.469970	1.663647	8	14.845000	0.980233	0.554901	0.073644	5	15.337000				
15	1927531749		0.507154	0.469705	1.702648	8	15.340000	0.954917	0.324257	0.075349	5	15.337000	0.260177	5	45	50
16	1455941520		0.631783	0.509487	1.720250	8	15.340000	0.920717	0.325216	0.041398	5	15.337000				
17	258118500		0.561580	0.472805	1.343351	10	15.340000	0.931923	0.565977	0.121320	5	15.337000				
18	1537217314		0.661011	0.405131	0.882439	10	15.340000	0.860856	0.444566	0.191948	5	15.337000				
19	1288005949		0.657759	0.484052	1.728115	8	15.340000	0.859478	0.376444	0.089080	5	15.337000				
20	1350530626		0.519606	0.472641	1.728010	8	15.340000	1.000000	0.459857	1.944694	5	15.337000	0.274965	0	50	50
21	1530490018		0.522810	0.472082	1.579731	8	15.340000	0.784801	0.281946	0.202445	5	15.337000				
22	733911955		0.613592	0.459629	0.982355	10	15.340000	0.650088	0.304362	0.256566	5	15.337000				
23	1383247869		0.603006	0.464603	1.559954	8	15.340000	0.672980	0.300810	0.693459	5	15.337000				
24	165061405		0.545592	0.452697	1.581812	8	15.340000	0.725580	0.345655	0.193139	5	15.337000				
25	1307226591		0.501952	0.453126	1.590093	8	15.340000	0.857646	0.495311	0.118686	5	15.337000	0.312056	0	50	50
26	1675625093		0.629761	0.473880	0.945191	8	15.340000	0.968727	0.405562	0.016822	5	15.337000				
27	1722021650		0.711515	0.349603	0.905481	8	15.340000	0.798325	0.415121	0.486018	5	15.337000				
28	1799428767		0.581571	0.359192	0.648932	8	15.340000	0.829986	0.393627	0.089661	5	15.337000				
29	49836024		0.770780	0.411532	0.519794	8	15.340000	0.960582	0.366735	0.023513	5	15.337000				
30	317278507		0.601947	0.411556	1.391983	8	15.340000	0.855861	0.387027	0.247349	5	15.337000	0.330168	4	46	50
31	1534866293		0.532092	0.430725	1.386872	8	15.340000	0.961191	0.398676	0.028150	5	15.337000				
32	1090482286		0.544348	0.430250	1.384271	8	15.340000	1.000000	0.580248	1.355257	5	15.337000				
