population	name	born	g1	g2	n1	n2	ns	g2_contact	g2_height	g2_up	g2_joint	g1_other	g1_vel
holistic	h0-0	-33	0	0	0	0	0	0	0	0	0	0.714773	0
holistic	h0-1	-41	0	0	0	0	0	0	0	0	0	0	2.770893
holistic	h0-2	-32	0	0	0	0	1	0	0	0	0	0	0
holistic	h0-3	-46	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-4	-53	0	0	0	0	1	0	0	0	0	0	0
holistic	h0-5	-8	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-6	-37	0.528313	3.856663	2	9	9	0	0	3.856663	0	0.407945	0
holistic	h0-7	-19	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-8	-5	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-9	-51	5.212583	128.046890	6	93	10	33.135930	0	80.047196	14.863764	0	0
holistic	h0-10	-26	3.107207	112.910930	8	64	16	0	23.080554	56.238966	33.591410	1.819401	0
holistic	h0-11	-49	0	0	0	0	2	0	0	0	0	0.859534	0
holistic	h0-12	-18	2.479989	2.523445	1	2	1	0	2.523445	0	0	0	0.081624
holistic	h0-13	-57	2.584274	10.012982	4	24	9	4.842096	0	5.170886	0	0	0
holistic	h0-14	-30	0.714071	4.876840	1	4	5	0	0	4.876840	0	0	0
holistic	h0-15	-21	0.030875	0.030875	1	1	3	0	0	0.030875	0	0.359832	0
holistic	h0-16	-43	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-17	-47	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-18	-44	0	0	0	0	6	0	0	0	0	0	0
holistic	h0-19	-18	0	0	0	0	2	0	0	0	0	0.608080	0
holistic	h0-20	-15	0	0.042604	0	4	2	0	0	0	0.042604	3.400688	0
holistic	h0-21	-11	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-22	-42	0	0	0	0	1	0	0	0	0	0	0
holistic	h0-23	-23	0.540748	4.060654	2	6	2	4.060654	0	0	0	0	1.532362
holistic	h0-24	-29	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-25	-44	0.148343	2.643931	1	4	2	2.643931	0	0	0	0.089872	0
holistic	h0-26	-9	0.368512	0.381400	2	2	5	0.381400	0	0	0	0	0
holistic	h0-27	-14	0	0	0	0	0	0	0	0	0	0	4.161034
holistic	h0-28	-6	0	0	0	0	0	0	0	0	0	0	1.076846
holistic	h0-29	-41	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-30	-39	0	3.929040	0	6	2	0	0	0	3.929040	0.529281	0
holistic	h0-31	-38	5.841545	9.237321	5	13	10	0	0	4.296108	4.941213	2.627876	0
holistic	h0-32	-7	0.417683	0.989186	1	1	2	0	0	0	0.989186	0	0
holistic	h0-34	-52	1.280790	2.439976	4	8	3	0	0	0	2.439976	0.490906	0
holistic	h0-36	-43	0	0.905192	0	8	4	0.905192	0	0	0	0	0
holistic	h0-37	-47	7.620860	0.819700	4	4	2	0	0.819700	0	0	0	8.392092
holistic	h0-38	-50	1.954407	1.954407	3	3	4	0	0	0	1.954407	0	0
holistic	h0-39	-4	0	2.017068	0	2	1	2.017068	0	0	0	0	0
holistic	h0-40	-40	4.813563	21.672677	6	28	10	0	8.057760	11.839313	1.775604	0	0
holistic	h0-41	-55	1.904816	2.617448	2	10	6	0	0	0	2.617448	0	0
holistic	h0-42	-8	0	0	0	0	1	0	0	0	0	0	0
holistic	h0-43	-21	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-44	-28	0	0	0	0	0	0	0	0	0	2.919335	0
holistic	h0-45	-28	0	0	0	0	2	0	0	0	0	0	0
holistic	h0-47	-56	0.982738	2.763444	1	4	4	0	0	0	2.763444	0	2.983745
holistic	h0-48	-51	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-49	-32	0	0.118414	0	1	1	0	0	0	0.118414	0.002961	0
holistic	h0-50	-6	2.424401	2.486401	2	4	2	2.486401	0	0	0	0	0
holistic	h0-51	-1	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-52	-37	0	18.660124	0	10	8	0	0	12.620828	6.039296	0	0
holistic	h0-53	-14	0	0	0	0	0	0	0	0	0	0	0
holistic	h0-54	-2	0	1.164354	0	3	6	0	0	1.164354	0	0	0
holistic	h0-55	-51	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-56	-40	0	0	0	0	0	0	0	0	0	1.848294	0
holistic	h0-57	-31	0	0	0	0	6	0	0	0	0	0	0
holistic	h0-58	-23	0	0	0	0	3	0	0	0	0	0	0
holistic	h0-59	-36	0	0	0	0	5	0	0	0	0	0	0
holistic	he61	0	0.061750	0.061750	2	2	6	0	0	0.061750	0	0.719664	0
holistic	he62	0	2.479989	2.682982	1	2	1	0	2.682982	0	0	0	0.330443
holistic	he63	0	0	0	0	0	0	0	0	0	0	0	0
conventional	c0-0	-59	0	19.855809	0	14	7	2.245765	3.974484	9.191758	4.443802	0	0
conventional	c0-1	-25	0	28.185203	0	14	7	3.256457	5.047255	11.927090	7.954401	0	0
conventional	c0-2	-12	0	26.537532	0	14	7	5.133552	0.643440	12.678874	8.081666	0	0
conventional	c0-3	-4	0	21.647646	0	14	7	2.660408	4.289747	10.816849	3.880642	0	0
conventional	c0-4	-29	0	24.840381	0	14	7	4.587097	2.618533	6.885505	10.749246	0	0
conventional	c0-5	-13	0	29.158522	0	14	7	5.337109	1.092190	14.174387	8.554836	0	0
conventional	c0-6	-11	0	20.780943	0	14	7	2.057012	3.339961	9.835784	5.548186	0	0
conventional	c0-7	-50	0	16.407759	0	14	7	1.336276	0.580625	11.510629	2.980229	0	0
conventional	c0-8	-15	0	33.509942	0	14	7	4.121587	5.586354	11.588988	12.213013	0	0
conventional	c0-9	-11	0	15.335193	0	14	7	0.823944	3.297890	8.100911	3.112448	0	0
conventional	c0-10	-4	0	17.283782	0	14	7	1.898080	0.701065	4.683473	10.001164	0	0
conventional	c0-11	-58	0	26.177717	0	14	7	4.282417	0.316665	13.369230	8.209405	0	0
conventional	c0-12	-57	0	36.633508	0	14	7	6.143243	3.027694	16.935837	10.526734	0	0
conventional	c0-13	-4	0	16.973812	0	14	7	0.871971	4.482983	7.858496	3.760362	0	0
conventional	c0-14	-22	0	27.201859	0	14	7	5.311185	3.667285	12.961021	5.262368	0	0
conventional	c0-15	-25	0	26.851259	0	14	7	2.860475	1.120274	8.908156	13.962354	0	0
conventional	c0-16	-54	0	17.125502	0	14	7	3.370021	2.793872	8.504369	2.457240	0	0
conventional	c0-17	-1	0	24.611914	0	14	7	4.593691	4.493203	7.722608	7.802412	0	0
conventional	c0-18	-23	0	18.171689	0	14	7	3.979550	2.874727	6.471134	4.846278	0	0
conventional	c0-19	-58	0	22.422637	0	14	7	4.618319	1.392616	11.291198	5.120504	0	0
conventional	c0-20	-54	0	23.768213	0	14	7	1.653809	1.927242	9.688381	10.498781	0	0
conventional	c0-21	-24	0	33.952338	0	14	7	2.884144	2.313736	20.815959	7.938499	0	0
conventional	c0-22	-1	0	30.600436	0	14	7	4.008246	1.378508	20.887222	4.326460	0	0
conventional	c0-23	-20	0	29.381158	0	14	7	5.092553	2.599474	14.535220	7.153911	0	0
conventional	c0-24	-18	0	37.202575	0	14	7	7.415083	7.468057	15.223301	7.096134	0	0
conventional	c0-25	-3	0	31.066296	0	14	7	4.602847	7.824028	11.820465	6.818956	0	0
conventional	c0-26	-42	0	23.492397	0	14	7	1.613732	4.668270	10.268671	6.941724	0	0
conventional	c0-27	-57	0	17.633797	0	14	7	5.271910	0.834058	7.380198	4.147631	0	0
conventional	c0-28	-24	0	22.288989	0	14	7	0.796903	7.819616	10.684598	2.987872	0	0
conventional	c0-29	-29	0	16.684418	0	14	7	0.990186	5.823229	3.534207	6.336796	0	0
conventional	c0-30	-28	0	21.704200	0	14	7	3.054798	0.701006	10.634289	7.314107	0	0
conventional	c0-31	-14	0	19.211722	0	14	7	1.784193	4.082551	7.344904	6.000074	0	0
conventional	c0-32	-31	0	32.025025	0	14	7	2.271472	4.008478	17.477477	8.267598	0	0
conventional	c0-33	-37	0	32.082460	0	14	7	1.932759	7.500072	16.259745	6.389884	0	0
conventional	c0-34	-34	0	30.677672	0	14	7	5.876136	5.694907	13.830024	5.276605	0	0
conventional	c0-35	-42	0	28.172323	0	14	7	6.103030	5.058773	11.886387	5.124133	0	0
conventional	c0-36	-17	0	24.256930	0	14	7	4.182280	4.620101	11.368524	4.086025	0	0
conventional	c0-37	-19	0	27.084987	0	14	7	6.047093	1.664003	8.738710	10.635181	0	0
conventional	c0-38	-41	0	27.950191	0	14	7	1.819245	8.715287	11.392631	6.023028	0	0
conventional	c0-39	-44	0	19.529772	0	14	7	2.264110	3.416708	10.524529	3.324425	0	0
conventional	c0-40	-17	0	15.205650	0	14	7	2.076698	2.491033	5.857953	4.779966	0	0
